0.00000000E+0	9.92687448E-1	2.43187067E-1	-1.18620737E-1
1.00000000E-3	1.11389507E+0	3.62845208E-1	-1.18964397E-1
2.00000000E-3	1.23397161E+0	5.01773578E-1	-1.19498630E-1
3.00000000E-3	1.35282489E+0	4.90779120E-1	-1.20143773E-1
4.00000000E-3	1.47044710E+0	4.91776549E-1	-1.20877954E-1
5.00000000E-3	1.58666170E+0	5.65218527E-1	-1.21509037E-1
6.00000000E-3	1.70088127E+0	6.41538360E-1	-1.22051081E-1
7.00000000E-3	1.81383227E+0	6.92084747E-1	-1.22572818E-1
8.00000000E-3	1.92518975E+0	5.65621753E-1	-1.22994582E-1
9.00000000E-3	2.03412257E+0	7.17936351E-1	-1.22993020E-1
1.00000000E-2	2.14145717E+0	8.35074536E-1	-1.22764955E-1
1.10000000E-2	2.24653584E+0	7.90477882E-1	-1.22465034E-1
1.20000000E-2	2.34917579E+0	8.08728980E-1	-1.21937049E-1
1.30000000E-2	2.44978009E+0	9.76934196E-1	-1.21243482E-1
1.40000000E-2	2.54796286E+0	8.91670809E-1	-1.20579595E-1
1.50000000E-2	2.64366003E+0	1.00503211E+0	-1.19871969E-1
1.60000000E-2	2.73657322E+0	8.33611343E-1	-1.19390846E-1
1.70000000E-2	2.82673836E+0	9.99717011E-1	-1.18831619E-1
1.80000000E-2	2.91422575E+0	1.09825721E+0	-1.18481712E-1
1.90000000E-2	2.99879480E+0	1.10943764E+0	-1.18442659E-1
2.00000000E-2	3.08066736E+0	1.08433166E+0	-1.18631672E-1
2.10000000E-2	3.15913102E+0	1.08341246E+0	-1.19003449E-1
2.20000000E-2	3.23476228E+0	1.21409165E+0	-1.19540807E-1
2.30000000E-2	3.30691902E+0	1.13597086E+0	-1.20148459E-1
2.40000000E-2	3.37592778E+0	1.25780196E+0	-1.20888888E-1
2.50000000E-2	3.44191666E+0	1.16724076E+0	-1.21555900E-1
2.60000000E-2	3.50406077E+0	1.10013309E+0	-1.22186983E-1
2.70000000E-2	3.56301159E+0	1.28001908E+0	-1.22599374E-1
2.80000000E-2	3.61816607E+0	1.29836396E+0	-1.22977399E-1
2.90000000E-2	3.66981169E+0	1.31920067E+0	-1.22999268E-1
3.00000000E-2	3.71815935E+0	1.32258208E+0	-1.22839935E-1
3.10000000E-2	3.76287471E+0	1.32846917E+0	-1.22450976E-1
3.20000000E-2	3.80333288E+0	1.36988157E+0	-1.21896435E-1
3.30000000E-2	3.84033374E+0	1.40089982E+0	-1.21291907E-1
3.40000000E-2	3.87364295E+0	1.41532091E+0	-1.20542105E-1
3.50000000E-2	3.90311990E+0	1.33274164E+0	-1.19864159E-1
3.60000000E-2	3.92852244E+0	1.37172618E+0	-1.19329925E-1
3.70000000E-2	3.95046768E+0	1.57604439E+0	-1.18759763E-1
3.80000000E-2	3.96800418E+0	1.47477795E+0	-1.18484836E-1
3.90000000E-2	3.98191152E+0	1.37778854E+0	-1.18459842E-1
4.00000000E-2	3.99188663E+0	1.22040729E+0	-1.18645731E-1
4.10000000E-2	3.99790919E+0	1.37693974E+0	-1.18990952E-1
4.20000000E-2	3.99989483E+0	1.25563843E+0	-1.19572049E-1
4.30000000E-2	3.99796074E+0	1.29547659E+0	-1.20176576E-1
4.40000000E-2	3.99205223E+0	1.26044865E+0	-1.20882640E-1
4.50000000E-2	3.98238489E+0	1.10960488E+0	-1.21596514E-1
4.60000000E-2	3.96858222E+0	1.18283273E+0	-1.22099506E-1
4.70000000E-2	3.95105978E+0	1.25807250E+0	-1.22613433E-1
4.80000000E-2	3.92946449E+0	1.18990182E+0	-1.22985209E-1
4.90000000E-2	3.90400727E+0	1.29361635E+0	-1.22982085E-1
5.00000000E-2	3.87474904E+0	1.25058289E+0	-1.22777452E-1
5.10000000E-2	3.84184915E+0	1.29779335E+0	-1.22413485E-1
5.20000000E-2	3.80469987E+0	1.18369717E+0	-1.21885500E-1
5.30000000E-2	3.76403861E+0	1.17700956E+0	-1.21266913E-1
5.40000000E-2	3.71988566E+0	1.20167161E+0	-1.20495242E-1
5.50000000E-2	3.67188952E+0	1.12895495E+0	-1.19834479E-1
5.60000000E-2	3.62003299E+0	1.00320940E+0	-1.19301807E-1
5.70000000E-2	3.56487538E+0	1.01821051E+0	-1.18797253E-1
5.80000000E-2	3.50629326E+0	9.70826560E-1	-1.18436411E-1
5.90000000E-2	3.44417727E+0	1.00141008E+0	-1.18361431E-1
6.00000000E-2	3.37837899E+0	1.02413839E+0	-1.18503581E-1
6.10000000E-2	3.30967644E+0	9.63193043E-1	-1.18862861E-1
6.20000000E-2	3.23736034E+0	9.69625899E-1	-1.19401781E-1
6.30000000E-2	3.16184938E+0	1.03622239E+0	-1.19979753E-1
6.40000000E-2	3.08341540E+0	1.00887318E+0	-1.20703000E-1
6.50000000E-2	3.00196153E+0	9.08069423E-1	-1.21365325E-1
6.60000000E-2	2.91738623E+0	8.32080926E-1	-1.21979225E-1
6.70000000E-2	2.83001758E+0	8.44813587E-1	-1.22441603E-1
6.80000000E-2	2.73984931E+0	7.76375697E-1	-1.22782138E-1
6.90000000E-2	2.64678146E+0	7.22493277E-1	-1.22860242E-1
7.00000000E-2	2.55122645E+0	6.38819839E-1	-1.22632178E-1
7.10000000E-2	2.45318742E+0	6.32326078E-1	-1.22280708E-1
7.20000000E-2	2.35279246E+0	6.69994346E-1	-1.21699612E-1
7.30000000E-2	2.25015563E+0	5.29726292E-1	-1.21079463E-1
