0.00000000E+0	2.82766506E-8	2.30657729E-7	3.14945767E-3	1.29888258E-3
5.00000000E-1	5.67465087E-9	1.79470592E-7	1.02016611E-4	1.01063695E-3
1.00000000E+0	5.23768892E-9	2.81819819E-7	4.02983456E-5	1.58698715E-3
1.50000000E+0	6.30442775E-9	1.24445419E-7	2.39195926E-5	7.00778539E-4
2.00000000E+0	5.58159613E-9	1.13267057E-7	1.82710272E-5	6.37830813E-4
2.50000000E+0	6.14756033E-9	1.99507155E-7	2.50308788E-5	1.12346709E-3
3.00000000E+0	3.94969250E-9	1.14169182E-7	1.27078700E-5	6.42910867E-4
3.50000000E+0	6.12542956E-9	1.09904065E-7	1.00074067E-5	6.18893089E-4
4.00000000E+0	4.98225593E-9	1.07825939E-7	8.00694418E-6	6.07190724E-4
4.50000000E+0	9.00012508E-9	9.62377239E-8	7.99292447E-6	5.41935028E-4
5.00000000E+0	3.43991408E-3	6.10857261E-7	1.53333840E-5	3.43986675E-3
5.50000000E+0	4.18511609E-9	8.78850111E-8	5.85451736E-6	4.94899131E-4
6.00000000E+0	6.14308111E-9	6.98371891E-8	5.43835069E-6	3.93268019E-4
6.50000000E+0	4.44411845E-9	8.04221906E-8	4.61850785E-6	4.52874406E-4
7.00000000E+0	5.45591218E-9	6.86789379E-8	4.50468261E-6	3.86745661E-4
7.50000000E+0	4.86645067E-9	6.96168509E-8	4.23818758E-6	3.92027247E-4
8.00000000E+0	5.70328055E-9	7.42368132E-8	3.77177616E-6	4.18043235E-4
8.50000000E+0	4.75540179E-9	1.12413829E-7	3.48586407E-6	6.33026105E-4
9.00000000E+0	4.72487037E-9	6.48438332E-8	3.39185864E-6	3.65149373E-4
9.50000000E+0	5.65390910E-9	6.38805067E-8	3.11477332E-6	3.59724677E-4
1.00000000E+1	2.71228995E-8	5.95639753E-8	3.15370577E-6	3.35417374E-4
1.05000000E+1	4.31724248E-9	4.92306484E-8	2.88487275E-6	2.77228219E-4
1.10000000E+1	4.32500232E-9	5.99437723E-8	2.74091491E-6	3.37556091E-4
1.15000000E+1	5.01679187E-9	4.94730100E-8	2.65515431E-6	2.78593009E-4
1.20000000E+1	7.06202053E-9	5.16450927E-8	2.54410819E-6	2.90824467E-4
1.25000000E+1	4.98513523E-9	5.59663448E-8	2.39858708E-6	3.15158353E-4
1.30000000E+1	5.00226641E-9	7.22505475E-8	2.28971073E-6	4.06858152E-4
1.35000000E+1	5.16524835E-9	6.07484063E-8	2.28382144E-6	3.42087156E-4
1.40000000E+1	5.54319997E-9	5.57631424E-8	2.21037238E-6	3.14014078E-4
1.45000000E+1	4.34199723E-9	5.32974732E-8	2.04456709E-6	3.00129372E-4
1.50000000E+1	8.61211830E-8	5.16493487E-8	1.98310503E-6	2.90848433E-4
1.55000000E+1	5.04428843E-9	4.25515357E-8	1.93220441E-6	2.39616719E-4
1.60000000E+1	8.43325979E-9	5.37597542E-8	1.78508129E-6	3.02732574E-4
1.65000000E+1	5.16431168E-9	4.50504813E-8	1.88263510E-6	2.53688812E-4
1.70000000E+1	4.84410823E-9	5.19806520E-8	1.74445317E-6	2.92714072E-4
1.75000000E+1	4.76311897E-9	4.75435321E-8	1.72364248E-6	2.67727709E-4
1.80000000E+1	4.44992598E-9	4.38201371E-8	1.66116496E-6	2.46760483E-4
1.85000000E+1	5.08957666E-9	5.32526888E-8	1.56214998E-6	2.99877181E-4
1.90000000E+1	6.43903005E-9	6.00048864E-8	1.59606485E-6	3.37900238E-4
1.95000000E+1	5.34263969E-9	5.73772052E-8	1.47542257E-6	3.23103208E-4
2.00000000E+1	4.93620222E-8	4.56606030E-8	1.46373666E-6	2.57124536E-4
2.05000000E+1	4.90708191E-9	4.96175625E-8	1.60277377E-6	2.79407014E-4
2.10000000E+1	4.21864781E-9	6.15838722E-8	1.46148451E-6	3.46791841E-4
2.15000000E+1	6.34282947E-9	7.53511376E-8	1.30334330E-6	4.24318232E-4
2.20000000E+1	6.09691090E-9	6.04010212E-8	1.27477745E-6	3.40130957E-4
2.25000000E+1	4.98351169E-9	4.07324688E-8	1.37597411E-6	2.29373168E-4
2.30000000E+1	6.34273544E-9	5.02196611E-8	1.34278911E-6	2.82797559E-4
