,A(x),B(Y)
,"-9,078","7,54E-06"
,"-9,076","9,68E-06"
,"-9,074","5,61E-06"
,"-9,072","6,99E-06"
,"-9,07","4,34E-06"
,"-9,068","4,67E-06"
,"-9,066","2,97E-06"
,"-9,064","5,19E-06"
,"-9,062","5,33E-06"
,"-9,06","7,66E-06"
,"-9,058","8,59E-06"
,"-9,056","6,73E-06"
,"-9,054","1,01E-05"
,"-9,052","8,08E-06"
,"-9,05","4,32E-06"
,"-9,048","-2,89E-06"
,"-9,046","4,62E-06"
,"-9,044","4,63E-06"
,"-9,042","7,67E-06"
,"-9,04","7,49E-06"
,"-9,038","7,14E-06"
,"-9,036","8,38E-06"
,"-9,034","5,01E-06"
,"-9,032","7,60E-06"
,"-9,03","2,80E-06"
,"-9,028","5,08E-06"
,"-9,026","2,73E-06"
,"-9,024","6,04E-06"
,"-9,022","2,79E-06"
,"-9,02","5,09E-06"
,"-9,018","3,43E-06"
,"-9,016","5,44E-06"
,"-9,014","6,11E-06"
,"-9,012","5,84E-06"
,"-9,01","2,12E-06"
,"-9,008","3,10E-06"
,"-9,006","6,20E-07"
,"-9,004","1,32E-06"
,"-9,002","1,59E-06"
,-9,"3,71E-06"
,"-8,998","7,59E-06"
,"-8,996","5,51E-06"
,"-8,994","7,73E-06"
,"-8,992","8,68E-06"
,"-8,99","7,16E-06"
,"-8,988","5,62E-06"
,"-8,986","2,68E-06"
,"-8,984","3,99E-06"
,"-8,982","3,66E-06"
,"-8,98","4,36E-06"
,"-8,978","4,77E-06"
,"-8,976","5,78E-06"
,"-8,974","6,50E-06"
,"-8,972","7,01E-06"
,"-8,97","7,51E-06"
,"-8,968","3,08E-06"
,"-8,966","4,73E-06"
,"-8,964","4,21E-06"
,"-8,962","2,84E-06"
,"-8,96","4,80E-06"
,"-8,958","7,34E-06"
,"-8,956","5,52E-06"
,"-8,954","6,98E-06"
,"-8,952","7,76E-06"
,"-8,95","5,35E-06"
,"-8,948","5,09E-06"
,"-8,946","4,45E-06"
,"-8,944","2,55E-06"
,"-8,942","4,07E-06"
,"-8,94","1,16E-06"
,"-8,938","3,62E-06"
,"-8,936","3,93E-06"
,"-8,934","4,40E-07"
,"-8,932","5,97E-06"
,"-8,93","3,62E-06"
,"-8,928","4,17E-06"
,"-8,926","-3,30E-07"
,"-8,924","2,18E-06"
,"-8,922","-1,00E-06"
,"-8,92","5,24E-06"
,"-8,918","5,95E-06"
,"-8,916","5,02E-06"
,"-8,914","5,70E-06"
,"-8,912","7,91E-06"
,"-8,91","8,11E-06"
,"-8,908","5,88E-06"
,"-8,906","2,93E-06"
,"-8,904","3,70E-07"
,"-8,902","4,13E-06"
,"-8,9","4,49E-06"
,"-8,898","7,23E-06"
,"-8,896","6,52E-06"
,"-8,894","8,35E-06"
,"-8,892","4,45E-06"
,"-8,89","8,38E-06"
,"-8,888","4,15E-06"
,"-8,886","2,66E-06"
,"-8,884","4,60E-06"
,"-8,882","5,40E-07"
,"-8,88","1,41E-06"
,"-8,878","5,67E-06"
,"-8,876","5,54E-06"
,"-8,874","2,71E-06"
,"-8,872","3,53E-06"
,"-8,87","5,22E-06"
,"-8,868","4,17E-06"
,"-8,866","6,15E-06"
,"-8,864","3,53E-06"
,"-8,862","4,41E-06"
,"-8,86","5,04E-06"
,"-8,858","7,97E-06"
,"-8,856","7,91E-06"
,"-8,854","8,80E-06"
,"-8,852","8,11E-06"
,"-8,85","5,76E-06"
,"-8,848","6,48E-06"
,"-8,846","5,60E-07"
,"-8,844","2,81E-06"
,"-8,842","3,67E-06"
,"-8,84","2,96E-06"
,"-8,838","5,68E-06"
,"-8,836","6,36E-06"
,"-8,834","9,73E-06"
,"-8,832","8,68E-06"
,"-8,83","6,67E-06"
,"-8,828","2,25E-06"
,"-8,826","-7,40E-07"
,"-8,824","2,10E-07"
,"-8,822","1,58E-06"
,"-8,82","2,90E-06"
,"-8,818","3,58E-06"
,"-8,816","5,87E-06"
,"-8,814","3,78E-06"
,"-8,812","6,81E-06"
,"-8,81","4,75E-06"
,"-8,808","3,13E-06"
,"-8,806","1,53E-06"
,"-8,804","-2,50E-07"
,"-8,802","2,21E-06"
,"-8,8","-4,40E-07"
,"-8,798","4,13E-06"
,"-8,796","3,61E-06"
,"-8,794","6,04E-06"
,"-8,792","6,10E-06"
,"-8,79","6,29E-06"
,"-8,788","3,16E-06"
,"-8,786","-1,85E-06"
,"-8,784","1,13E-06"
,"-8,782","-4,49E-06"
,"-8,78","5,42E-06"
,"-8,778","1,99E-06"
,"-8,776","4,82E-06"
,"-8,774","6,83E-06"
,"-8,772","4,51E-06"
,"-8,77","6,57E-06"
,"-8,768","2,63E-06"
,"-8,766","-3,90E-07"
,"-8,764","-7,90E-07"
,"-8,762","1,95E-06"
,"-8,76","-4,60E-07"
,"-8,758","1,28E-06"
,"-8,756","4,40E-07"
,"-8,754","9,60E-07"
,"-8,752","1,66E-06"
,"-8,75","4,90E-06"
,"-8,748","4,40E-07"
,"-8,746","6,20E-07"
,"-8,744","1,78E-06"
,"-8,742","1,16E-06"
,"-8,74","1,11E-06"
,"-8,738","3,58E-06"
,"-8,736","4,25E-06"
,"-8,734","4,54E-06"
,"-8,732","2,46E-06"
,"-8,73","7,42E-06"
,"-8,728","2,76E-06"
,"-8,726","1,89E-06"
,"-8,724","4,14E-06"
,"-8,722","2,33E-06"
,"-8,72","5,29E-06"
,"-8,718","7,06E-06"
,"-8,716","8,68E-06"
,"-8,714","5,39E-06"
,"-8,712","6,96E-06"
,"-8,71","6,42E-06"
,"-8,708","4,34E-06"
,"-8,706","2,48E-06"
,"-8,704","2,08E-06"
,"-8,702","9,80E-07"
,"-8,7","2,83E-06"
,"-8,698","4,90E-06"
,"-8,696","3,30E-06"
,"-8,694","5,98E-06"
,"-8,692","2,01E-06"
,"-8,69","2,33E-06"
,"-8,688","5,90E-07"
,"-8,686","-1,81E-06"
,"-8,684","-2,24E-06"
,"-8,682","-4,32E-06"
,"-8,68","-6,00E-08"
,"-8,678","5,59E-06"
,"-8,676","2,40E-06"
,"-8,674","-1,45E-06"
,"-8,672","2,71E-06"
,"-8,67","1,99E-06"
,"-8,668","5,70E-07"
,"-8,666","6,00E-08"
,"-8,664","-3,08E-06"
,"-8,662","2,46E-06"
,"-8,66","7,70E-07"
,"-8,658","3,64E-06"
,"-8,656","3,51E-06"
,"-8,654","3,57E-06"
,"-8,652","5,54E-06"
,"-8,65","1,38E-06"
,"-8,648","-2,57E-06"
,"-8,646","1,67E-06"
,"-8,644","-3,04E-06"
,"-8,642","3,90E-07"
,"-8,64","4,40E-07"
,"-8,638","2,42E-06"
,"-8,636","6,11E-06"
,"-8,634","5,08E-06"
,"-8,632","4,53E-06"
,"-8,63","-6,02E-06"
,"-8,628","-2,18E-06"
,"-8,626","1,37E-06"
,"-8,624","3,68E-06"
,"-8,622","1,68E-06"
,"-8,62","2,36E-06"
,"-8,618","4,73E-06"
,"-8,616","3,75E-06"
,"-8,614","4,83E-06"
,"-8,612","4,56E-06"
,"-8,61","7,20E-07"
,"-8,608","1,37E-06"
,"-8,606","1,06E-06"
,"-8,604","2,04E-06"
,"-8,602","1,65E-06"
,"-8,6","3,20E-07"
,"-8,598","6,90E-07"
,"-8,596","2,21E-06"
,"-8,594","4,24E-06"
,"-8,592","3,06E-06"
,"-8,59","4,04E-06"
,"-8,588","2,01E-06"
,"-8,586","-1,17E-06"
,"-8,584","-2,30E-07"
,"-8,582","-1,63E-06"
,"-8,58","9,30E-07"
,"-8,578","1,62E-06"
,"-8,576","3,15E-06"
,"-8,574","2,18E-06"
,"-8,572","2,30E-06"
,"-8,57","6,90E-07"
,"-8,568","4,00E-08"
,"-8,566","-1,50E-06"
,"-8,564","-2,17E-06"
,"-8,562","-8,80E-07"
,"-8,56","-3,22E-06"
,"-8,558","3,88E-06"
,"-8,556","3,11E-06"
,"-8,554","4,52E-06"
,"-8,552","1,39E-06"
,"-8,55","-6,20E-07"
,"-8,548","-2,90E-06"
,"-8,546","-2,49E-06"
,"-8,544","-1,06E-06"
,"-8,542","-4,02E-06"
,"-8,54","-1,61E-06"
,"-8,538","1,10E-06"
,"-8,536","4,25E-06"
,"-8,534","2,26E-06"
,"-8,532","7,60E-07"
,"-8,53","2,40E-07"
,"-8,528","3,69E-06"
,"-8,526","3,50E-06"
,"-8,524","1,08E-06"
,"-8,522","1,20E-06"
,"-8,52","-5,80E-07"
,"-8,518","4,05E-06"
,"-8,516","4,76E-06"
,"-8,514","3,93E-06"
,"-8,512","5,45E-06"
,"-8,51","3,80E-06"
,"-8,508","1,12E-06"
,"-8,506","2,00E-07"
,"-8,504","2,34E-06"
,"-8,502","1,19E-06"
,"-8,5","1,97E-06"
,"-8,498","-5,20E-07"
,"-8,496","4,81E-06"
,"-8,494","4,19E-06"
,"-8,492","5,29E-06"
,"-8,49","5,18E-06"
,"-8,488","5,70E-07"
,"-8,486","2,00E-06"
,"-8,484","1,01E-06"
,"-8,482","-1,30E-07"
,"-8,48","7,80E-07"
,"-8,478","-5,26E-06"
,"-8,476","3,69E-06"
,"-8,474","5,87E-06"
,"-8,472","5,65E-06"
,"-8,47","4,86E-06"
,"-8,468","3,50E-07"
,"-8,466","-9,00E-07"
,"-8,464","-1,34E-06"
,"-8,462","4,00E-07"
,"-8,46","1,78E-06"
,"-8,458","2,86E-06"
,"-8,456","2,50E-06"
,"-8,454","4,37E-06"
,"-8,452","3,98E-06"
,"-8,45","5,10E-06"
,"-8,448","7,80E-07"
,"-8,446","-7,50E-07"
,"-8,444","-2,50E-06"
,"-8,442","-3,06E-06"
,"-8,44","-2,64E-06"
,"-8,438","1,36E-06"
,"-8,436","7,13E-06"
,"-8,434","3,01E-06"
,"-8,432","4,79E-06"
,"-8,43","2,70E-07"
,"-8,428","-1,15E-06"
,"-8,426","-2,66E-06"
,"-8,424","-3,80E-06"
,"-8,422","-1,69E-06"
,"-8,42","1,32E-06"
,"-8,418","9,30E-07"
,"-8,416","-2,12E-06"
,"-8,414","1,40E-07"
,"-8,412","-2,32E-06"
,"-8,41","-1,68E-06"
,"-8,408","1,69E-06"
,"-8,406","-1,20E-06"
,"-8,404","-3,23E-06"
,"-8,402","-6,90E-06"
,"-8,4","-2,79E-06"
,"-8,398","-6,80E-07"
,"-8,396","1,80E-07"
,"-8,394","-2,20E-07"
,"-8,392","1,79E-06"
,"-8,39","-8,90E-07"
,"-8,388","-3,46E-06"
,"-8,386","-3,38E-06"
,"-8,384","-1,62E-06"
,"-8,382","8,00E-08"
,"-8,38","-8,60E-07"
,"-8,378","3,17E-06"
,"-8,376","2,23E-06"
,"-8,374","1,08E-06"
,"-8,372","2,76E-06"
,"-8,37","8,70E-07"
,"-8,368","1,00E-07"
,"-8,366","-2,12E-06"
,"-8,364","6,40E-07"
,"-8,362","1,16E-06"
,"-8,36","2,70E-07"
,"-8,358","2,12E-06"
,"-8,356","3,04E-06"
,"-8,354","4,76E-06"
,"-8,352","3,75E-06"
,"-8,35","2,86E-06"
,"-8,348","1,74E-06"
,"-8,346","-1,40E-07"
,"-8,344","-1,09E-06"
,"-8,342","-3,50E-07"
,"-8,34","-8,10E-07"
,"-8,338","1,96E-06"
,"-8,336","2,85E-06"
,"-8,334","2,00E-08"
,"-8,332","5,70E-07"
,"-8,33","-4,00E-07"
,"-8,328","-3,10E-07"
,"-8,326","-7,30E-06"
,"-8,324","-7,80E-07"
,"-8,322","-4,30E-07"
,"-8,32","1,66E-06"
,"-8,318","5,21E-06"
,"-8,316","-1,00E-07"
,"-8,314","4,50E-07"
,"-8,312","2,63E-06"
,"-8,31","1,99E-06"
,"-8,308","2,70E-07"
,"-8,306","1,03E-06"
,"-8,304","1,06E-06"
,"-8,302","-5,70E-07"
,"-8,3","-3,27E-06"
,"-8,298","-3,20E-07"
,"-8,296","-6,20E-07"
,"-8,294","-2,11E-06"
,"-8,292","2,00E-06"
,"-8,29","3,98E-06"
,"-8,288","-2,84E-06"
,"-8,286","-3,09E-06"
,"-8,284","-3,39E-06"
,"-8,282","-1,52E-06"
,"-8,28","-3,40E-07"
,"-8,278","1,16E-06"
,"-8,276","5,80E-07"
,"-8,274","3,40E-07"
,"-8,272","1,50E-07"
,"-8,27","4,10E-07"
,"-8,268","-2,21E-06"
,"-8,266","-2,06E-06"
,"-8,264","-1,91E-06"
,"-8,262","-3,00E-07"
,"-8,26","-1,50E-06"
,"-8,258","-1,23E-06"
,"-8,256","1,18E-06"
,"-8,254","2,28E-06"
,"-8,252","1,61E-06"
,"-8,25","1,83E-06"
,"-8,248","-1,13E-06"
,"-8,246","6,30E-07"
,"-8,244","-2,61E-06"
,"-8,242","2,50E-07"
,"-8,24","1,17E-06"
,"-8,238","1,97E-06"
,"-8,236","1,51E-06"
,"-8,234","3,36E-06"
,"-8,232","6,78E-06"
,"-8,23","-2,73E-06"
,"-8,228","-1,60E-07"
,"-8,226","-1,35E-06"
,"-8,224","-3,09E-06"
,"-8,222","-2,34E-06"
,"-8,22","-1,84E-06"
,"-8,218","3,02E-06"
,"-8,216","-2,10E-06"
,"-8,214","3,31E-06"
,"-8,212","1,02E-06"
,"-8,21","1,60E-07"
,"-8,208","-1,39E-06"
,"-8,206","7,70E-07"
,"-8,204","1,41E-06"
,"-8,202","2,70E-07"
,"-8,2","1,80E-06"
,"-8,198","3,10E-06"
,"-8,196","3,78E-06"
,"-8,194","2,85E-06"
,"-8,192","5,08E-06"
,"-8,19","5,06E-06"
,"-8,188","1,57E-06"
,"-8,186","6,50E-07"
,"-8,184","-1,77E-06"
,"-8,182","-7,50E-07"
,"-8,18","-3,06E-06"
,"-8,178","2,93E-06"
,"-8,176","2,89E-06"
,"-8,174","-2,37E-06"
,"-8,172","3,50E-06"
,"-8,17","2,59E-06"
,"-8,168","1,63E-06"
,"-8,166","1,47E-06"
,"-8,164","7,00E-07"
,"-8,162","3,91E-06"
,"-8,16","4,27E-06"
,"-8,158","1,51E-06"
,"-8,156","3,31E-06"
,"-8,154","5,55E-06"
,"-8,152","5,68E-06"
,"-8,15","4,37E-06"
,"-8,148","1,75E-06"
,"-8,146","-2,20E-07"
,"-8,144","1,80E-07"
,"-8,142","2,65E-06"
,"-8,14","4,62E-06"
,"-8,138","1,97E-06"
,"-8,136","1,97E-06"
,"-8,134","6,47E-06"
,"-8,132","4,18E-06"
,"-8,13","1,14E-06"
,"-8,128","5,90E-07"
,"-8,126","-2,40E-07"
,"-8,124","-9,30E-07"
,"-8,122","-1,21E-06"
,"-8,12","-3,40E-07"
,"-8,118","3,51E-06"
,"-8,116","3,60E-06"
,"-8,114","3,92E-06"
,"-8,112","4,45E-06"
,"-8,11","5,87E-06"
,"-8,108","2,51E-06"
,"-8,106","2,17E-06"
,"-8,104","-2,84E-06"
,"-8,102","2,50E-06"
,"-8,1","1,78E-06"
,"-8,098","4,42E-06"
,"-8,096","4,30E-06"
,"-8,094","9,80E-07"
,"-8,092","5,16E-06"
,"-8,09","7,70E-07"
,"-8,088","1,98E-06"
,"-8,086","2,15E-06"
,"-8,084","2,16E-06"
,"-8,082","1,76E-06"
,"-8,08","-2,40E-07"
,"-8,078","3,93E-06"
,"-8,076","4,91E-06"
,"-8,074","1,03E-05"
,"-8,072","3,34E-06"
,"-8,07","6,81E-06"
,"-8,068","2,79E-06"
,"-8,066","5,52E-06"
,"-8,064","2,90E-06"
,"-8,062","4,41E-06"
,"-8,06","4,68E-06"
,"-8,058","9,14E-06"
,"-8,056","8,98E-06"
,"-8,054","6,87E-06"
,"-8,052","7,77E-06"
,"-8,05","6,62E-06"
,"-8,048","3,27E-06"
,"-8,046","8,73E-06"
,"-8,044","5,31E-06"
,"-8,042","6,46E-06"
,"-8,04","4,86E-06"
,"-8,038","1,05E-05"
,"-8,036","7,30E-06"
,"-8,034","1,01E-05"
,"-8,032","6,33E-06"
,"-8,03","5,40E-06"
,"-8,028","5,45E-06"
,"-8,026","4,88E-06"
,"-8,024","7,40E-07"
,"-8,022","1,65E-06"
,"-8,02","7,38E-06"
,"-8,018","8,88E-06"
,"-8,016","7,79E-06"
,"-8,014","8,63E-06"
,"-8,012","1,03E-05"
,"-8,01","9,26E-06"
,"-8,008","5,33E-06"
,"-8,006","4,33E-06"
,"-8,004","4,14E-06"
,"-8,002","7,62E-06"
,-8,"3,94E-06"
,"-7,998","7,17E-06"
,"-7,996","8,21E-06"
,"-7,994","1,19E-05"
,"-7,992","1,32E-05"
,"-7,99","9,22E-06"
,"-7,988","1,55E-05"
,"-7,986","8,61E-06"
,"-7,984","5,70E-06"
,"-7,982","6,85E-06"
,"-7,98","4,47E-06"
,"-7,978","3,44E-06"
,"-7,976","3,26E-06"
,"-7,974","3,73E-06"
,"-7,972","6,36E-06"
,"-7,97","8,14E-06"
,"-7,968","4,19E-06"
,"-7,966","6,46E-06"
,"-7,964","3,87E-06"
,"-7,962","3,14E-06"
,"-7,96","3,43E-06"
,"-7,958","2,53E-06"
,"-7,956","5,44E-06"
,"-7,954","6,69E-06"
,"-7,952","9,06E-06"
,"-7,95","8,29E-06"
,"-7,948","6,28E-06"
,"-7,946","5,88E-06"
,"-7,944","4,61E-06"
,"-7,942","4,26E-06"
,"-7,94","8,20E-07"
,"-7,938","1,45E-06"
,"-7,936","5,73E-06"
,"-7,934","4,96E-06"
,"-7,932","5,22E-06"
,"-7,93","4,14E-06"
,"-7,928","5,29E-06"
,"-7,926","4,54E-06"
,"-7,924","4,89E-06"
,"-7,922","4,55E-06"
,"-7,92","3,50E-06"
,"-7,918","4,00E-06"
,"-7,916","5,61E-06"
,"-7,914","6,58E-06"
,"-7,912","3,70E-06"
,"-7,91","4,96E-06"
,"-7,908","3,12E-06"
,"-7,906","3,13E-06"
,"-7,904","-1,00E-07"
,"-7,902","-6,70E-07"
,"-7,9","-9,60E-07"
,"-7,898","2,11E-06"
,"-7,896","2,43E-06"
,"-7,894","5,74E-06"
,"-7,892","5,62E-06"
,"-7,89","5,32E-06"
,"-7,888","4,86E-06"
,"-7,886","5,52E-06"
,"-7,884","3,75E-06"
,"-7,882","3,28E-06"
,"-7,88","2,29E-06"
,"-7,878","2,40E-06"
,"-7,876","1,57E-06"
,"-7,874","8,90E-06"
,"-7,872","8,41E-06"
,"-7,87","7,63E-06"
,"-7,868","4,16E-06"
,"-7,866","5,60E-06"
,"-7,864","3,42E-06"
,"-7,862",0
,"-7,86","-2,00E-07"
,"-7,858","1,95E-06"
,"-7,856","-1,00E-07"
,"-7,854","8,20E-07"
,"-7,852","2,98E-06"
,"-7,85","7,00E-07"
,"-7,848","4,16E-06"
,"-7,846","2,75E-06"
,"-7,844","9,90E-07"
,"-7,842","-3,16E-06"
,"-7,84","-3,46E-06"
,"-7,838","-3,00E-06"
,"-7,836","-3,13E-06"
,"-7,834","4,57E-06"
,"-7,832","2,29E-06"
,"-7,83","4,80E-06"
,"-7,828","1,98E-06"
,"-7,826","1,57E-06"
,"-7,824","1,77E-06"
,"-7,822","2,83E-06"
,"-7,82","9,00E-07"
,"-7,818","3,85E-06"
,"-7,816","3,27E-06"
,"-7,814","4,22E-06"
,"-7,812","8,36E-06"
,"-7,81","7,26E-06"
,"-7,808","4,26E-06"
,"-7,806","5,57E-06"
,"-7,804","4,10E-06"
,"-7,802","1,27E-06"
,"-7,8","8,40E-07"
,"-7,798","2,07E-06"
,"-7,796","-3,61E-06"
,"-7,794","1,84E-06"
,"-7,792","3,05E-06"
,"-7,79","2,48E-06"
,"-7,788","1,51E-06"
,"-7,786","1,04E-06"
,"-7,784","-8,00E-08"
,"-7,782","7,40E-07"
,"-7,78","3,16E-06"
,"-7,778","9,30E-07"
,"-7,776","-1,56E-06"
,"-7,774","2,97E-06"
,"-7,772","2,71E-06"
,"-7,77","5,95E-06"
,"-7,768","8,80E-07"
,"-7,766","2,82E-06"
,"-7,764","1,84E-06"
,"-7,762","2,56E-06"
,"-7,76","-1,81E-06"
,"-7,758","-7,70E-07"
,"-7,756","-4,43E-06"
,"-7,754","4,25E-06"
,"-7,752","2,40E-06"
,"-7,75","2,74E-06"
,"-7,748","2,72E-06"
,"-7,746","6,86E-06"
,"-7,744","2,89E-06"
,"-7,742","-3,20E-07"
,"-7,74","-2,79E-06"
,"-7,738","-1,83E-06"
,"-7,736","3,13E-06"
,"-7,734","4,72E-06"
,"-7,732","2,21E-06"
,"-7,73","6,33E-06"
,"-7,728","1,23E-06"
,"-7,726","4,18E-06"
,"-7,724","1,81E-06"
,"-7,722","2,70E-07"
,"-7,72","9,00E-08"
,"-7,718","-1,75E-06"
,"-7,716","1,06E-06"
,"-7,714","1,74E-06"
,"-7,712","3,54E-06"
,"-7,71","3,67E-06"
,"-7,708","4,55E-06"
,"-7,706","1,65E-06"
,"-7,704","1,72E-06"
,"-7,702","7,70E-07"
,"-7,7","-3,21E-06"
,"-7,698","-2,38E-06"
,"-7,696","-1,00E-07"
,"-7,694","1,58E-06"
,"-7,692","2,55E-06"
,"-7,69","2,13E-06"
,"-7,688","1,86E-06"
,"-7,686","3,65E-06"
,"-7,684","-2,46E-06"
,"-7,682","-2,90E-06"
,"-7,68","-4,60E-07"
,"-7,678","9,00E-08"
,"-7,676","2,15E-06"
,"-7,674","7,30E-07"
,"-7,672","2,58E-06"
,"-7,67","3,73E-06"
,"-7,668","5,90E-07"
,"-7,666","1,70E-06"
,"-7,664","-1,38E-06"
,"-7,662","-2,26E-06"
,"-7,66","-2,04E-06"
,"-7,658","4,50E-07"
,"-7,656","4,60E-07"
,"-7,654","1,84E-06"
,"-7,652","2,97E-06"
,"-7,65","2,90E-07"
,"-7,648","1,95E-06"
,"-7,646","2,40E-06"
,"-7,644","-1,94E-06"
,"-7,642","-1,06E-06"
,"-7,64","-1,57E-06"
,"-7,638","-4,25E-06"
,"-7,636","2,20E-07"
,"-7,634","7,10E-07"
,"-7,632","5,40E-07"
,"-7,63","3,77E-06"
,"-7,628","4,06E-06"
,"-7,626","4,16E-06"
,"-7,624","-4,20E-07"
,"-7,622","-2,67E-06"
,"-7,62","-2,63E-06"
,"-7,618","-2,32E-06"
,"-7,616","-6,60E-07"
,"-7,614","1,16E-06"
,"-7,612","1,14E-06"
,"-7,61","2,00E-08"
,"-7,608","5,40E-07"
,"-7,606","8,30E-07"
,"-7,604","-6,97E-06"
,"-7,602","-5,40E-06"
,"-7,6","-2,24E-06"
,"-7,598","-2,67E-06"
,"-7,596","-3,53E-06"
,"-7,594","-3,76E-06"
,"-7,592","-2,53E-06"
,"-7,59","-1,00E-06"
,"-7,588","5,10E-07"
,"-7,586","-9,90E-07"
,"-7,584","-3,68E-06"
,"-7,582","-3,44E-06"
,"-7,58","-4,85E-06"
,"-7,578","-5,01E-06"
,"-7,576","-2,36E-06"
,"-7,574","-1,90E-07"
,"-7,572","7,90E-07"
,"-7,57","-5,90E-07"
,"-7,568","-2,95E-06"
,"-7,566","-1,28E-06"
,"-7,564","-4,00E-06"
,"-7,562","-3,53E-06"
,"-7,56","-4,77E-06"
,"-7,558","-2,78E-06"
,"-7,556","-4,07E-06"
,"-7,554","-3,00E-07"
,"-7,552","4,80E-07"
,"-7,55","-2,21E-06"
,"-7,548","-1,37E-06"
,"-7,546","-2,47E-06"
,"-7,544","-1,49E-06"
,"-7,542","-3,08E-06"
,"-7,54","-4,17E-06"
,"-7,538","-4,21E-06"
,"-7,536","-4,20E-06"
,"-7,534","-2,40E-06"
,"-7,532","-1,74E-06"
,"-7,53","5,50E-07"
,"-7,528","-7,10E-07"
,"-7,526","1,43E-06"
,"-7,524","-3,56E-06"
,"-7,522","-2,86E-06"
,"-7,52","-6,18E-06"
,"-7,518","-4,95E-06"
,"-7,516","-4,44E-06"
,"-7,514","-1,62E-06"
,"-7,512","-2,53E-06"
,"-7,51","-4,60E-07"
,"-7,508","-1,12E-06"
,"-7,506","-7,10E-07"
,"-7,504","-4,13E-06"
,"-7,502","-4,37E-06"
,"-7,5","-2,36E-06"
,"-7,498","-2,95E-06"
,"-7,496","-3,67E-06"
,"-7,494","-1,40E-07"
,"-7,492","-2,43E-06"
,"-7,49","1,60E-06"
,"-7,488","1,89E-06"
,"-7,486","-4,07E-06"
,"-7,484","-5,15E-06"
,"-7,482","-3,48E-06"
,"-7,48","-4,86E-06"
,"-7,478","-2,52E-06"
,"-7,476","-3,08E-06"
,"-7,474","-9,10E-07"
,"-7,472","1,72E-06"
,"-7,47","1,09E-06"
,"-7,468","-9,50E-07"
,"-7,466","-5,60E-07"
,"-7,464","-3,31E-06"
,"-7,462","-1,18E-06"
,"-7,46","-1,35E-06"
,"-7,458","-4,30E-07"
,"-7,456","-1,94E-06"
,"-7,454","2,55E-06"
,"-7,452","-5,83E-06"
,"-7,45","-3,10E-07"
,"-7,448","1,40E-06"
,"-7,446","2,35E-06"
,"-7,444","-9,30E-07"
,"-7,442","-2,10E-06"
,"-7,44","6,10E-07"
,"-7,438","-9,40E-07"
,"-7,436","-1,46E-06"
,"-7,434","6,60E-07"
,"-7,432","1,78E-06"
,"-7,43","1,87E-06"
,"-7,428","2,68E-06"
,"-7,426","8,80E-07"
,"-7,424","-6,20E-07"
,"-7,422","4,10E-07"
,"-7,42","-1,75E-06"
,"-7,418","1,43E-06"
,"-7,416","-1,25E-06"
,"-7,414","2,66E-06"
,"-7,412","3,97E-06"
,"-7,41","2,76E-06"
,"-7,408","3,08E-06"
,"-7,406","-1,72E-06"
,"-7,404","6,50E-07"
,"-7,402","-6,90E-07"
,"-7,4","-5,40E-07"
,"-7,398","-4,29E-06"
,"-7,396","-1,02E-06"
,"-7,394","-1,26E-06"
,"-7,392","3,80E-07"
,"-7,39","3,19E-06"
,"-7,388","1,14E-06"
,"-7,386","9,80E-07"
,"-7,384","-4,15E-06"
,"-7,382","-1,91E-06"
,"-7,38","-2,79E-06"
,"-7,378","-3,93E-06"
,"-7,376","-2,08E-06"
,"-7,374","7,10E-07"
,"-7,372","5,80E-06"
,"-7,37","7,10E-07"
,"-7,368","1,63E-06"
,"-7,366","9,30E-07"
,"-7,364","3,01E-06"
,"-7,362","-1,72E-06"
,"-7,36","-2,90E-06"
,"-7,358","-1,36E-06"
,"-7,356","4,60E-07"
,"-7,354","1,27E-06"
,"-7,352","-1,33E-06"
,"-7,35","-1,50E-07"
,"-7,348","8,10E-07"
,"-7,346","-6,70E-07"
,"-7,344","-3,57E-06"
,"-7,342","-4,75E-06"
,"-7,34","-2,14E-06"
,"-7,338","-5,70E-07"
,"-7,336","1,00E-08"
,"-7,334","7,00E-08"
,"-7,332","5,82E-06"
,"-7,33","3,82E-06"
,"-7,328","4,15E-06"
,"-7,326","1,14E-06"
,"-7,324","-9,80E-07"
,"-7,322","-1,80E-06"
,"-7,32","-2,55E-06"
,"-7,318","5,80E-07"
,"-7,316","-7,20E-07"
,"-7,314","5,00E-08"
,"-7,312","9,00E-08"
,"-7,31","2,17E-06"
,"-7,308","2,11E-06"
,"-7,306","-7,10E-07"
,"-7,304","-4,03E-06"
,"-7,302","-3,76E-06"
,"-7,3","-6,52E-06"
,"-7,298","-3,57E-06"
,"-7,296","-4,50E-07"
,"-7,294","9,50E-07"
,"-7,292","-6,40E-07"
,"-7,29","-1,94E-06"
,"-7,288","-8,40E-07"
,"-7,286","6,10E-07"
,"-7,284","-4,39E-06"
,"-7,282","-3,25E-06"
,"-7,28","-1,10E-07"
,"-7,278","-3,80E-07"
,"-7,276","2,09E-06"
,"-7,274","3,61E-06"
,"-7,272","4,30E-06"
,"-7,27","2,02E-06"
,"-7,268","1,33E-06"
,"-7,266","-2,56E-06"
,"-7,264","-6,80E-07"
,"-7,262","-1,01E-06"
,"-7,26","-2,20E-07"
,"-7,258","-1,10E-06"
,"-7,256","1,30E-06"
,"-7,254","3,21E-06"
,"-7,252","4,08E-06"
,"-7,25","4,24E-06"
