,A(x),B(Y)
,"-98,268","7,20E-07"
,"-98,266","2,71E-06"
,"-98,264","3,53E-06"
,"-98,262","3,87E-06"
,"-98,26","4,62E-06"
,"-98,258","-5,50E-07"
,"-98,256","9,50E-07"
,"-98,254","-2,45E-06"
,"-98,252","8,00E-08"
,"-98,25","-2,00E-07"
,"-98,248","-1,57E-06"
,"-98,246","-2,37E-06"
,"-98,244","-2,76E-06"
,"-98,242","-1,19E-06"
,"-98,24","-1,95E-06"
,"-98,238","-8,80E-07"
,"-98,236","-1,24E-06"
,"-98,234","-2,54E-06"
,"-98,232","-2,50E-06"
,"-98,23","-2,35E-06"
,"-98,228","-1,06E-06"
,"-98,226","1,74E-06"
,"-98,224","1,48E-06"
,"-98,222","1,00E-08"
,"-98,22","2,70E-07"
,"-98,218","-2,63E-06"
,"-98,216","-2,28E-06"
,"-98,214","-3,50E-06"
,"-98,212","-2,49E-06"
,"-98,21","9,30E-07"
,"-98,208","-2,43E-06"
,"-98,206","-1,30E-07"
,"-98,204","-1,80E-07"
,"-98,202","-6,75E-06"
,"-98,2","1,10E-07"
,"-98,198","6,80E-07"
,"-98,196","5,20E-07"
,"-98,194","-2,06E-06"
,"-98,192","-1,10E-06"
,"-98,19","-4,13E-06"
,"-98,188","-1,77E-06"
,"-98,186","7,20E-07"
,"-98,184","1,22E-06"
,"-98,182","1,44E-06"
,"-98,18","1,41E-06"
,"-98,178","2,96E-06"
,"-98,176","1,35E-06"
,"-98,174","-2,79E-06"
,"-98,172","-3,21E-06"
,"-98,17","-4,32E-06"
,"-98,168","-5,04E-06"
,"-98,166","-5,40E-07"
,"-98,164","-1,40E-07"
,"-98,162","-6,90E-07"
,"-98,16","8,00E-08"
,"-98,158","-6,00E-08"
,"-98,156","-8,60E-07"
,"-98,154","-3,24E-06"
,"-98,152","-3,26E-06"
,"-98,15","-4,94E-06"
,"-98,148","-1,83E-06"
,"-98,146","5,90E-07"
,"-98,144","2,90E-06"
,"-98,142","3,31E-06"
,"-98,14","5,80E-07"
,"-98,138","-7,30E-07"
,"-98,136","1,45E-06"
,"-98,134","-2,42E-06"
,"-98,132","-4,51E-06"
,"-98,13","-3,55E-06"
,"-98,128","-4,06E-06"
,"-98,126","7,60E-07"
,"-98,124","1,04E-06"
,"-98,122","-1,97E-06"
,"-98,12","-2,16E-06"
,"-98,118","5,50E-07"
,"-98,116","-1,19E-06"
,"-98,114","-1,03E-06"
,"-98,112","-1,20E-06"
,"-98,11","-5,82E-06"
,"-98,108","-2,98E-06"
,"-98,106","-1,48E-06"
,"-98,104","5,00E-06"
,"-98,102","3,27E-06"
,"-98,1","3,00E-07"
,"-98,098","5,00E-07"
,"-98,096","-3,22E-06"
,"-98,094","-1,65E-06"
,"-98,092","-8,06E-06"
,"-98,09","-1,47E-06"
,"-98,088","-2,35E-06"
,"-98,086","1,50E-06"
,"-98,084","2,26E-06"
,"-98,082","-1,42E-06"
,"-98,08","1,65E-06"
,"-98,078","7,40E-07"
,"-98,076","-1,40E-07"
,"-98,074","-2,10E-06"
,"-98,072","-2,89E-06"
,"-98,07","-2,50E-06"
,"-98,068","-2,37E-06"
,"-98,066","-1,38E-06"
,"-98,064","1,36E-06"
,"-98,062","4,37E-06"
,"-98,06","2,82E-06"
,"-98,058","-1,40E-07"
,"-98,056","-8,50E-07"
,"-98,054","-3,42E-06"
,"-98,052","-5,28E-06"
,"-98,05","-6,05E-06"
,"-98,048","-3,89E-06"
,"-98,046","-1,70E-06"
,"-98,044","1,44E-06"
,"-98,042","1,42E-06"
,"-98,04","4,84E-06"
,"-98,038","-1,20E-07"
,"-98,036","-8,40E-07"
,"-98,034","-3,46E-06"
,"-98,032","-4,96E-06"
,"-98,03","6,00E-08"
,"-98,028","1,90E-07"
,"-98,026","2,56E-06"
,"-98,024","3,12E-06"
,"-98,022","4,54E-06"
,"-98,02","6,29E-06"
,"-98,018","3,81E-06"
,"-98,016","-1,50E-06"
,"-98,014","-2,97E-06"
,"-98,012","-2,71E-06"
,"-98,01","-3,92E-06"
,"-98,008","1,36E-06"
,"-98,006","-1,23E-06"
,"-98,004","2,50E-06"
,"-98,002","2,33E-06"
,-98,"-3,50E-07"
,"-97,998","-1,32E-06"
,"-97,996","-1,75E-06"
,"-97,994","-1,01E-06"
,"-97,992","1,80E-07"
,"-97,99","-1,79E-06"
,"-97,988",0
,"-97,986","-1,83E-06"
,"-97,984","-4,90E-07"
,"-97,982","2,08E-06"
,"-97,98","3,49E-06"
,"-97,978","2,00E-08"
,"-97,976","-4,05E-06"
,"-97,974","-5,38E-06"
,"-97,972","-5,47E-06"
,"-97,97","-5,01E-06"
,"-97,968","-3,99E-06"
,"-97,966","-9,70E-07"
,"-97,964","-1,47E-06"
,"-97,962","1,86E-06"
,"-97,96","-1,35E-06"
,"-97,958","3,04E-06"
,"-97,956","-1,55E-06"
,"-97,954","-2,17E-06"
,"-97,952","-4,03E-06"
,"-97,95","-4,87E-06"
,"-97,948","-1,87E-06"
,"-97,946","2,46E-06"
,"-97,944","-7,00E-07"
,"-97,942","-6,50E-07"
,"-97,94","-7,55E-06"
,"-97,938","-3,00E-08"
,"-97,936","5,20E-07"
,"-97,934","-1,33E-06"
,"-97,932","-1,17E-06"
,"-97,93","-1,77E-06"
,"-97,928","-6,80E-07"
,"-97,926","2,97E-06"
,"-97,924","1,64E-06"
,"-97,922","2,43E-06"
,"-97,92","3,63E-06"
,"-97,918","7,70E-07"
,"-97,916","-2,70E-06"
,"-97,914","-1,15E-06"
,"-97,912","-7,90E-07"
,"-97,91","-1,97E-06"
,"-97,908","2,45E-06"
,"-97,906","4,58E-06"
,"-97,904","1,34E-06"
,"-97,902","4,00E-07"
,"-97,9","3,43E-06"
,"-97,898","2,39E-06"
,"-97,896","-2,96E-06"
,"-97,894","1,71E-06"
,"-97,892","-2,22E-06"
,"-97,89","-1,07E-06"
,"-97,888","9,00E-08"
,"-97,886","2,53E-06"
,"-97,884","-4,10E-07"
,"-97,882","1,47E-06"
,"-97,88","-1,64E-06"
,"-97,878","-1,32E-06"
,"-97,876","-1,88E-06"
,"-97,874","-5,07E-06"
,"-97,872","-3,69E-06"
,"-97,87","-4,50E-06"
,"-97,868","-5,00E-07"
,"-97,866","2,50E-06"
,"-97,864","3,43E-06"
,"-97,862","4,19E-06"
,"-97,86","1,45E-06"
,"-97,858","1,50E-06"
,"-97,856","9,70E-07"
,"-97,854","-1,20E-07"
,"-97,852","-5,20E-07"
,"-97,85","9,30E-07"
,"-97,848","-3,12E-06"
,"-97,846","1,80E-06"
,"-97,844","4,50E-06"
,"-97,842","7,08E-06"
,"-97,84","5,02E-06"
,"-97,838","3,39E-06"
,"-97,836","1,30E-06"
,"-97,834","1,79E-06"
,"-97,832","7,80E-07"
,"-97,83","-6,80E-07"
,"-97,828","1,07E-06"
,"-97,826","3,48E-06"
,"-97,824","4,17E-06"
,"-97,822","5,53E-06"
,"-97,82","2,19E-06"
,"-97,818","4,64E-06"
,"-97,816","8,40E-07"
,"-97,814","2,01E-06"
,"-97,812","-1,89E-06"
,"-97,81","1,56E-06"
,"-97,808","-6,60E-07"
,"-97,806","1,57E-06"
,"-97,804","9,70E-07"
,"-97,802","7,90E-07"
,"-97,8","2,12E-06"
,"-97,798","9,00E-07"
,"-97,796","-1,44E-06"
,"-97,794","-4,35E-06"
,"-97,792","-1,52E-06"
,"-97,79","-2,31E-06"
,"-97,788","-7,62E-06"
,"-97,786","2,33E-06"
,"-97,784","2,91E-06"
,"-97,782","5,56E-06"
,"-97,78","1,22E-06"
,"-97,778","3,30E-06"
,"-97,776","-3,83E-06"
,"-97,774","-1,88E-06"
,"-97,772","-5,47E-06"
,"-97,77","-1,29E-06"
,"-97,768","-1,39E-06"
,"-97,766","-1,43E-06"
,"-97,764","2,18E-06"
,"-97,762","3,64E-06"
,"-97,76","-2,49E-06"
,"-97,758","-2,96E-06"
,"-97,756","-3,90E-06"
,"-97,754","-3,44E-06"
,"-97,752","5,10E-07"
,"-97,75","-5,80E-07"
,"-97,748","-2,20E-07"
,"-97,746","2,19E-06"
,"-97,744","3,14E-06"
,"-97,742","3,03E-06"
,"-97,74","4,60E-07"
,"-97,738","-3,77E-06"
,"-97,736","-1,55E-06"
,"-97,734","-7,00E-08"
,"-97,732","8,20E-07"
,"-97,73","6,60E-07"
,"-97,728","2,26E-06"
,"-97,726","2,15E-06"
,"-97,724","5,10E-06"
,"-97,722","2,98E-06"
,"-97,72","-1,90E-07"
,"-97,718","-6,70E-07"
,"-97,716","-2,93E-06"
,"-97,714","-1,35E-06"
,"-97,712","-4,10E-06"
,"-97,71","1,10E-07"
,"-97,708","-1,85E-06"
,"-97,706","1,78E-06"
,"-97,704","5,15E-06"
,"-97,702","3,03E-06"
,"-97,7","4,95E-06"
,"-97,698","1,42E-06"
,"-97,696","2,00E-06"
,"-97,694","-5,00E-08"
,"-97,692","-1,72E-06"
,"-97,69","-9,20E-07"
,"-97,688","-4,82E-06"
,"-97,686","-6,30E-07"
,"-97,684","-2,85E-06"
,"-97,682","2,67E-06"
,"-97,68","-3,93E-06"
,"-97,678","-2,03E-06"
,"-97,676","-3,24E-06"
,"-97,674","-1,69E-06"
,"-97,672","-6,80E-07"
,"-97,67","-1,31E-06"
,"-97,668","1,79E-06"
,"-97,666","2,64E-06"
,"-97,664","1,37E-06"
,"-97,662","1,54E-06"
,"-97,66","7,80E-07"
,"-97,658","3,07E-06"
,"-97,656","2,13E-06"
,"-97,654","-8,40E-07"
,"-97,652","1,68E-06"
,"-97,65","2,20E-07"
,"-97,648","1,67E-06"
,"-97,646","1,72E-06"
,"-97,644","1,60E-06"
,"-97,642","3,75E-06"
,"-97,64","1,17E-06"
,"-97,638","6,70E-07"
,"-97,636","-4,40E-06"
,"-97,634","1,72E-06"
,"-97,632","-1,90E-06"
,"-97,63","-3,39E-06"
,"-97,628","3,26E-06"
,"-97,626","5,40E-07"
,"-97,624","-1,00E-08"
,"-97,622","5,40E-07"
,"-97,62","8,30E-07"
,"-97,618","5,00E-08"
,"-97,616","-1,22E-06"
,"-97,614","-3,38E-06"
,"-97,612","-6,13E-06"
,"-97,61","-4,46E-06"
,"-97,608","-2,42E-06"
,"-97,606","9,00E-07"
,"-97,604","-1,40E-07"
,"-97,602","5,40E-07"
,"-97,6","-3,00E-08"
,"-97,598","3,40E-07"
,"-97,596","-1,36E-06"
,"-97,594","-1,83E-06"
,"-97,592","-1,73E-06"
,"-97,59","-2,57E-06"
,"-97,588","4,20E-07"
,"-97,586","1,16E-06"
,"-97,584","-4,30E-07"
,"-97,582","4,19E-06"
,"-97,58","-3,41E-06"
,"-97,578","5,70E-07"
,"-97,576","-2,07E-06"
,"-97,574","-2,76E-06"
,"-97,572","-4,22E-06"
,"-97,57","-1,39E-06"
,"-97,568","-1,01E-06"
,"-97,566","2,02E-06"
,"-97,564","2,14E-06"
,"-97,562","3,50E-07"
,"-97,56","-1,17E-06"
,"-97,558","1,09E-06"
,"-97,556","-1,72E-06"
,"-97,554","1,12E-06"
,"-97,552","-1,17E-06"
,"-97,55","-2,45E-06"
,"-97,548","-9,30E-07"
,"-97,546","-1,38E-06"
,"-97,544","1,52E-06"
,"-97,542","3,30E-06"
,"-97,54","-9,30E-07"
,"-97,538","6,90E-07"
,"-97,536","-3,53E-06"
,"-97,534","-2,77E-06"
,"-97,532","-1,28E-06"
,"-97,53","-2,58E-06"
,"-97,528","-1,98E-06"
,"-97,526","-1,27E-06"
,"-97,524","2,40E-06"
,"-97,522","3,60E-06"
,"-97,52","3,30E-07"
,"-97,518","-5,00E-07"
,"-97,516","-3,44E-06"
,"-97,514","-1,24E-06"
,"-97,512","-3,15E-06"
,"-97,51","-1,57E-06"
,"-97,508","-1,40E-06"
,"-97,506","1,59E-06"
,"-97,504","1,59E-06"
,"-97,502","3,83E-06"
,"-97,5","-2,00E-07"
,"-97,498","1,80E-07"
,"-97,496","-8,20E-07"
,"-97,494","-5,43E-06"
,"-97,492","-1,81E-06"
,"-97,49","-2,15E-06"
,"-97,488","-9,00E-07"
,"-97,486","-4,10E-07"
,"-97,484","-5,27E-06"
,"-97,482","-2,09E-06"
,"-97,48","-1,63E-06"
,"-97,478","-9,80E-07"
,"-97,476","-3,17E-06"
,"-97,474","-4,12E-06"
,"-97,472","-4,82E-06"
,"-97,47","-5,31E-06"
,"-97,468","-7,06E-06"
,"-97,466","-3,58E-06"
,"-97,464","6,00E-07"
,"-97,462","-5,10E-07"
,"-97,46","-9,60E-07"
,"-97,458","-3,85E-06"
,"-97,456","-1,67E-06"
,"-97,454","-5,26E-06"
,"-97,452","-4,66E-06"
,"-97,45","-2,40E-06"
,"-97,448","-3,30E-06"
,"-97,446","-9,40E-07"
,"-97,444","-1,24E-06"
,"-97,442","-2,30E-06"
,"-97,44","-5,76E-06"
,"-97,438","-2,81E-06"
,"-97,436","-7,13E-06"
,"-97,434","-2,83E-06"
,"-97,432","-3,03E-06"
,"-97,43","-5,10E-06"
,"-97,428","-4,33E-06"
,"-97,426","-2,71E-06"
,"-97,424","7,00E-08"
,"-97,422","8,30E-07"
,"-97,42","-2,45E-06"
,"-97,418","-4,28E-06"
,"-97,416","-7,23E-06"
,"-97,414","-4,54E-06"
,"-97,412","-5,21E-06"
,"-97,41","-2,74E-06"
,"-97,408","-1,58E-06"
,"-97,406","-2,12E-06"
,"-97,404","8,10E-07"
,"-97,402","-1,83E-06"
,"-97,4","-2,75E-06"
,"-97,398","-3,20E-07"
,"-97,396","-3,45E-06"
,"-97,394","-3,65E-06"
,"-97,392","-1,88E-06"
,"-97,39","-9,00E-08"
,"-97,388","-1,17E-06"
,"-97,386","1,33E-06"
,"-97,384","4,36E-06"
,"-97,382","3,18E-06"
,"-97,38","3,37E-06"
,"-97,378","1,08E-06"
,"-97,376","-9,70E-07"
,"-97,374","-1,83E-06"
,"-97,372","-7,40E-07"
,"-97,37","9,40E-07"
,"-97,368","-1,72E-06"
,"-97,366","7,20E-07"
,"-97,364","1,03E-06"
,"-97,362","2,41E-06"
,"-97,36","-2,70E-07"
,"-97,358","-2,62E-06"
,"-97,356","-4,72E-06"
,"-97,354","-4,10E-07"
,"-97,352","-2,10E-06"
,"-97,35","1,00E-07"
,"-97,348","3,60E-07"
,"-97,346","1,50E-07"
,"-97,344","5,02E-06"
,"-97,342","2,39E-06"
,"-97,34","8,90E-07"
,"-97,338","-2,24E-06"
,"-97,336","-2,63E-06"
,"-97,334","-7,74E-06"
,"-97,332","-4,17E-06"
,"-97,33","-4,63E-06"
,"-97,328","-6,60E-07"
,"-97,326","1,50E-07"
,"-97,324","9,70E-07"
,"-97,322","2,37E-06"
,"-97,32","3,17E-06"
,"-97,318","4,20E-07"
,"-97,316","3,11E-06"
,"-97,314","-2,53E-06"
,"-97,312","-4,42E-06"
,"-97,31","-2,85E-06"
,"-97,308","-1,82E-06"
,"-97,306","3,60E-07"
,"-97,304","-1,99E-06"
,"-97,302","4,00E-07"
,"-97,3","-2,09E-06"
,"-97,298","-2,20E-07"
,"-97,296","-3,43E-06"
,"-97,294","-1,20E-06"
,"-97,292","-4,62E-06"
,"-97,29","-2,28E-06"
,"-97,288","-1,66E-06"
,"-97,286","-1,80E-07"
,"-97,284","3,17E-06"
,"-97,282","-6,90E-07"
,"-97,28","-2,77E-06"
,"-97,278","-9,00E-07"
,"-97,276","2,24E-06"
,"-97,274","-3,26E-06"
,"-97,272","-1,74E-06"
,"-97,27","3,50E-07"
,"-97,268","1,10E-06"
,"-97,266","3,70E-07"
,"-97,264","-6,20E-07"
,"-97,262","1,92E-06"
,"-97,26","1,37E-06"
,"-97,258","6,00E-07"
,"-97,256","-4,13E-06"
,"-97,254","-4,14E-06"
,"-97,252","-4,83E-06"
,"-97,25","-1,42E-06"
,"-97,248","6,40E-07"
,"-97,246","5,60E-07"
,"-97,244","1,99E-06"
,"-97,242","7,90E-07"
,"-97,24","-3,00E-07"
,"-97,238","-2,80E-07"
,"-97,236","-2,67E-06"
,"-97,234","-2,35E-06"
,"-97,232","-3,85E-06"
,"-97,23","-1,00E-06"
,"-97,228","-9,80E-07"
,"-97,226","2,30E-06"
,"-97,224","2,57E-06"
,"-97,222","2,89E-06"
,"-97,22","2,50E-07"
,"-97,218","9,50E-07"
,"-97,216","-2,28E-06"
,"-97,214","-1,92E-06"
,"-97,212","-2,70E-06"
,"-97,21","-3,70E-06"
,"-97,208","-2,00E-08"
,"-97,206","-3,08E-06"
,"-97,204","-3,31E-06"
,"-97,202","-7,80E-07"
,"-97,2","-1,35E-06"
,"-97,198","3,95E-06"
,"-97,196","-2,89E-06"
,"-97,194","-4,64E-06"
,"-97,192","-2,72E-06"
,"-97,19","-4,46E-06"
,"-97,188","-1,70E-06"
,"-97,186","1,10E-07"
,"-97,184","1,68E-06"
,"-97,182","-3,17E-06"
,"-97,18","8,60E-07"
,"-97,178","-5,00E-08"
,"-97,176","-1,69E-06"
,"-97,174","-2,70E-06"
,"-97,172","-3,27E-06"
,"-97,17","-5,62E-06"
,"-97,168","-4,57E-06"
,"-97,166","2,99E-06"
,"-97,164","-4,00E-07"
,"-97,162","-1,03E-06"
,"-97,16","-1,13E-06"
,"-97,158","2,90E-07"
,"-97,156","-2,98E-06"
,"-97,154","-3,70E-07"
,"-97,152","-1,21E-06"
,"-97,15","-1,00E-07"
,"-97,148","-5,60E-07"
,"-97,146","1,86E-06"
,"-97,144","2,92E-06"
,"-97,142","1,66E-06"
,"-97,14","-3,28E-06"
,"-97,138","-8,70E-07"
,"-97,136","-2,62E-06"
,"-97,134","-1,91E-06"
,"-97,132","-7,20E-07"
,"-97,13","-3,81E-06"
,"-97,128","-1,89E-06"
,"-97,126","4,42E-06"
,"-97,124","1,79E-06"
,"-97,122","1,28E-06"
,"-97,12","-1,38E-06"
,"-97,118","-2,53E-06"
,"-97,116","-3,89E-06"
,"-97,114","-6,08E-06"
,"-97,112","-3,42E-06"
,"-97,11","-3,16E-06"
,"-97,108","-6,60E-07"
,"-97,106","-7,00E-08"
,"-97,104","1,94E-06"
,"-97,102","6,10E-07"
,"-97,1","-1,29E-06"
,"-97,098","-1,24E-06"
,"-97,096","-1,35E-06"
,"-97,094","-3,36E-06"
,"-97,092","-5,56E-06"
,"-97,09","-4,49E-06"
,"-97,088","-2,56E-06"
,"-97,086","-5,60E-07"
,"-97,084","-1,03E-06"
,"-97,082","-3,35E-06"
,"-97,08","-3,29E-06"
,"-97,078","-2,16E-06"
,"-97,076","-5,52E-06"
,"-97,074","-4,61E-06"
,"-97,072","-5,27E-06"
,"-97,07","-1,02E-05"
,"-97,068","-6,58E-06"
,"-97,066","-3,67E-06"
,"-97,064","-8,10E-07"
,"-97,062","8,00E-07"
,"-97,06","-2,64E-06"
,"-97,058","-1,82E-06"
,"-97,056","-3,43E-06"
,"-97,054","-1,77E-06"
,"-97,052","-1,09E-05"
,"-97,05","-7,50E-06"
,"-97,048","-7,78E-06"
,"-97,046","-1,64E-06"
,"-97,044","-1,86E-06"
,"-97,042","-1,26E-06"
,"-97,04","-2,28E-06"
,"-97,038","-3,68E-06"
,"-97,036","-3,11E-06"
,"-97,034","-7,16E-06"
,"-97,032","-6,08E-06"
,"-97,03","-1,35E-05"
,"-97,028","-4,13E-06"
,"-97,026","2,13E-06"
,"-97,024","-2,01E-06"
,"-97,022","1,36E-06"
,"-97,02","-7,20E-07"
,"-97,018","-9,50E-07"
,"-97,016","-4,71E-06"
,"-97,014","-2,43E-06"
,"-97,012","-3,41E-06"
,"-97,01","-1,43E-06"
,"-97,008","-2,83E-06"
,"-97,006","-2,90E-07"
,"-97,004","2,68E-06"
,"-97,002","3,11E-06"
,-97,"1,88E-06"
,"-96,998","-3,30E-07"
,"-96,996","-8,00E-08"
,"-96,994","-1,67E-06"
,"-96,992","1,31E-06"
,"-96,99","-1,10E-07"
,"-96,988","8,00E-08"
,"-96,986","2,46E-06"
,"-96,984","1,38E-06"
,"-96,982","1,64E-06"
,"-96,98","1,73E-06"
,"-96,978","-8,00E-07"
,"-96,976","-2,69E-06"
,"-96,974","-4,31E-06"
,"-96,972","-2,06E-06"
,"-96,97","-4,83E-06"
,"-96,968","-2,27E-06"
,"-96,966","-1,02E-06"
,"-96,964","3,14E-06"
,"-96,962","7,80E-07"
,"-96,96","-1,56E-06"
,"-96,958","-1,85E-06"
,"-96,956","-4,74E-06"
,"-96,954","-2,07E-06"
,"-96,952","-5,49E-06"
,"-96,95","-3,73E-06"
,"-96,948","-5,32E-06"
,"-96,946","5,30E-07"
,"-96,944","-3,30E-07"
,"-96,942","-5,80E-07"
,"-96,94","-3,10E-07"
,"-96,938","-1,33E-06"
,"-96,936","-3,84E-06"
,"-96,934","-4,25E-06"
,"-96,932","-3,92E-06"
,"-96,93","-1,63E-06"
,"-96,928","-2,31E-06"
,"-96,926","-8,10E-07"
,"-96,924","-1,78E-06"
,"-96,922","1,40E-07"
,"-96,92","-1,90E-06"
,"-96,918","-9,74E-06"
,"-96,916","-4,14E-06"
,"-96,914","-3,17E-06"
,"-96,912","-1,66E-06"
,"-96,91","-1,84E-06"
,"-96,908","7,00E-08"
,"-96,906","-1,39E-06"
,"-96,904","4,60E-07"
,"-96,902","-4,80E-07"
,"-96,9","7,20E-07"
,"-96,898","-1,55E-06"
,"-96,896","-3,16E-06"
,"-96,894","-2,46E-06"
,"-96,892","-1,57E-06"
,"-96,89","-7,60E-07"
,"-96,888","-7,90E-07"
,"-96,886","-1,76E-06"
,"-96,884","-1,62E-06"
,"-96,882","4,00E-08"
,"-96,88","-1,04E-06"
,"-96,878","1,46E-06"
,"-96,876","-2,95E-06"
,"-96,874","-4,12E-06"
,"-96,872","-3,38E-06"
,"-96,87","-2,47E-06"
,"-96,868","1,64E-06"
,"-96,866","4,20E-07"
,"-96,864","7,80E-07"
,"-96,862","3,35E-06"
,"-96,86","-4,50E-07"
,"-96,858","1,30E-06"
,"-96,856","-4,33E-06"
,"-96,854","4,80E-07"
,"-96,852","-1,49E-06"
,"-96,85","8,10E-07"
,"-96,848","-1,50E-07"
,"-96,846","2,34E-06"
,"-96,844","3,22E-06"
,"-96,842","1,81E-06"
,"-96,84","-1,33E-06"
,"-96,838","1,30E-06"
,"-96,836","-2,38E-06"
,"-96,834","-4,08E-06"
,"-96,832","-4,96E-06"
,"-96,83","-3,94E-06"
,"-96,828","2,20E-07"
,"-96,826","8,00E-08"
,"-96,824","2,52E-06"
,"-96,822","2,00E-07"
,"-96,82","1,43E-06"
,"-96,818","9,90E-07"
,"-96,816","-2,04E-06"
,"-96,814","9,70E-07"
,"-96,812","6,20E-07"
,"-96,81","2,70E-07"
,"-96,808","1,75E-06"
,"-96,806","3,40E-06"
,"-96,804","2,00E-07"
,"-96,802","2,80E-06"
,"-96,8","8,50E-07"
,"-96,798","-5,87E-06"
,"-96,796","-1,97E-06"
,"-96,794","-2,19E-06"
,"-96,792","5,00E-08"
,"-96,79","-9,00E-07"
,"-96,788","4,00E-07"
,"-96,786","7,80E-07"
,"-96,784","-7,70E-07"
,"-96,782","-4,50E-07"
,"-96,78","-1,00E-08"
,"-96,778","4,00E-07"
,"-96,776","-2,02E-06"
,"-96,774","-1,34E-06"
,"-96,772","-2,85E-06"
,"-96,77","-3,46E-06"
,"-96,768","1,00E-06"
,"-96,766","-6,18E-06"
,"-96,764","4,98E-06"
,"-96,762","3,00E-06"
,"-96,76","3,28E-06"
,"-96,758","4,70E-07"
,"-96,756","-1,81E-06"
,"-96,754","-2,10E-06"
,"-96,752","-1,96E-06"
,"-96,75","5,00E-07"
,"-96,748","-1,00E-07"
,"-96,746","5,05E-06"
,"-96,744","1,29E-06"
,"-96,742","5,21E-06"
,"-96,74","9,60E-07"
,"-96,738","1,04E-06"
,"-96,736","-1,40E-06"
,"-96,734","-1,54E-06"
,"-96,732","-9,00E-08"
,"-96,73","-3,10E-07"
,"-96,728","1,90E-06"
,"-96,726","4,21E-06"
,"-96,724","2,70E-06"
,"-96,722","4,10E-06"
,"-96,72","1,37E-06"
,"-96,718","-1,25E-06"
,"-96,716","2,61E-06"
,"-96,714","3,90E-07"
,"-96,712","-2,10E-07"
,"-96,71","-1,25E-06"
,"-96,708","-8,40E-07"
,"-96,706","3,57E-06"
,"-96,704","3,91E-06"
,"-96,702","1,76E-06"
,"-96,7","2,31E-06"
,"-96,698","-6,00E-08"
,"-96,696","-1,11E-06"
,"-96,694","-5,28E-06"
,"-96,692","-1,87E-06"
,"-96,69","4,20E-07"
,"-96,688","-1,08E-06"
,"-96,686","1,33E-06"
,"-96,684","2,56E-06"
,"-96,682","1,94E-06"
,"-96,68","2,91E-06"
,"-96,678","-2,41E-06"
,"-96,676","-3,93E-06"
,"-96,674","-2,45E-06"
,"-96,672","-1,90E-06"
,"-96,67","1,30E-07"
,"-96,668","4,00E-08"
,"-96,666","2,99E-06"
,"-96,664","9,20E-07"
,"-96,662","-8,60E-07"
,"-96,66","-1,02E-06"
,"-96,658","-3,34E-06"
,"-96,656","-3,93E-06"
,"-96,654","-3,10E-06"
,"-96,652","-5,26E-06"
,"-96,65","-2,00E-07"
,"-96,648","-1,66E-06"
,"-96,646","2,25E-06"
,"-96,644","2,04E-06"
,"-96,642","1,97E-06"
,"-96,64","-3,32E-06"
,"-96,638","-2,56E-06"
,"-96,636","-2,80E-06"
,"-96,634","-2,82E-06"
,"-96,632","-3,40E-06"
,"-96,63","-1,87E-06"
,"-96,628","-1,27E-06"
,"-96,626","2,06E-06"
,"-96,624","-5,10E-07"
,"-96,622","8,60E-07"
,"-96,62","2,45E-06"
,"-96,618","-9,60E-07"
,"-96,616","-3,05E-06"
,"-96,614","-7,73E-06"
,"-96,612","-5,23E-06"
,"-96,61","1,34E-06"
,"-96,608","2,00E-07"
,"-96,606","2,79E-06"
,"-96,604","1,86E-06"
,"-96,602","3,10E-06"
,"-96,6","3,00E-06"
,"-96,598","2,90E-06"
,"-96,596","-2,87E-06"
,"-96,594","-5,09E-06"
,"-96,592","-4,06E-06"
,"-96,59","1,29E-06"
,"-96,588","1,80E-06"
,"-96,586","2,56E-06"
,"-96,584","1,25E-06"
,"-96,582","-1,90E-07"
,"-96,58","-1,10E-07"
,"-96,578","-1,00E-07"
,"-96,576","-3,46E-06"
,"-96,574","7,90E-07"
,"-96,572","-2,92E-06"
,"-96,57","-3,83E-06"
,"-96,568","-4,73E-06"
,"-96,566","1,00E-06"
,"-96,564","4,03E-06"
,"-96,562","3,94E-06"
,"-96,56","2,56E-06"
,"-96,558","-1,20E-07"
,"-96,556","1,07E-06"
,"-96,554","-1,57E-06"
,"-96,552","-1,64E-06"
,"-96,55","1,50E-07"
,"-96,548","-6,30E-07"
,"-96,546","7,10E-07"
,"-96,544","7,90E-07"
,"-96,542","3,10E-07"
,"-96,54","-2,34E-06"
,"-96,538","1,30E-07"
,"-96,536","3,00E-08"
,"-96,534","-3,03E-06"
,"-96,532","-1,29E-06"
,"-96,53","1,40E-06"
,"-96,528","-7,00E-08"
,"-96,526","1,13E-06"
,"-96,524","1,60E-06"
,"-96,522","2,50E-07"
,"-96,52","1,46E-06"
,"-96,518","-8,10E-07"
,"-96,516","-2,46E-06"
,"-96,514","-1,58E-06"
,"-96,512","-3,96E-06"
,"-96,51","1,00E-06"
,"-96,508","2,30E-06"
,"-96,506","2,67E-06"
,"-96,504","-4,60E-07"
,"-96,502","1,95E-06"
,"-96,5","-1,61E-06"
,"-96,498","-1,94E-06"
,"-96,496","-4,55E-06"
,"-96,494","-4,20E-06"
,"-96,492","-1,77E-06"
,"-96,49","-6,70E-07"
,"-96,488","2,21E-06"
,"-96,486","1,30E-06"
,"-96,484","2,36E-06"
,"-96,482","2,64E-06"
,"-96,48","1,60E-06"
,"-96,478","-4,70E-07"
,"-96,476","1,95E-06"
