A(X);B(Y)
52.484;3.40E-06
52.486;1.26E-06
52.488;5.64E-06
52.49;1.69E-06
52.492;3.06E-06
52.494;7.30E-07
52.496;-1.87E-06
52.498;-2.70E-07
52.5;4.00E-07
52.502;-5.80E-07
52.504;2.83E-06
52.506;9.10E-07
52.508;1.59E-06
52.51;1.97E-06
52.512;-1.55E-06
52.514;-5.80E-07
52.516;1.29E-06
52.518;2.03E-06
52.52;7.80E-07
52.522;1.37E-06
52.524;2.49E-06
52.526;3.89E-06
52.528;3.97E-06
52.53;5.04E-06
52.532;2.14E-06
52.534;-4.14E-06
52.536;-4.32E-06
52.538;-1.38E-06
52.54;-5.10E-07
52.542;1.01E-06
52.544;3.83E-06
52.546;1.71E-06
52.548;3.31E-06
52.55;5.11E-06
52.552;4.38E-06
52.554;2.33E-06
52.556;1.80E-07
52.558;-2.95E-06
52.56;-9.70E-07
52.562;1.80E-07
52.564;2.74E-06
52.566;4.35E-06
52.568;3.74E-06
52.57;4.09E-06
52.572;3.54E-06
52.574;2.64E-06
52.576;1.36E-06
52.578;2.20E-07
52.58;-9.30E-07
52.582;-2.70E-07
52.584;2.05E-06
52.586;4.70E-07
52.588;-2.60E-07
52.59;-3.00E-07
52.592;-1.00E-06
52.594;-1.37E-06
52.596;-3.98E-06
52.598;-2.18E-06
52.6;-1.49E-06
52.602;-1.67E-06
52.604;0
52.606;-1.66E-06
52.608;-3.00E-08
52.61;7.50E-07
52.612;-4.60E-07
52.614;-4.82E-06
52.616;-3.99E-06
52.618;-4.27E-06
52.62;-4.28E-06
52.622;-4.11E-06
52.624;2.22E-06
52.626;4.71E-06
52.628;2.97E-06
52.63;-7.90E-07
52.632;-3.18E-06
52.634;-2.15E-06
52.636;-5.83E-06
52.638;-2.87E-06
52.64;-2.15E-06
52.642;-2.43E-06
52.644;-4.00E-08
52.646;1.31E-06
52.648;1.70E-07
52.65;1.00E-08
52.652;1.29E-06
52.654;-7.10E-07
52.656;-2.16E-06
52.658;-2.39E-06
52.66;1.36E-06
52.662;-1.91E-06
52.664;-1.30E-07
52.666;4.02E-06
52.668;1.60E-06
52.67;1.85E-06
52.672;2.68E-06
52.674;-2.55E-06
52.676;-2.59E-06
52.678;7.60E-07
52.68;-2.98E-06
52.682;-8.40E-07
52.684;1.45E-06
52.686;-4.48E-06
52.688;-2.16E-06
52.69;-3.30E-07
52.692;2.10E-07
52.694;-2.31E-06
52.696;-2.81E-06
52.698;8.80E-07
52.7;1.40E-07
52.702;1.40E-07
52.704;1.60E-06
52.706;1.21E-06
52.708;3.72E-06
52.71;2.43E-06
52.712;4.00E-08
52.714;-3.41E-06
52.716;-2.67E-06
52.718;-4.27E-06
52.72;-2.29E-06
52.722;-4.70E-07
52.724;3.20E-07
52.726;1.00E-07
52.728;6.36E-06
52.73;7.80E-07
52.732;2.54E-06
52.734;-2.42E-06
52.736;-2.57E-06
52.738;-2.66E-06
52.74;-3.22E-06
52.742;-1.97E-06
52.744;-1.53E-06
52.746;-1.13E-06
52.748;-1.58E-06
52.75;-1.28E-06
52.752;-1.00E-06
52.754;-2.66E-06
52.756;-3.26E-06
52.758;-6.35E-06
52.76;-2.54E-06
52.762;-2.56E-06
52.764;-1.15E-06
52.766;1.61E-06
52.768;1.94E-06
52.77;3.00E-07
52.772;-4.90E-07
52.774;-2.11E-06
52.776;-1.15E-06
52.778;1.49E-06
52.78;1.70E-07
52.782;5.80E-07
52.784;1.97E-06
52.786;2.63E-06
52.788;-1.38E-06
52.79;-6.90E-07
52.792;1.04E-06
52.794;-2.70E-07
52.796;1.05E-06
52.798;-1.00E-06
52.8;-1.13E-06
52.802;0
52.804;1.86E-06
52.806;7.90E-07
52.808;1.47E-06
52.81;-3.08E-06
52.812;-2.15E-06
52.814;-8.00E-08
52.816;2.70E-07
52.818;-2.38E-06
52.82;-1.53E-06
52.822;1.89E-06
52.824;3.80E-06
52.826;2.79E-06
52.828;3.18E-06
52.83;-4.00E-07
52.832;7.10E-07
52.834;-1.58E-06
52.836;-1.25E-06
52.838;-1.12E-05
52.84;-3.62E-06
52.842;3.60E-07
52.844;8.00E-07
52.846;5.30E-07
52.848;2.50E-07
52.85;4.10E-07
52.852;4.10E-07
52.854;-6.00E-07
52.856;6.00E-07
52.858;-1.75E-06
52.86;7.80E-07
52.862;-5.40E-07
52.864;4.00E-07
52.866;1.64E-06
52.868;1.10E-07
52.87;2.60E-07
52.872;1.08E-06
52.874;-3.67E-06
52.876;-2.69E-06
52.878;-3.40E-06
52.88;-1.23E-06
52.882;1.13E-06
52.884;7.30E-07
52.886;3.10E-06
52.888;2.69E-06
52.89;3.20E-06
52.892;6.10E-07
52.894;-3.69E-06
52.896;1.90E-07
52.898;-1.00E-07
52.9;1.80E-07
52.902;-1.80E-06
52.904;-3.50E-07
52.906;-8.70E-07
52.908;-2.53E-06
52.91;3.00E-07
52.912;-1.00E-08
52.914;-1.29E-06
52.916;-2.86E-06
52.918;-1.46E-06
52.92;-3.27E-06
52.922;-1.36E-06
52.924;1.29E-06
52.926;1.82E-06
52.928;5.12E-06
52.93;2.95E-06
52.932;2.87E-06
52.934;-3.09E-06
52.936;-5.90E-07
52.938;-1.30E-07
52.94;-9.50E-07
52.942;-9.60E-07
52.944;3.90E-07
52.946;3.90E-07
52.948;1.88E-06
52.95;1.07E-06
52.952;2.10E-06
52.954;-1.41E-06
52.956;-4.17E-06
52.958;-4.70E-06
52.96;-3.47E-06
52.962;-2.79E-06
52.964;7.30E-07
52.966;1.27E-06
52.968;1.11E-06
52.97;-8.50E-07
52.972;7.40E-07
52.974;-2.68E-06
52.976;-2.37E-06
52.978;-1.01E-06
52.98;-1.51E-06
52.982;8.10E-07
52.984;5.06E-06
52.986;5.47E-06
52.988;4.13E-06
52.99;-6.40E-07
52.992;4.36E-06
52.994;4.90E-07
52.996;-5.80E-07
52.998;-2.12E-06
53;-1.87E-06
53.002;6.40E-07
53.004;3.78E-06
53.006;3.35E-06
53.008;2.27E-06
53.01;-5.00E-07
53.012;-9.00E-07
53.014;-4.55E-06
53.016;-2.77E-06
53.018;-2.55E-06
53.02;-1.17E-06
53.022;2.45E-06
53.024;1.01E-06
53.026;2.00E-07
53.028;1.60E-06
53.03;4.10E-06
53.032;3.18E-06
53.034;3.90E-07
53.036;-2.02E-06
53.038;-1.20E-06
53.04;-1.32E-06
53.042;9.00E-07
53.044;1.34E-06
53.046;3.59E-06
53.048;4.72E-06
53.05;2.78E-06
53.052;-2.90E-07
53.054;2.24E-06
53.056;6.60E-07
53.058;1.08E-06
53.06;8.70E-07
53.062;2.32E-06
53.064;6.73E-06
53.066;3.29E-06
53.068;3.36E-06
53.07;1.49E-06
53.072;6.40E-07
53.074;1.02E-06
53.076;5.30E-07
53.078;-2.17E-06
53.08;-2.37E-06
53.082;7.30E-07
53.084;2.39E-06
53.086;5.22E-06
53.088;5.60E-07
53.09;4.06E-06
53.092;4.06E-06
53.094;4.00E-08
53.096;1.20E-07
53.098;-2.50E-07
53.1;-4.00E-07
53.102;-4.89E-06
53.104;5.32E-06
53.106;6.56E-06
53.108;6.63E-06
53.11;4.87E-06
53.112;4.66E-06
53.114;8.00E-07
53.116;4.06E-06
53.118;4.79E-06
53.12;1.47E-06
53.122;5.13E-06
53.124;3.34E-06
53.126;7.64E-06
53.128;7.51E-06
53.13;6.80E-06
53.132;6.93E-06
53.134;4.90E-06
53.136;5.08E-06
53.138;4.93E-06
53.14;4.18E-06
53.142;3.21E-06
53.144;4.99E-06
53.146;4.75E-06
53.148;4.21E-06
53.15;6.96E-06
53.152;5.05E-06
53.154;1.78E-06
53.156;1.48E-06
53.158;2.67E-06
53.16;3.65E-06
53.162;2.46E-06
53.164;6.01E-06
53.166;8.43E-06
53.168;6.28E-06
53.17;5.71E-06
53.172;5.27E-06
53.174;4.45E-06
53.176;2.12E-06
53.178;1.98E-06
53.18;2.70E-07
53.182;2.18E-06
53.184;4.79E-06
53.186;4.54E-06
53.188;3.81E-06
53.19;5.97E-06
53.192;2.59E-06
53.194;4.09E-06
53.196;2.66E-06
53.198;1.59E-06
53.2;4.30E-07
53.202;1.59E-06
53.204;2.00E-06
53.206;4.42E-06
53.208;6.48E-06
53.21;5.19E-06
53.212;8.65E-06
53.214;5.68E-06
53.216;2.40E-06
53.218;2.80E-06
53.22;4.72E-06
53.222;5.49E-06
53.224;9.44E-06
53.226;1.08E-05
53.228;6.26E-06
53.23;8.86E-06
53.232;5.75E-06
53.234;6.09E-06
53.236;2.67E-06
53.238;5.20E-06
53.24;6.83E-06
53.242;5.99E-06
53.244;7.47E-06
53.246;8.08E-06
53.248;9.30E-06
53.25;8.90E-06
53.252;6.10E-06
53.254;2.70E-06
53.256;7.80E-06
53.258;9.59E-06
53.26;9.40E-06
53.262;1.18E-05
53.264;1.13E-05
53.266;9.93E-06
53.268;9.56E-06
53.27;8.79E-06
53.272;6.28E-06
53.274;6.07E-06
53.276;9.53E-06
53.278;7.35E-06
53.28;8.92E-06
53.282;8.70E-06
53.284;8.88E-06
53.286;1.27E-05
53.288;1.25E-05
53.29;1.32E-05
53.292;8.10E-06
53.294;6.75E-06
53.296;7.48E-06
53.298;9.33E-06
53.3;6.37E-06
53.302;1.08E-05
53.304;1.38E-05
53.306;1.21E-05
53.308;1.05E-05
53.31;1.06E-05
53.312;9.87E-06
53.314;7.46E-06
53.316;7.85E-06
53.318;6.48E-06
53.32;9.21E-06
53.322;1.02E-05
53.324;1.23E-05
53.326;1.40E-05
53.328;1.17E-05
53.33;1.23E-05
53.332;8.49E-06
53.334;8.77E-06
53.336;8.06E-06
53.338;8.47E-06
53.34;1.14E-05
53.342;1.22E-05
53.344;1.44E-05
53.346;1.50E-05
53.348;1.49E-05
53.35;1.17E-05
53.352;7.27E-06
53.354;6.97E-06
53.356;1.28E-05
53.358;1.06E-05
53.36;1.09E-05
53.362;1.39E-05
53.364;1.27E-05
53.366;1.31E-05
53.368;1.42E-05
53.37;1.06E-05
53.372;1.41E-05
53.374;1.21E-05
53.376;1.68E-05
53.378;1.31E-05
53.38;1.10E-05
53.382;1.36E-05
53.384;1.78E-05
53.386;1.77E-05
53.388;1.38E-05
53.39;1.51E-05
53.392;1.16E-05
53.394;1.66E-05
53.396;1.39E-05
53.398;1.34E-05
53.4;1.19E-05
53.402;1.66E-05
53.404;1.09E-05
53.406;1.31E-05
53.408;1.77E-05
53.41;1.53E-05
53.412;1.82E-05
53.414;1.43E-05
53.416;1.44E-05
53.418;1.17E-05
53.42;1.83E-05
53.422;1.55E-05
53.424;1.73E-05
53.426;1.48E-05
53.428;1.69E-05
53.43;1.55E-05
53.432;1.24E-05
53.434;1.33E-05
53.436;1.08E-05
53.438;1.27E-05
53.44;1.25E-05
53.442;1.70E-05
53.444;1.82E-05
53.446;1.61E-05
53.448;1.81E-05
53.45;1.63E-05
53.452;1.45E-05
53.454;1.31E-05
53.456;1.38E-05
53.458;1.40E-05
53.46;1.52E-05
53.462;1.71E-05
53.464;1.71E-05
53.466;1.67E-05
53.468;1.52E-05
53.47;1.59E-05
53.472;1.42E-05
53.474;1.11E-05
53.476;1.12E-05
53.478;9.35E-06
53.48;1.34E-05
53.482;7.33E-06
53.484;1.20E-05
53.486;1.11E-05
53.488;1.25E-05
53.49;1.10E-05
53.492;1.10E-05
53.494;1.09E-05
53.496;1.12E-05
53.498;9.46E-06
53.5;8.23E-06
53.502;9.70E-06
53.504;1.36E-05
53.506;1.32E-05
53.508;1.28E-05
53.51;1.37E-05
53.512;1.08E-05
53.514;1.00E-05
53.516;1.07E-05
53.518;7.22E-06
53.52;9.20E-06
53.522;9.40E-06
53.524;1.28E-05
53.526;1.17E-05
53.528;1.19E-05
53.53;1.15E-05
53.532;9.14E-06
53.534;7.78E-06
53.536;8.67E-06
53.538;6.95E-06
53.54;5.96E-06
53.542;8.98E-06
53.544;1.28E-05
53.546;9.06E-06
53.548;1.31E-05
53.55;1.22E-05
53.552;8.96E-06
53.554;6.82E-06
53.556;4.10E-06
53.558;6.80E-06
53.56;8.24E-06
53.562;7.54E-06
53.564;1.14E-05
53.566;1.23E-05
53.568;1.47E-05
53.57;1.20E-05
53.572;9.25E-06
53.574;9.18E-06
53.576;9.36E-06
53.578;7.62E-06
53.58;1.26E-05
53.582;1.03E-05
53.584;1.30E-05
53.586;1.49E-05
53.588;1.25E-05
53.59;1.23E-05
53.592;1.32E-05
53.594;1.05E-05
53.596;8.40E-06
53.598;9.41E-06
53.6;1.13E-05
53.602;1.05E-05
53.604;1.23E-05
53.606;1.46E-05
53.608;1.17E-05
53.61;1.06E-05
53.612;1.08E-05
53.614;1.02E-05
53.616;1.15E-05
53.618;8.01E-06
53.62;1.01E-05
53.622;1.11E-05
53.624;1.34E-05
53.626;1.49E-05
53.628;1.46E-05
53.63;1.09E-05
53.632;9.17E-06
53.634;1.01E-05
53.636;6.67E-06
53.638;8.34E-06
53.64;7.22E-06
53.642;9.22E-06
53.644;9.97E-06
53.646;1.25E-05
53.648;1.25E-05
53.65;8.87E-06
53.652;9.19E-06
53.654;8.24E-06
53.656;9.65E-06
53.658;9.49E-06
53.66;9.03E-06
53.662;6.26E-06
53.664;8.98E-06
53.666;9.95E-06
53.668;1.01E-05
53.67;1.14E-05
53.672;8.85E-06
53.674;1.13E-05
53.676;8.03E-06
53.678;6.93E-06
53.68;7.75E-06
53.682;8.06E-06
53.684;1.19E-05
53.686;7.65E-06
53.688;9.78E-06
53.69;1.08E-05
53.692;1.00E-05
53.694;7.34E-06
53.696;7.18E-06
53.698;5.22E-06
53.7;8.15E-06
53.702;7.26E-06
53.704;9.13E-06
53.706;9.75E-06
53.708;4.29E-06
53.71;9.29E-06
53.712;7.47E-06
53.714;4.93E-06
53.716;4.21E-06
53.718;2.58E-06
53.72;4.93E-06
53.722;5.83E-06
53.724;9.96E-06
53.726;1.16E-05
53.728;1.31E-05
53.73;9.97E-06
53.732;9.99E-06
53.734;8.76E-06
53.736;7.49E-06
53.738;8.24E-06
53.74;7.11E-06
53.742;6.34E-06
53.744;7.88E-06
53.746;7.43E-06
53.748;1.05E-05
53.75;3.42E-06
53.752;5.90E-06
53.754;6.39E-06
53.756;3.91E-06
53.758;2.37E-06
53.76;8.48E-06
53.762;7.35E-06
53.764;1.03E-05
53.766;9.17E-06
53.768;1.25E-05
53.77;7.35E-06
53.772;6.96E-06
53.774;8.23E-06
53.776;6.46E-06
53.778;8.43E-06
53.78;4.56E-06
53.782;1.05E-05
53.784;1.03E-05
53.786;8.99E-06
53.788;1.23E-05
53.79;1.19E-05
53.792;9.35E-06
53.794;8.25E-06
53.796;9.90E-06
53.798;5.79E-06
53.8;7.77E-06
53.802;5.24E-06
53.804;9.07E-06
53.806;8.26E-06
53.808;7.59E-06
53.81;8.09E-06
53.812;6.55E-06
53.814;5.11E-06
53.816;6.17E-06
53.818;5.32E-06
53.82;6.84E-06
53.822;5.88E-06
53.824;8.39E-06
53.826;7.59E-06
53.828;8.37E-06
53.83;5.44E-06
53.832;7.41E-06
53.834;4.72E-06
53.836;8.37E-06
53.838;7.33E-06
53.84;7.46E-06
53.842;5.83E-06
53.844;7.71E-06
53.846;9.75E-06
53.848;1.09E-05
53.85;7.09E-06
53.852;5.27E-06
53.854;5.07E-06
53.856;1.31E-06
53.858;2.40E-06
53.86;-3.08E-06
53.862;4.92E-06
53.864;5.14E-06
53.866;8.97E-06
53.868;9.29E-06
53.87;7.66E-06
53.872;5.38E-06
53.874;6.18E-06
53.876;7.68E-06
53.878;7.26E-06
53.88;5.33E-06
53.882;7.22E-06
53.884;5.83E-06
53.886;8.01E-06
53.888;7.93E-06
53.89;5.27E-06
53.892;4.42E-06
53.894;5.15E-06
53.896;3.35E-06
53.898;1.22E-06
53.9;5.88E-06
53.902;5.13E-06
53.904;8.20E-06
53.906;5.78E-06
53.908;6.08E-06
53.91;6.34E-06
53.912;3.86E-06
53.914;3.79E-06
53.916;2.04E-06
53.918;4.45E-06
53.92;3.56E-06
53.922;3.53E-06
53.924;6.89E-06
53.926;5.99E-06
53.928;6.69E-06
53.93;4.98E-06
53.932;5.45E-06
53.934;4.55E-06
53.936;1.13E-06
53.938;1.57E-06
53.94;4.12E-06
53.942;2.23E-06
53.944;2.80E-06
53.946;8.91E-06
53.948;5.55E-06
53.95;6.52E-06
53.952;6.13E-06
53.954;5.56E-06
53.956;2.52E-06
53.958;3.02E-06
53.96;5.14E-06
53.962;5.97E-06
53.964;7.25E-06
53.966;8.44E-06
53.968;5.92E-06
53.97;5.27E-06
53.972;7.95E-06
53.974;4.79E-06
53.976;3.75E-06
53.978;3.97E-06
53.98;4.89E-06
53.982;4.69E-06
53.984;6.46E-06
53.986;7.25E-06
53.988;8.61E-06
53.99;8.99E-06
53.992;7.04E-06
53.994;3.98E-06
53.996;1.75E-06
53.998;2.29E-06
54;4.29E-06
54.002;2.57E-06
54.004;3.05E-06
54.006;1.90E-07
54.008;4.67E-06
54.01;5.50E-06
54.012;2.78E-06
54.014;3.89E-06
54.016;1.07E-06
54.018;4.29E-06
54.02;1.79E-06
54.022;5.25E-06
54.024;3.32E-06
54.026;3.22E-06
54.028;5.83E-06
54.03;3.76E-06
54.032;4.73E-06
54.034;4.19E-06
54.036;4.78E-06
54.038;2.77E-06
54.04;-1.99E-06
54.042;-2.10E-07
54.044;1.24E-06
54.046;3.63E-06
54.048;1.15E-06
54.05;3.91E-06
54.052;2.66E-06
54.054;4.44E-06
54.056;2.73E-06
54.058;4.52E-06
54.06;2.26E-06
54.062;5.70E-07
54.064;2.10E-07
54.066;2.14E-06
54.068;2.25E-06
54.07;2.07E-06
54.072;4.15E-06
54.074;1.20E-07
54.076;4.00E-06
54.078;-1.87E-06
54.08;-1.50E-06
54.082;2.24E-06
54.084;9.00E-08
54.086;3.25E-06
54.088;4.99E-06
54.09;3.22E-06
54.092;3.47E-06
54.094;2.65E-06
54.096;2.14E-06
54.098;-1.80E-07
54.1;-2.30E-07
54.102;-3.49E-06
54.104;2.11E-06
54.106;4.13E-06
54.108;4.19E-06
54.11;4.37E-06
54.112;5.17E-06
54.114;4.49E-06
54.116;4.52E-06
54.118;2.80E-07
54.12;2.10E-06
54.122;3.85E-06
54.124;2.91E-06
54.126;4.87E-06
54.128;-2.67E-06
54.13;4.38E-06
54.132;6.34E-06
54.134;5.84E-06
54.136;2.46E-06
54.138;9.50E-07
54.14;5.20E-07
54.142;1.99E-06
54.144;2.10E-06
54.146;-4.70E-07
54.148;3.47E-06
54.15;4.52E-06
54.152;5.66E-06
54.154;5.56E-06
54.156;3.98E-06
54.158;2.94E-06
54.16;1.29E-06
54.162;1.61E-06
54.164;3.47E-06
54.166;3.50E-06
54.168;6.37E-06
54.17;3.48E-06
54.172;2.99E-06
54.174;3.06E-06
54.176;2.29E-06
54.178;-4.20E-07
54.18;-5.20E-07
54.182;-2.52E-06
54.184;2.49E-06
54.186;1.67E-06
54.188;5.73E-06
54.19;5.31E-06
54.192;7.05E-06
54.194;3.41E-06
54.196;-7.00E-08
54.198;1.26E-06
54.2;1.71E-06
54.202;-1.68E-06
54.204;2.49E-06
54.206;3.08E-06
54.208;1.48E-06
54.21;1.95E-06
54.212;5.22E-06
54.214;2.45E-06
54.216;1.34E-06
54.218;0
54.22;-1.21E-06
54.222;-1.07E-06
54.224;1.12E-06
54.226;5.48E-06
54.228;3.78E-06
54.23;6.50E-06
54.232;5.55E-06
54.234;1.02E-06
54.236;4.64E-06
54.238;-1.81E-06
54.24;6.10E-07
54.242;4.00E-08
54.244;3.76E-06
54.246;6.20E-07
54.248;4.53E-06
54.25;1.96E-06
54.252;4.08E-06
54.254;3.41E-06
54.256;2.78E-06
54.258;2.75E-06
54.26;3.39E-06
54.262;3.43E-06
54.264;3.11E-06
54.266;3.15E-06
54.268;3.82E-06
54.27;3.38E-06
54.272;5.20E-06
54.274;6.40E-07
54.276;1.98E-06
54.278;1.32E-06
54.28;-4.46E-06
54.282;2.09E-06
54.284;1.92E-06
54.286;2.75E-06
54.288;2.97E-06
54.29;4.02E-06
54.292;5.67E-06
54.294;5.77E-06
54.296;-2.00E-08
54.298;-1.39E-06
54.3;-7.50E-07
54.302;-1.50E-07
54.304;1.71E-06
54.306;4.27E-06
54.308;3.10E-06
54.31;6.57E-06
54.312;4.42E-06
54.314;5.96E-06
54.316;8.21E-06
54.318;4.28E-06
54.32;3.52E-06
54.322;2.13E-06
54.324;3.86E-06
54.326;5.28E-06
54.328;5.52E-06
54.33;5.45E-06
54.332;6.15E-06
54.334;3.41E-06
54.336;2.19E-06
54.338;2.54E-06
54.34;1.18E-06
54.342;-2.00E-08
54.344;6.70E-07
54.346;1.09E-06
54.348;3.09E-06
54.35;1.23E-06
54.352;2.48E-06
54.354;4.61E-06
54.356;2.02E-06
54.358;2.80E-06
54.36;2.20E-07
54.362;-1.56E-06
54.364;-1.80E-07
54.366;2.46E-06
54.368;3.90E-06
54.37;1.53E-06
54.372;3.02E-06
54.374;2.02E-06
54.376;1.30E-06
54.378;-1.33E-06
54.38;-1.75E-06
54.382;8.30E-07
54.384;4.09E-06
54.386;5.90E-07
54.388;4.49E-06
54.39;3.11E-06
54.392;6.11E-06
54.394;1.31E-06
54.396;2.71E-06
54.398;3.44E-06
54.4;-3.29E-06
54.402;1.06E-06
54.404;3.27E-06
54.406;1.80E-07
54.408;9.50E-07
54.41;4.97E-06
54.412;7.50E-06
54.414;2.88E-06
54.416;2.12E-06
54.418;8.70E-07
54.42;4.30E-07
54.422;1.60E-07
54.424;-1.79E-06
54.426;-1.03E-06
54.428;4.47E-06
54.43;2.74E-06
54.432;-1.58E-06
54.434;4.38E-06
54.436;3.20E-06
54.438;1.75E-06
54.44;-3.60E-07
54.442;5.80E-07
54.444;1.19E-06
54.446;1.18E-06
54.448;2.58E-06
54.45;-6.80E-07
54.452;3.78E-06
54.454;-6.60E-07
54.456;2.50E-06
54.458;5.60E-06
54.46;3.43E-06
54.462;5.09E-06
54.464;2.03E-06
54.466;5.54E-06
54.468;4.35E-06
54.47;4.42E-06
54.472;1.91E-06
54.474;3.14E-06
54.476;2.11E-06
54.478;1.91E-06
54.48;2.05E-06
54.482;3.48E-06
54.484;2.96E-06
54.486;3.86E-06
54.488;4.07E-06
54.49;4.78E-06
54.492;1.41E-06
54.494;-1.39E-06
54.496;1.94E-06
54.498;5.24E-06
54.5;5.36E-06
54.502;1.72E-06
54.504;1.51E-06
54.506;5.00E-06
54.508;4.99E-06
54.51;4.46E-06
54.512;6.44E-06
54.514;4.57E-06
54.516;3.69E-06
54.518;3.19E-06
54.52;2.38E-06
54.522;-2.73E-06
54.524;8.20E-07
54.526;7.10E-07
54.528;6.70E-07
54.53;1.32E-06
54.532;5.03E-06
54.534;2.26E-06
54.536;1.89E-06
54.538;-3.17E-06
54.54;-7.60E-07
54.542;-4.39E-06
54.544;-7.70E-07
54.546;-1.14E-06
54.548;2.31E-06
54.55;2.47E-06
54.552;5.95E-06
54.554;1.93E-06
54.556;4.96E-06
54.558;7.30E-07
54.56;5.80E-07
54.562;8.20E-07
54.564;1.19E-06
54.566;1.22E-06
54.568;2.53E-06
54.57;5.80E-06
54.572;5.32E-06
54.574;5.20E-06
54.576;2.63E-06
54.578;4.60E-07
54.58;1.12E-06
54.582;-4.33E-06
54.584;-1.87E-06
54.586;3.87E-06
54.588;4.57E-06
54.59;6.94E-06
54.592;9.16E-06
54.594;9.49E-06
54.596;4.74E-06
54.598;2.00E-06
54.6;5.20E-07
54.602;-6.80E-07
54.604;-6.80E-07
54.606;-6.50E-07
54.608;-3.40E-07
54.61;2.76E-06
54.612;2.02E-06
54.614;1.59E-06
54.616;4.20E-07
54.618;3.51E-06
54.62;-1.40E-07
54.622;2.18E-06
54.624;3.93E-06
54.626;-6.00E-08
54.628;4.86E-06
54.63;3.75E-06
54.632;5.22E-06
54.634;5.10E-06
54.636;5.29E-06
54.638;3.41E-06
54.64;2.52E-06
54.642;3.44E-06
54.644;1.67E-06
54.646;1.93E-06
54.648;4.54E-06
54.65;4.28E-06
54.652;5.00E-06
54.654;3.61E-06
54.656;3.17E-06
54.658;1.42E-06
54.66;-3.14E-06
54.662;-2.39E-06
54.664;-2.88E-06
54.666;1.30E-07
54.668;3.10E-06
54.67;3.81E-06
54.672;3.85E-06
54.674;3.14E-06
54.676;4.00E-08
54.678;-3.52E-06
54.68;-1.43E-06
54.682;-6.10E-07
54.684;-3.48E-06
54.686;5.00E-08
54.688;6.90E-07
54.69;5.30E-07
54.692;2.81E-06
54.694;-9.20E-07
54.696;4.40E-07
54.698;-8.50E-07
54.7;1.12E-06
54.702;-8.40E-07
54.704;-3.50E-07
54.706;6.20E-07
54.708;1.63E-06
54.71;5.08E-06
54.712;4.99E-06
54.714;2.35E-06
54.716;-9.30E-07
54.718;-2.28E-06
54.72;-1.00E-06
54.722;-7.10E-07
54.724;1.06E-06
54.726;2.24E-06
54.728;6.41E-06
54.73;2.51E-06
54.732;3.59E-06
54.734;-4.56E-06
54.736;1.33E-06
54.738;-3.70E-07
54.74;1.15E-06
54.742;-2.48E-06
54.744;9.70E-07
54.746;1.56E-06
54.748;9.00E-07
54.75;4.19E-06
54.752;3.87E-06
54.754;4.32E-06
54.756;4.40E-07
54.758;2.50E-07
54.76;1.78E-06
54.762;-3.19E-06
54.764;8.20E-07
54.766;2.98E-06
54.768;3.21E-06
54.77;4.75E-06
54.772;7.39E-06
54.774;4.04E-06
54.776;1.13E-06
54.778;1.53E-06
54.78;-7.00E-07
54.782;-3.79E-06
54.784;-3.52E-06
54.786;8.00E-08
54.788;2.19E-06
54.79;1.90E-06
54.792;3.21E-06
54.794;2.44E-06
54.796;2.90E-06
54.798;-7.50E-07
54.8;3.66E-06
54.802;-4.20E-07
54.804;2.02E-06
54.806;1.62E-06
54.808;1.07E-06
54.81;4.14E-06
54.812;4.53E-06
54.814;3.54E-06
54.816;-5.00E-08
54.818;7.10E-07
54.82;-2.41E-06
54.822;-1.12E-06
54.824;-2.19E-06
54.826;-6.80E-07
54.828;-4.30E-07
54.83;-1.24E-06
54.832;-2.56E-06
54.834;9.30E-07
54.836;-7.90E-07
54.838;-3.54E-06
54.84;-1.67E-06
54.842;-3.50E-07
54.844;-1.20E-06
54.846;-2.23E-06
54.848;4.10E-07
54.85;4.86E-06
54.852;3.16E-06
54.854;6.10E-06
54.856;1.90E-06
54.858;-3.95E-06
54.86;1.00E-07
54.862;-1.35E-06
54.864;-5.80E-07
54.866;-9.00E-08
54.868;3.70E-06
54.87;1.79E-06
54.872;5.80E-07
54.874;-1.50E-07
54.876;2.40E-07
54.878;-1.54E-06
54.88;-1.48E-06
54.882;-2.88E-06
54.884;-2.69E-06
54.886;-6.50E-06
54.888;3.70E-06
54.89;1.15E-06
54.892;1.10E-07
54.894;9.10E-07
54.896;1.51E-06
54.898;-8.40E-07
54.9;-2.17E-06
54.902;-5.23E-06
54.904;-2.69E-06
54.906;-2.18E-06
54.908;-1.50E-07
54.91;6.70E-07
54.912;2.82E-06
54.914;2.70E-06
54.916;-1.22E-06
54.918;3.60E-07
54.92;-1.94E-06
54.922;-1.32E-06
54.924;-1.10E-07
54.926;-3.56E-06
54.928;-5.80E-07
54.93;-1.21E-06
54.932;1.90E-06
54.934;-2.60E-07
54.936;1.45E-06
54.938;2.53E-06
54.94;-3.25E-06
54.942;-3.66E-06
54.944;-4.07E-06
54.946;-5.20E-07
54.948;-1.04E-06
54.95;1.93E-06
54.952;2.62E-06
54.954;2.28E-06
54.956;-1.59E-06
54.958;1.81E-06
54.96;2.50E-07
54.962;2.00E-06
54.964;-2.02E-06
54.966;-3.31E-06
54.968;1.30E-07
54.97;3.60E-06
54.972;4.21E-06
54.974;1.90E-06
54.976;1.57E-06
54.978;-6.30E-07
54.98;-2.74E-06
