A(X);B(Y)
67.092;3.10E-07
67.094;-2.16E-06
67.096;-1.79E-06
67.098;3.30E-07
67.1;2.18E-06
67.102;-1.08E-06
67.104;4.10E-07
67.106;-2.50E-06
67.108;-2.37E-06
67.11;-1.77E-06
67.112;-1.18E-06
67.114;-1.69E-06
67.116;-1.20E-07
67.118;1.00E-07
67.12;2.49E-06
67.122;2.38E-06
67.124;-4.11E-06
67.126;-1.10E-07
67.128;-5.80E-07
67.13;9.00E-08
67.132;1.78E-06
67.134;-1.19E-06
67.136;6.00E-08
67.138;-5.00E-07
67.14;1.50E-06
67.142;1.74E-06
67.144;3.60E-07
67.146;-9.60E-07
67.148;-5.18E-06
67.15;-3.86E-06
67.152;-3.89E-06
67.154;-3.35E-06
67.156;7.00E-08
67.158;1.14E-06
67.16;7.00E-07
67.162;3.30E-07
67.164;9.80E-07
67.166;2.41E-06
67.168;-3.01E-06
67.17;-4.12E-06
67.172;-2.00E-06
67.174;1.30E-06
67.176;4.00E-07
67.178;1.02E-06
67.18;2.78E-06
67.182;3.38E-06
67.184;1.94E-06
67.186;2.83E-06
67.188;1.53E-06
67.19;1.00E-06
67.192;-4.80E-07
67.194;-2.21E-06
67.196;2.32E-06
67.198;-3.40E-07
67.2;7.40E-07
67.202;1.22E-06
67.204;2.81E-06
67.206;2.62E-06
67.208;1.90E-07
67.21;-2.01E-06
67.212;-1.17E-06
67.214;1.88E-06
67.216;-2.97E-06
67.218;-9.10E-07
67.22;1.44E-06
67.222;2.35E-06
67.224;2.19E-06
67.226;3.48E-06
67.228;2.99E-06
67.23;-8.80E-07
67.232;5.00E-07
67.234;-1.70E-07
67.236;-1.11E-06
67.238;7.70E-07
67.24;2.46E-06
67.242;1.70E-07
67.244;4.52E-06
67.246;1.83E-06
67.248;2.30E-07
67.25;-1.26E-06
67.252;-2.36E-06
67.254;2.20E-07
67.256;-2.02E-06
67.258;-1.19E-06
67.26;2.42E-06
67.262;5.24E-06
67.264;1.80E-06
67.266;8.20E-07
67.268;1.80E-07
67.27;8.00E-08
67.272;1.98E-06
67.274;-4.16E-06
67.276;-5.07E-06
67.278;2.22E-06
67.28;2.90E-06
67.282;4.51E-06
67.284;3.93E-06
67.286;3.60E-06
67.288;2.08E-06
67.29;4.16E-06
67.292;2.67E-06
67.294;1.12E-06
67.296;4.40E-07
67.298;-4.00E-08
67.3;1.94E-06
67.302;4.09E-06
67.304;4.71E-06
67.306;3.46E-06
67.308;3.06E-06
67.31;-2.98E-06
67.312;-3.85E-06
67.314;-1.65E-06
67.316;-3.15E-06
67.318;-4.10E-07
67.32;3.01E-06
67.322;-3.26E-06
67.324;-9.20E-07
67.326;2.01E-06
67.328;2.67E-06
67.33;-1.29E-06
67.332;-9.10E-07
67.334;-1.59E-06
67.336;-5.80E-07
67.338;2.20E-07
67.34;8.60E-07
67.342;2.22E-06
67.344;3.66E-06
67.346;1.38E-06
67.348;-2.67E-06
67.35;-4.23E-06
67.352;-4.43E-06
67.354;-7.30E-07
67.356;-2.90E-06
67.358;8.80E-07
67.36;1.58E-06
67.362;3.34E-06
67.364;2.85E-06
67.366;-7.70E-07
67.368;-3.62E-06
67.37;-3.68E-06
67.372;-4.17E-06
67.374;-4.10E-06
67.376;-2.72E-06
67.378;-3.40E-07
67.38;2.04E-06
67.382;5.20E-07
67.384;1.38E-06
67.386;1.10E-06
67.388;-1.25E-06
67.39;-4.70E-07
67.392;-1.60E-06
67.394;-3.74E-06
67.396;-2.97E-06
67.398;-4.10E-07
67.4;-1.57E-06
67.402;8.00E-08
67.404;2.67E-06
67.406;1.48E-06
67.408;-2.44E-06
67.41;-5.37E-06
67.412;-4.44E-06
67.414;-4.55E-06
67.416;-1.85E-06
67.418;-5.13E-06
67.42;-2.48E-06
67.422;-1.33E-06
67.424;1.44E-06
67.426;5.00E-08
67.428;-6.70E-06
67.43;-2.67E-06
67.432;-4.70E-07
67.434;-2.09E-06
67.436;-1.40E-07
67.438;2.38E-06
67.44;2.49E-06
67.442;1.02E-06
67.444;3.40E-06
67.446;2.75E-06
67.448;9.30E-07
67.45;-3.91E-06
67.452;-8.50E-07
67.454;-3.33E-06
67.456;-1.48E-06
67.458;1.92E-06
67.46;2.77E-06
67.462;1.16E-06
67.464;1.85E-06
67.466;3.23E-06
67.468;1.70E-07
67.47;-6.25E-06
67.472;-4.62E-06
67.474;-2.78E-06
67.476;-1.81E-06
67.478;-8.50E-07
67.48;-1.27E-06
67.482;8.10E-07
67.484;8.40E-07
67.486;-7.70E-07
67.488;-2.64E-06
67.49;-3.40E-06
67.492;-4.55E-06
67.494;-3.50E-06
67.496;-4.46E-06
67.498;-4.90E-07
67.5;8.10E-07
67.502;-7.80E-07
67.504;-4.50E-07
67.506;-2.62E-06
67.508;-2.86E-06
67.51;-5.03E-06
67.512;-4.77E-06
67.514;-5.14E-06
67.516;-2.97E-06
67.518;-2.96E-06
67.52;2.35E-06
67.522;-6.00E-07
67.524;2.18E-06
67.526;-4.20E-07
67.528;-3.23E-06
67.53;-2.11E-06
67.532;-3.67E-06
67.534;-2.99E-06
67.536;-2.83E-06
67.538;-2.48E-06
67.54;-1.86E-06
67.542;-2.69E-06
67.544;-1.27E-06
67.546;-3.70E-07
67.548;-1.43E-06
67.55;-5.80E-07
67.552;-1.00E-08
67.554;-3.63E-06
67.556;-1.22E-06
67.558;2.30E-07
67.56;1.00E-06
67.562;7.40E-07
67.564;2.38E-06
67.566;1.50E-07
67.568;-1.61E-06
67.57;-2.42E-06
67.572;-2.00E-06
67.574;-6.20E-07
67.576;-4.64E-06
67.578;-3.49E-06
67.58;-1.26E-06
67.582;3.90E-07
67.584;2.62E-06
67.586;-2.50E-06
67.588;-7.60E-07
67.59;-2.44E-06
67.592;-2.84E-06
67.594;-2.00E-06
67.596;2.40E-07
67.598;4.04E-06
67.6;3.28E-06
67.602;4.09E-06
67.604;6.29E-06
67.606;1.29E-06
67.608;-1.50E-07
67.61;1.10E-07
67.612;-1.60E-07
67.614;3.00E-07
67.616;-8.50E-07
67.618;2.13E-06
67.62;6.71E-06
67.622;5.88E-06
67.624;4.56E-06
67.626;2.40E-07
67.628;-8.80E-07
67.63;-2.02E-06
67.632;-3.21E-06
67.634;-3.30E-07
67.636;9.60E-07
67.638;1.22E-06
67.64;9.40E-07
67.642;2.08E-06
67.644;1.44E-06
67.646;-1.59E-06
67.648;-9.10E-07
67.65;-5.24E-06
67.652;-5.23E-06
67.654;-4.53E-06
67.656;-1.68E-06
67.658;-9.60E-07
67.66;8.60E-07
67.662;3.60E-07
67.664;2.12E-06
67.666;4.44E-06
67.668;-2.35E-06
67.67;1.39E-06
67.672;-5.30E-07
67.674;-5.24E-06
67.676;-2.70E-07
67.678;2.40E-07
67.68;2.71E-06
67.682;7.30E-07
67.684;3.82E-06
67.686;-1.27E-06
67.688;1.76E-06
67.69;-2.10E-07
67.692;-2.15E-06
67.694;1.37E-06
67.696;7.20E-07
67.698;1.14E-06
67.7;1.35E-06
67.702;3.41E-06
67.704;7.07E-06
67.706;4.28E-06
67.708;5.20E-06
67.71;3.17E-06
67.712;-1.10E-06
67.714;1.50E-06
67.716;2.23E-06
67.718;-4.20E-07
67.72;2.97E-06
67.722;5.08E-06
67.724;3.42E-06
67.726;3.50E-06
67.728;8.50E-07
67.73;-2.34E-06
67.732;1.04E-06
67.734;-2.60E-07
67.736;-5.00E-08
67.738;3.51E-06
67.74;5.70E-07
67.742;2.09E-06
67.744;2.77E-06
67.746;6.00E-07
67.748;-1.14E-06
67.75;-4.21E-06
67.752;-4.20E-07
67.754;-6.10E-07
67.756;1.73E-06
67.758;4.70E-07
67.76;4.39E-06
67.762;3.16E-06
67.764;1.53E-06
67.766;2.43E-06
67.768;1.50E-06
67.77;1.00E-06
67.772;-6.10E-07
67.774;9.00E-07
67.776;-7.40E-07
67.778;-1.04E-06
67.78;2.30E-07
67.782;-1.20E-07
67.784;3.92E-06
67.786;-1.50E-07
67.788;2.67E-06
67.79;-1.60E-07
67.792;-1.19E-06
67.794;-2.80E-07
67.796;3.10E-07
67.798;1.15E-06
67.8;4.08E-06
67.802;2.22E-06
67.804;4.46E-06
67.806;4.70E-06
67.808;5.80E-07
67.81;5.10E-07
67.812;-1.34E-06
67.814;-1.90E-07
67.816;3.30E-07
67.818;3.57E-06
67.82;3.54E-06
67.822;2.40E-07
67.824;3.22E-06
67.826;1.28E-06
67.828;2.10E-06
67.83;-9.20E-07
67.832;-9.70E-07
67.834;-2.60E-07
67.836;-4.90E-06
67.838;-1.63E-06
67.84;1.11E-06
67.842;-9.60E-07
67.844;-4.90E-07
67.846;-3.35E-06
67.848;-3.10E-06
67.85;-2.65E-06
67.852;-1.98E-06
67.854;-1.41E-06
67.856;-4.08E-06
67.858;-1.52E-06
67.86;1.43E-06
67.862;-1.74E-06
67.864;1.94E-06
67.866;-5.40E-07
67.868;3.70E-07
67.87;-3.43E-06
67.872;-6.80E-07
67.874;-1.20E-07
67.876;-1.23E-06
67.878;8.30E-07
67.88;-2.70E-07
67.882;-8.83E-06
67.884;3.30E-07
67.886;4.70E-07
67.888;1.37E-06
67.89;-4.00E-07
67.892;3.40E-07
67.894;-2.89E-06
67.896;-7.70E-07
67.898;1.74E-06
67.9;1.40E-06
67.902;5.00E-07
67.904;-1.16E-06
67.906;1.84E-06
67.908;9.20E-07
67.91;-4.40E-07
67.912;-1.52E-06
67.914;-3.86E-06
67.916;-3.36E-06
67.918;-5.80E-07
67.92;1.19E-06
67.922;1.81E-06
67.924;3.25E-06
67.926;1.29E-06
67.928;1.90E-06
67.93;-1.37E-06
67.932;-1.53E-06
67.934;-8.60E-07
67.936;-1.61E-06
67.938;1.28E-06
67.94;4.39E-06
67.942;3.18E-06
67.944;1.99E-06
67.946;2.26E-06
67.948;-1.93E-06
67.95;-1.83E-06
67.952;-3.90E-07
67.954;1.10E-07
67.956;-3.05E-06
67.958;-5.40E-07
67.96;4.00E-07
67.962;1.63E-06
67.964;2.20E-07
67.966;-1.53E-06
67.968;-4.51E-06
67.97;-6.63E-06
67.972;-3.04E-06
67.974;-2.35E-06
67.976;-9.60E-07
67.978;8.00E-08
67.98;3.50E-07
67.982;5.85E-06
67.984;2.80E-07
67.986;3.60E-07
67.988;-1.02E-06
67.99;-3.00E-06
67.992;-3.06E-06
67.994;-3.47E-06
67.996;-4.26E-06
67.998;-1.04E-06
68;-7.70E-07
68.002;1.49E-06
68.004;-4.30E-07
68.006;-6.00E-07
68.008;-3.95E-06
68.01;-4.69E-06
68.012;-2.69E-06
68.014;-2.72E-06
68.016;-1.83E-06
68.018;-1.73E-06
68.02;-1.53E-06
68.022;1.34E-06
68.024;4.78E-06
68.026;1.93E-06
68.028;-3.48E-06
68.03;-5.26E-06
68.032;-4.61E-06
68.034;-2.13E-06
68.036;-2.94E-06
68.038;1.60E-06
68.04;1.35E-06
68.042;1.42E-06
68.044;5.60E-07
68.046;1.38E-06
68.048;1.56E-06
68.05;1.04E-06
68.052;-2.11E-06
68.054;-2.06E-06
68.056;-9.50E-07
68.058;-1.60E-06
68.06;3.10E-07
68.062;-7.70E-07
68.064;2.52E-06
68.066;-1.12E-06
68.068;-3.10E-07
68.07;-1.23E-06
68.072;-1.11E-06
68.074;-1.38E-06
68.076;-2.11E-06
68.078;1.35E-06
68.08;1.13E-06
68.082;1.78E-06
68.084;2.92E-06
68.086;3.32E-06
68.088;2.99E-06
68.09;-4.00E-08
68.092;1.99E-06
68.094;2.20E-06
68.096;1.89E-06
68.098;1.65E-06
68.1;3.44E-06
68.102;2.14E-06
68.104;3.63E-06
68.106;7.70E-07
68.108;2.71E-06
68.11;1.48E-06
68.112;-1.36E-06
68.114;-1.01E-06
68.116;-1.80E-07
68.118;1.76E-06
68.12;3.22E-06
68.122;3.48E-06
68.124;2.12E-06
68.126;-1.60E-07
68.128;2.07E-06
68.13;1.60E-07
68.132;-2.04E-06
68.134;-5.60E-06
68.136;-5.50E-07
68.138;1.40E-07
68.14;2.78E-06
68.142;4.37E-06
68.144;4.90E-07
68.146;-4.14E-06
68.148;2.57E-06
68.15;1.99E-06
68.152;1.30E-06
68.154;1.18E-06
68.156;-3.60E-07
68.158;1.43E-06
68.16;2.22E-06
68.162;2.57E-06
68.164;-2.13E-06
68.166;1.60E-07
68.168;2.60E-07
68.17;-1.82E-06
68.172;-3.00E-07
68.174;-2.86E-06
68.176;4.00E-08
68.178;9.00E-07
68.18;5.20E-07
68.182;8.00E-07
68.184;-4.10E-07
68.186;4.20E-07
68.188;9.50E-07
68.19;-1.88E-06
68.192;-1.62E-06
68.194;-1.90E-06
68.196;-2.16E-06
68.198;-1.10E-06
68.2;-7.80E-07
68.202;-2.90E-07
68.204;-7.20E-07
68.206;-3.70E-07
68.208;-2.41E-06
68.21;-3.26E-06
68.212;-4.73E-06
68.214;-2.88E-06
68.216;-3.01E-06
68.218;2.60E-07
68.22;-3.20E-07
68.222;1.00E-06
68.224;1.06E-06
68.226;-3.02E-06
68.228;-3.80E-07
68.23;-1.88E-06
68.232;-3.37E-06
68.234;9.30E-07
68.236;-2.80E-06
68.238;-3.65E-06
68.24;1.00E-08
68.242;5.75E-06
68.244;4.76E-06
68.246;6.65E-06
68.248;1.66E-06
68.25;2.02E-06
68.252;-1.43E-06
68.254;-2.91E-06
68.256;-1.33E-06
68.258;4.70E-07
68.26;1.29E-06
68.262;2.16E-06
68.264;3.14E-06
68.266;3.50E-07
68.268;3.70E-07
68.27;-3.38E-06
68.272;-5.66E-06
68.274;-6.49E-06
68.276;-4.86E-06
68.278;4.40E-07
68.28;-4.00E-08
68.282;2.30E-06
68.284;3.67E-06
68.286;5.46E-06
68.288;-1.11E-06
68.29;-1.84E-06
68.292;-1.76E-06
68.294;-1.91E-06
68.296;-2.55E-06
68.298;-1.22E-05
68.3;3.00E-07
68.302;5.20E-07
68.304;-2.57E-06
68.306;-1.50E-06
68.308;-3.40E-07
68.31;-3.70E-06
68.312;-2.96E-06
68.314;-3.66E-06
68.316;-3.48E-06
68.318;-1.53E-06
68.32;-2.68E-06
68.322;-2.00E-06
68.324;2.60E-07
68.326;-3.00E-07
68.328;-2.62E-06
68.33;-3.94E-06
68.332;-3.52E-06
68.334;-5.98E-06
68.336;-2.10E-07
68.338;-2.86E-06
68.34;-5.10E-07
68.342;-2.41E-06
68.344;-2.26E-06
68.346;-1.20E-06
68.348;-5.03E-06
68.35;-4.20E-06
68.352;-5.30E-06
68.354;-6.56E-06
68.356;-2.65E-06
68.358;-4.35E-06
68.36;-2.87E-06
68.362;-1.83E-06
68.364;4.19E-06
68.366;-3.29E-06
68.368;-2.83E-06
68.37;-5.83E-06
68.372;-4.66E-06
68.374;-5.28E-06
68.376;-5.76E-06
68.378;-5.75E-06
68.38;-1.44E-06
68.382;-1.99E-06
68.384;-1.09E-06
68.386;-1.00E-08
68.388;-1.34E-06
68.39;-2.60E-06
68.392;-3.18E-06
68.394;-5.82E-06
68.396;-2.68E-06
68.398;-1.92E-06
68.4;2.70E-07
68.402;5.70E-07
68.404;2.02E-06
68.406;8.40E-07
68.408;-6.90E-07
68.41;6.80E-07
68.412;-2.39E-06
68.414;-5.15E-06
68.416;-2.54E-06
68.418;-1.73E-06
68.42;-1.88E-06
68.422;-2.50E-07
68.424;2.02E-06
68.426;-2.11E-06
68.428;-9.70E-07
68.43;3.00E-07
68.432;-1.77E-06
68.434;-1.51E-06
68.436;-2.74E-06
68.438;8.50E-07
68.44;1.22E-06
68.442;1.13E-06
68.444;1.98E-06
68.446;-7.70E-07
68.448;-1.80E-07
68.45;-1.10E-05
68.452;-4.37E-06
68.454;-3.10E-06
68.456;-1.93E-06
68.458;-1.59E-06
68.46;-7.80E-07
68.462;1.00E-08
68.464;-1.20E-06
68.466;3.70E-07
68.468;-1.80E-07
68.47;-2.84E-06
68.472;-2.05E-06
68.474;8.00E-07
68.476;1.52E-06
68.478;7.60E-07
68.48;1.57E-06
68.482;3.68E-06
68.484;1.60E-06
68.486;-4.90E-07
68.488;-2.41E-06
68.49;4.40E-07
68.492;-3.66E-06
68.494;-4.59E-06
68.496;1.12E-06
68.498;-1.10E-06
68.5;-1.54E-06
68.502;-4.10E-07
68.504;-3.00E-08
68.506;3.90E-07
68.508;-1.92E-06
68.51;-3.11E-06
68.512;-2.45E-06
68.514;-2.98E-06
68.516;-3.24E-06
68.518;3.06E-06
68.52;3.07E-06
68.522;4.10E-07
68.524;-7.50E-07
68.526;-1.85E-06
68.528;-7.40E-07
68.53;-2.04E-06
68.532;-1.91E-06
68.534;-5.74E-06
68.536;-3.90E-07
68.538;3.62E-06
68.54;2.67E-06
68.542;2.91E-06
68.544;5.50E-06
68.546;3.81E-06
68.548;1.86E-06
68.55;-2.11E-06
68.552;-3.40E-07
68.554;-2.25E-06
68.556;-7.60E-07
68.558;2.30E-06
68.56;2.67E-06
68.562;2.78E-06
68.564;1.34E-06
68.566;-1.85E-06
68.568;-7.30E-07
68.57;-6.30E-07
68.572;3.40E-07
68.574;-2.28E-06
68.576;-2.30E-07
68.578;9.50E-07
68.58;-1.64E-06
68.582;1.30E-06
68.584;-4.00E-07
68.586;-2.19E-06
68.588;-2.90E-07
68.59;-1.20E-07
68.592;-3.45E-06
68.594;-4.19E-06
68.596;-3.59E-06
68.598;-2.50E-06
68.6;-1.87E-06
68.602;-3.56E-06
68.604;4.10E-06
68.606;3.60E-07
68.608;-1.94E-06
68.61;-3.60E-06
68.612;-1.24E-06
68.614;-2.64E-06
68.616;-1.72E-06
68.618;3.60E-07
68.62;1.61E-06
68.622;-1.22E-06
68.624;3.36E-06
68.626;9.00E-07
68.628;2.81E-06
68.63;-4.90E-07
68.632;1.40E-06
68.634;-1.49E-06
68.636;-3.30E-07
68.638;8.50E-07
68.64;-6.80E-07
68.642;8.00E-08
68.644;4.80E-07
68.646;-2.89E-06
68.648;-1.80E-07
68.65;-4.96E-06
68.652;-3.83E-06
68.654;-3.50E-06
68.656;-1.57E-06
68.658;-4.80E-07
68.66;-1.00E-06
68.662;2.83E-06
68.664;3.08E-06
68.666;5.19E-06
68.668;6.60E-07
68.67;5.20E-07
68.672;7.50E-07
68.674;-5.70E-07
68.676;-2.76E-06
68.678;-2.91E-06
68.68;1.20E-07
68.682;4.50E-07
68.684;1.57E-06
68.686;2.57E-06
68.688;-2.33E-06
68.69;-2.77E-06
68.692;-3.50E-07
68.694;-4.10E-07
68.696;7.00E-08
68.698;3.90E-07
68.7;-7.70E-07
68.702;5.40E-07
68.704;1.53E-06
68.706;4.50E-07
68.708;1.39E-06
68.71;-3.98E-06
68.712;-1.82E-06
68.714;-1.23E-06
68.716;-6.30E-07
68.718;-2.43E-06
68.72;1.91E-06
68.722;4.47E-06
68.724;1.72E-06
68.726;4.33E-06
68.728;1.76E-06
68.73;3.04E-06
68.732;1.06E-06
68.734;7.30E-07
68.736;7.10E-07
68.738;-1.33E-06
68.74;8.10E-07
68.742;2.78E-06
68.744;1.96E-06
68.746;2.20E-06
68.748;1.20E-07
68.75;-1.58E-06
68.752;-4.24E-06
68.754;-5.39E-06
68.756;-1.58E-06
68.758;8.10E-07
68.76;3.37E-06
68.762;5.57E-06
68.764;2.80E-06
68.766;2.50E-06
68.768;2.10E-06
68.77;4.30E-07
68.772;-2.95E-06
68.774;8.40E-07
68.776;-2.30E-07
68.778;1.30E-07
68.78;7.60E-07
68.782;-1.07E-06
68.784;4.02E-06
68.786;-2.94E-06
68.788;7.30E-07
68.79;-1.79E-06
68.792;-1.54E-06
68.794;-3.16E-06
68.796;-3.95E-06
68.798;-8.40E-07
68.8;1.17E-06
68.802;1.04E-06
68.804;1.61E-06
68.806;-1.39E-06
68.808;-3.05E-06
68.81;-1.38E-06
68.812;-8.30E-07
68.814;-4.79E-06
68.816;-3.80E-07
68.818;1.39E-06
68.82;2.29E-06
68.822;3.20E-07
68.824;3.96E-06
68.826;3.04E-06
68.828;-1.35E-06
68.83;-3.24E-06
68.832;-2.33E-06
68.834;2.90E-07
68.836;2.75E-06
68.838;-7.70E-07
68.84;2.00E-06
68.842;3.16E-06
68.844;3.76E-06
68.846;1.43E-06
68.848;7.60E-07
68.85;-1.72E-06
68.852;-1.90E-06
68.854;2.40E-07
68.856;8.20E-07
68.858;-1.43E-06
68.86;-8.70E-07
68.862;-1.34E-06
68.864;3.86E-06
68.866;3.75E-06
68.868;1.32E-06
68.87;5.00E-07
68.872;-4.07E-06
68.874;1.09E-06
68.876;3.30E-07
68.878;1.41E-06
68.88;4.43E-06
68.882;2.34E-06
68.884;2.51E-06
68.886;3.92E-06
68.888;3.08E-06
68.89;-1.38E-06
68.892;-2.20E-06
68.894;-7.00E-07
68.896;-2.65E-06
68.898;1.70E-07
68.9;6.20E-07
68.902;3.80E-06
68.904;-2.22E-06
68.906;1.06E-06
68.908;1.39E-06
68.91;-2.30E-07
68.912;-5.10E-07
68.914;-2.36E-06
68.916;-1.40E-07
68.918;1.33E-06
68.92;2.77E-06
68.922;1.14E-06
68.924;2.90E-06
68.926;1.67E-06
68.928;1.33E-06
68.93;-1.43E-06
68.932;-2.60E-07
68.934;-1.40E-07
68.936;6.50E-07
68.938;6.49E-06
68.94;4.68E-06
68.942;4.77E-06
68.944;5.50E-06
68.946;1.19E-06
68.948;1.77E-06
68.95;2.98E-06
68.952;-9.50E-07
68.954;4.20E-07
68.956;4.50E-07
68.958;1.06E-06
68.96;1.65E-06
68.962;5.37E-06
68.964;4.59E-06
68.966;4.72E-06
68.968;2.62E-06
68.97;9.20E-07
68.972;-1.26E-06
68.974;-8.50E-07
68.976;-6.22E-06
68.978;-4.83E-06
68.98;-4.38E-06
68.982;-1.52E-06
68.984;-1.51E-06
68.986;-2.44E-06
68.988;-2.54E-06
68.99;3.00E-08
68.992;-3.96E-06
68.994;-5.77E-06
68.996;-5.27E-06
68.998;-1.34E-06
69;-1.36E-06
69.002;-6.90E-07
69.004;-1.32E-06
69.006;-1.42E-06
69.008;-1.35E-06
69.01;-6.23E-06
69.012;-6.05E-06
69.014;-5.33E-06
69.016;-5.85E-06
69.018;-8.31E-06
69.02;-3.26E-06
69.022;5.00E-07
69.024;1.73E-06
69.026;1.21E-06
69.028;1.92E-06
69.03;-5.70E-07
69.032;-1.52E-06
69.034;-2.94E-06
69.036;-3.13E-06
69.038;-5.07E-06
69.04;-2.87E-06
69.042;-2.28E-06
69.044;-4.60E-07
69.046;-1.33E-06
69.048;-2.93E-06
69.05;-2.64E-06
69.052;-7.05E-06
69.054;-2.41E-06
69.056;-5.61E-06
69.058;-6.23E-06
69.06;-6.55E-06
69.062;-8.30E-07
69.064;-4.63E-06
69.066;2.90E-07
69.068;-6.20E-07
69.07;-4.19E-06
69.072;-1.11E-06
69.074;4.00E-07
69.076;-5.82E-06
69.078;-5.21E-06
69.08;-2.14E-06
69.082;-2.37E-06
69.084;-7.40E-07
69.086;-3.84E-06
69.088;-2.70E-06
69.09;-1.82E-06
69.092;-7.00E-08
69.094;-3.35E-06
69.096;-4.05E-06
69.098;-3.54E-06
69.1;1.50E-07
69.102;1.00E-06
69.104;-2.10E-07
69.106;-1.68E-06
69.108;-3.20E-07
69.11;-1.49E-06
69.112;-2.53E-06
69.114;-3.44E-06
69.116;-5.55E-06
69.118;-1.82E-06
69.12;-2.14E-06
69.122;1.50E-07
69.124;-3.08E-06
69.126;-8.80E-07
69.128;-2.80E-07
69.13;-2.73E-06
69.132;-5.27E-06
69.134;-7.82E-06
69.136;-7.95E-06
69.138;-3.33E-06
69.14;-3.10E-07
69.142;-4.60E-07
69.144;4.30E-07
69.146;-2.73E-06
69.148;-1.93E-06
69.15;-4.02E-06
69.152;-4.67E-06
69.154;-3.90E-06
69.156;-4.52E-06
69.158;-3.24E-06
69.16;-8.90E-07
69.162;-3.00E-07
69.164;2.35E-06
69.166;-9.90E-07
69.168;-1.20E-06
69.17;-9.29E-06
69.172;-3.31E-06
69.174;-4.60E-07
69.176;-1.70E-07
69.178;-2.15E-06
69.18;-2.10E-06
69.182;-3.40E-07
69.184;6.90E-07
69.186;1.61E-06
69.188;-5.00E-08
69.19;-1.32E-06
69.192;-2.94E-06
69.194;-2.81E-06
69.196;-1.26E-06
69.198;-2.66E-06
69.2;1.22E-06
69.202;-4.80E-07
69.204;3.25E-06
69.206;-1.40E-07
69.208;2.49E-06
69.21;-7.00E-07
69.212;-1.70E-07
69.214;-2.24E-06
69.216;-1.97E-06
69.218;-7.90E-07
69.22;-1.53E-06
69.222;1.26E-06
69.224;-1.70E-06
69.226;2.29E-06
69.228;-3.50E-07
69.23;-2.04E-06
69.232;-2.14E-06
69.234;-4.91E-06
69.236;-3.58E-06
69.238;-2.40E-06
69.24;2.10E-07
69.242;-8.20E-07
69.244;-3.00E-07
69.246;-7.20E-07
69.248;2.07E-06
69.25;-4.80E-07
69.252;3.05E-06
69.254;-6.80E-07
69.256;-2.21E-06
69.258;-1.22E-06
69.26;1.49E-06
69.262;1.07E-06
69.264;1.71E-06
69.266;2.44E-06
69.268;-2.10E-07
69.27;-1.10E-06
69.272;-2.99E-06
69.274;-4.25E-06
69.276;7.30E-07
69.278;-2.75E-06
69.28;2.80E-06
69.282;2.31E-06
69.284;3.79E-06
69.286;4.02E-06
69.288;5.40E-06
69.29;2.08E-06
69.292;1.76E-06
69.294;-1.76E-06
69.296;-1.54E-06
69.298;-9.10E-07
69.3;7.20E-07
69.302;3.11E-06
69.304;1.17E-06
69.306;3.55E-06
69.308;1.54E-06
69.31;-2.00E-08
69.312;-6.70E-07
69.314;-9.10E-07
69.316;-2.08E-06
69.318;-8.80E-07
69.32;1.84E-06
69.322;-8.91E-06
69.324;-4.80E-07
69.326;2.52E-06
69.328;-1.76E-06
69.33;-2.17E-06
69.332;-4.16E-06
69.334;-5.53E-06
69.336;-5.31E-06
69.338;-4.54E-06
69.34;-2.69E-06
69.342;-8.00E-07
69.344;-2.30E-07
69.346;1.98E-06
69.348;-2.79E-06
69.35;-2.75E-06
69.352;-3.99E-06
69.354;-2.49E-06
69.356;-4.09E-06
69.358;-4.16E-06
69.36;-2.58E-06
69.362;-3.20E-06
69.364;-1.27E-06
69.366;4.22E-06
69.368;-2.82E-06
69.37;-1.15E-06
69.372;-4.16E-06
69.374;-5.26E-06
69.376;-1.29E-06
69.378;-4.22E-06
69.38;-1.55E-06
69.382;-1.78E-06
69.384;6.10E-07
69.386;-2.80E-07
69.388;-1.96E-06
69.39;-4.49E-06
69.392;-5.80E-06
69.394;-5.15E-06
69.396;-4.53E-06
69.398;-3.90E-06
69.4;-3.44E-06
69.402;-1.10E-06
69.404;-8.00E-08
69.406;-5.50E-07
69.408;-4.07E-06
69.41;-4.86E-06
69.412;-3.34E-06
69.414;-5.15E-06
69.416;-4.38E-06
69.418;-5.52E-06
69.42;-4.30E-06
69.422;-1.28E-06
69.424;-1.27E-06
69.426;-4.00E-07
69.428;1.90E-07
69.43;-2.09E-06
69.432;-2.69E-06
69.434;-2.25E-06
69.436;-2.56E-06
69.438;3.30E-07
69.44;-1.00E-07
69.442;2.88E-06
69.444;-2.20E-07
69.446;-1.40E-07
69.448;8.20E-07
69.45;-4.22E-06
69.452;-2.68E-06
69.454;-2.83E-06
69.456;-4.78E-06
69.458;-4.84E-06
69.46;-2.39E-06
69.462;1.88E-06
69.464;1.50E-07
69.466;2.85E-06
69.468;1.24E-06
69.47;6.70E-07
69.472;-1.27E-06
69.474;-9.42E-06
69.476;-2.20E-06
69.478;-1.90E-06
69.48;-4.10E-07
69.482;3.21E-06
69.484;2.28E-06
69.486;3.13E-06
69.488;2.43E-06
69.49;-1.95E-06
69.492;-2.53E-06
69.494;-1.37E-06
69.496;-7.80E-07
69.498;1.90E-06
69.5;-1.60E-06
69.502;8.40E-07
69.504;1.07E-06
69.506;2.55E-06
