,A(x),B(Y)
,"6,866","-1,33E-06"
,"6,868","-2,96E-06"
,"6,87","-2,37E-06"
,"6,872","-5,62E-06"
,"6,874","-2,00E-08"
,"6,876","-5,40E-07"
,"6,878","-1,89E-06"
,"6,88","1,19E-06"
,"6,882","2,27E-06"
,"6,884","-2,23E-06"
,"6,886","-9,41E-06"
,"6,888","-6,56E-06"
,"6,89","-4,87E-06"
,"6,892","-5,60E-06"
,"6,894","-9,70E-07"
,"6,896","-7,04E-06"
,"6,898","-4,20E-07"
,"6,9","4,00E-08"
,"6,902","5,20E-07"
,"6,904","-4,27E-06"
,"6,906","-5,88E-06"
,"6,908","-7,35E-06"
,"6,91","-4,69E-06"
,"6,912","-7,02E-06"
,"6,914","-3,76E-06"
,"6,916","1,65E-06"
,"6,918","-3,90E-07"
,"6,92","-2,61E-06"
,"6,922","5,00E-08"
,"6,924","-2,47E-06"
,"6,926","-6,56E-06"
,"6,928","-3,53E-06"
,"6,93","-2,02E-06"
,"6,932","-3,08E-06"
,"6,934","-2,11E-06"
,"6,936","-3,77E-06"
,"6,938","-3,69E-06"
,"6,94","7,70E-07"
,"6,942","-1,40E-06"
,"6,944","-1,05E-06"
,"6,946","-2,51E-06"
,"6,948","-1,67E-06"
,"6,95","-5,85E-06"
,"6,952","-3,54E-06"
,"6,954","-1,61E-06"
,"6,956","-2,70E-06"
,"6,958","3,30E-07"
,"6,96","9,90E-07"
,"6,962","1,70E-07"
,"6,964","-3,75E-06"
,"6,966","1,68E-06"
,"6,968","-3,68E-06"
,"6,97","-2,00E-07"
,"6,972","-1,99E-06"
,"6,974","2,21E-06"
,"6,976","3,31E-06"
,"6,978","3,30E-07"
,"6,98","4,80E-07"
,"6,982","-5,30E-07"
,"6,984","-1,96E-06"
,"6,986","-3,37E-06"
,"6,988","-2,54E-06"
,"6,99","-3,78E-06"
,"6,992","-2,47E-06"
,"6,994","-7,30E-07"
,"6,996","-1,70E-07"
,"6,998","2,50E-07"
,7,"3,10E-07"
,"7,002","-2,40E-06"
,"7,004","-4,35E-06"
,"7,006","-2,61E-06"
,"7,008","-6,06E-06"
,"7,01","-7,34E-06"
,"7,012","-7,16E-06"
,"7,014","-4,96E-06"
,"7,016","1,70E-07"
,"7,018","5,80E-07"
,"7,02","1,05E-06"
,"7,022","-4,30E-07"
,"7,024","9,70E-07"
,"7,026","-4,04E-06"
,"7,028","-2,94E-06"
,"7,03","-4,21E-06"
,"7,032","-5,13E-06"
,"7,034","1,90E-07"
,"7,036","3,53E-06"
,"7,038","-5,90E-07"
,"7,04","1,73E-06"
,"7,042","5,70E-07"
,"7,044","1,30E-06"
,"7,046","-1,12E-06"
,"7,048","-3,48E-06"
,"7,05","-4,26E-06"
,"7,052","-3,57E-06"
,"7,054","-2,30E-06"
,"7,056","1,20E-07"
,"7,058","2,50E-06"
,"7,06","3,37E-06"
,"7,062","3,64E-06"
,"7,064","2,54E-06"
,"7,066","-1,57E-06"
,"7,068","-1,07E-06"
,"7,07","-3,63E-06"
,"7,072","-1,50E-06"
,"7,074","1,12E-06"
,"7,076","3,65E-06"
,"7,078","3,18E-06"
,"7,08","1,92E-06"
,"7,082","3,02E-06"
,"7,084","-8,00E-08"
,"7,086","-4,20E-07"
,"7,088","-1,31E-06"
,"7,09","-5,80E-07"
,"7,092","-2,40E-06"
,"7,094","-2,17E-06"
,"7,096","4,29E-06"
,"7,098","5,53E-06"
,"7,1","3,54E-06"
,"7,102","4,27E-06"
,"7,104","2,10E-07"
,"7,106","-2,79E-06"
,"7,108","-4,18E-06"
,"7,11","-2,72E-06"
,"7,112","-6,99E-06"
,"7,114","-3,54E-06"
,"7,116","-1,47E-06"
,"7,118","-2,88E-06"
,"7,12","-2,69E-06"
,"7,122","1,01E-06"
,"7,124","1,20E-07"
,"7,126","-2,03E-06"
,"7,128","-1,10E-07"
,"7,13","-4,10E-06"
,"7,132","-2,02E-06"
,"7,134","-2,33E-06"
,"7,136","-1,21E-06"
,"7,138","2,01E-06"
,"7,14","9,20E-07"
,"7,142","2,97E-06"
,"7,144","-1,14E-06"
,"7,146","-6,00E-08"
,"7,148","-2,89E-06"
,"7,15","-1,46E-06"
,"7,152","-2,77E-06"
,"7,154","-3,15E-06"
,"7,156","-1,83E-06"
,"7,158","-1,09E-06"
,"7,16","-1,44E-06"
,"7,162","-1,29E-06"
,"7,164","1,41E-06"
,"7,166","-5,72E-06"
,"7,168","-3,74E-06"
,"7,17","-1,29E-06"
,"7,172","-2,18E-06"
,"7,174","-2,03E-06"
,"7,176","-2,52E-06"
,"7,178","3,96E-06"
,"7,18","3,32E-06"
,"7,182","2,51E-06"
,"7,184","-1,07E-06"
,"7,186","-3,19E-06"
,"7,188","-2,28E-06"
,"7,19","-5,46E-06"
,"7,192","-4,21E-06"
,"7,194","-2,66E-06"
,"7,196","-9,90E-07"
,"7,198","-1,65E-06"
,"7,2","-1,80E-07"
,"7,202","-4,08E-06"
,"7,204","-3,29E-06"
,"7,206","-6,03E-06"
,"7,208","-3,53E-06"
,"7,21","-4,91E-06"
,"7,212","-6,79E-06"
,"7,214","-4,09E-06"
,"7,216","-3,89E-06"
,"7,218","-2,60E-06"
,"7,22","-2,72E-06"
,"7,222","-4,27E-06"
,"7,224","-4,73E-06"
,"7,226","-4,30E-06"
,"7,228","-4,32E-06"
,"7,23","-7,40E-06"
,"7,232","-6,91E-06"
,"7,234","-6,80E-06"
,"7,236","-1,74E-06"
,"7,238","1,14E-06"
,"7,24","-4,80E-07"
,"7,242","-2,50E-06"
,"7,244","-2,55E-06"
,"7,246","-3,77E-06"
,"7,248","-3,60E-06"
,"7,25","-2,85E-06"
,"7,252","-8,19E-06"
,"7,254","-5,82E-06"
,"7,256","-3,97E-06"
,"7,258","-7,10E-07"
,"7,26","5,00E-08"
,"7,262","-1,94E-06"
,"7,264","6,40E-07"
,"7,266","-1,38E-06"
,"7,268","-3,44E-06"
,"7,27","-4,19E-06"
,"7,272","-5,66E-06"
,"7,274","-4,20E-06"
,"7,276","-5,76E-06"
,"7,278","-4,20E-06"
,"7,28","-2,71E-06"
,"7,282","-4,15E-06"
,"7,284","-6,07E-06"
,"7,286","-5,23E-06"
,"7,288","-7,22E-06"
,"7,29","-7,92E-06"
,"7,292","-7,63E-06"
,"7,294","-5,70E-06"
,"7,296","-3,10E-06"
,"7,298","-2,58E-06"
,"7,3","-3,55E-06"
,"7,302","-3,20E-06"
,"7,304","-2,04E-06"
,"7,306","-5,34E-06"
,"7,308","-5,57E-06"
,"7,31","-7,52E-06"
,"7,312","-5,32E-06"
,"7,314","-5,24E-06"
,"7,316","-4,77E-06"
,"7,318","-2,41E-06"
,"7,32","-4,24E-06"
,"7,322","-3,47E-06"
,"7,324","-2,63E-06"
,"7,326","-7,05E-06"
,"7,328","-2,86E-06"
,"7,33","-2,32E-06"
,"7,332","-6,40E-07"
,"7,334","-5,80E-06"
,"7,336","-3,80E-07"
,"7,338","-7,80E-07"
,"7,34","-4,77E-06"
,"7,342","2,70E-07"
,"7,344","-3,46E-06"
,"7,346","-5,89E-06"
,"7,348","-7,03E-06"
,"7,35","-5,06E-06"
,"7,352","-7,23E-06"
,"7,354","-5,50E-06"
,"7,356","-5,42E-06"
,"7,358","-7,90E-06"
,"7,36","-3,65E-06"
,"7,362","-1,00E-06"
,"7,364","-1,70E-06"
,"7,366","-3,53E-06"
,"7,368","-5,88E-06"
,"7,37","-4,34E-06"
,"7,372","-4,91E-06"
,"7,374","-6,42E-06"
,"7,376","-2,60E-06"
,"7,378","-2,72E-06"
,"7,38","-1,32E-06"
,"7,382","-1,85E-06"
,"7,384","-2,80E-06"
,"7,386","-3,41E-06"
,"7,388","-4,31E-06"
,"7,39","-5,19E-06"
,"7,392","-5,34E-06"
,"7,394","-4,15E-06"
,"7,396","1,20E-06"
,"7,398","-2,96E-06"
,"7,4","-1,03E-06"
,"7,402","-2,19E-06"
,"7,404","-4,40E-07"
,"7,406","-2,97E-06"
,"7,408","-5,43E-06"
,"7,41","-6,81E-06"
,"7,412","-7,26E-06"
,"7,414","-4,48E-06"
,"7,416","2,70E-07"
,"7,418","2,00E-06"
,"7,42","-1,00E-08"
,"7,422","-4,40E-07"
,"7,424","-1,44E-06"
,"7,426","-4,33E-06"
,"7,428","-5,24E-06"
,"7,43","-5,40E-06"
,"7,432","-6,13E-06"
,"7,434","-6,35E-06"
,"7,436","-2,01E-06"
,"7,438","-3,06E-06"
,"7,44","-3,11E-06"
,"7,442","-3,23E-06"
,"7,444","-2,04E-06"
,"7,446","-3,00E-06"
,"7,448","-4,86E-06"
,"7,45","-4,93E-06"
,"7,452","-5,42E-06"
,"7,454","-3,80E-06"
,"7,456","-2,01E-06"
,"7,458","-2,74E-06"
,"7,46","-4,14E-06"
,"7,462","-2,75E-06"
,"7,464","-3,62E-06"
,"7,466","-4,48E-06"
,"7,468","-6,97E-06"
,"7,47","-7,94E-06"
,"7,472","-9,25E-06"
,"7,474","-5,46E-06"
,"7,476","-3,12E-06"
,"7,478","-4,00E-06"
,"7,48","-3,58E-06"
,"7,482","-6,25E-06"
,"7,484","-5,73E-06"
,"7,486","-5,49E-06"
,"7,488","-7,08E-06"
,"7,49","-4,44E-06"
,"7,492","-5,68E-06"
,"7,494","-6,04E-06"
,"7,496","-4,09E-06"
,"7,498","-2,16E-06"
,"7,5","-1,90E-06"
,"7,502","6,20E-07"
,"7,504","4,80E-07"
,"7,506","-1,59E-06"
,"7,508","-2,52E-06"
,"7,51","-6,67E-06"
,"7,512","-6,25E-06"
,"7,514","-3,42E-06"
,"7,516","-7,10E-07"
,"7,518","-2,61E-06"
,"7,52","1,70E-07"
,"7,522","-6,10E-07"
,"7,524","-3,54E-06"
,"7,526","9,70E-07"
,"7,528","3,50E-07"
,"7,53","-5,34E-06"
,"7,532","-3,87E-06"
,"7,534","-2,36E-06"
,"7,536","9,80E-07"
,"7,538","-3,10E-06"
,"7,54","2,25E-06"
,"7,542","2,39E-06"
,"7,544","1,61E-06"
,"7,546","2,24E-06"
,"7,548","-1,80E-07"
,"7,55","-2,10E-06"
,"7,552","-2,77E-06"
,"7,554","9,40E-07"
,"7,556","2,34E-06"
,"7,558","1,15E-06"
,"7,56","4,00E-07"
,"7,562","-1,50E-06"
,"7,564","6,50E-07"
,"7,566","-1,79E-06"
,"7,568","-1,00E-06"
,"7,57","5,40E-07"
,"7,572","-3,60E-07"
,"7,574","-2,24E-06"
,"7,576","-6,70E-07"
,"7,578","1,03E-06"
,"7,58","1,49E-06"
,"7,582","4,00E-06"
,"7,584","2,23E-06"
,"7,586","2,80E-07"
,"7,588","3,80E-07"
,"7,59","-5,20E-07"
,"7,592","-2,16E-06"
,"7,594","8,60E-07"
,"7,596","1,69E-06"
,"7,598","1,27E-06"
,"7,6","3,96E-06"
,"7,602","4,77E-06"
,"7,604","3,79E-06"
,"7,606","-1,57E-06"
,"7,608","9,00E-07"
,"7,61","-1,00E-08"
,"7,612","-2,13E-06"
,"7,614","-5,60E-07"
,"7,616","1,67E-06"
,"7,618","4,32E-06"
,"7,62","3,57E-06"
,"7,622","3,37E-06"
,"7,624","1,12E-06"
,"7,626","3,10E-07"
,"7,628","-4,80E-07"
,"7,63","-1,11E-06"
,"7,632","-5,40E-07"
,"7,634","-1,36E-06"
,"7,636","2,37E-06"
,"7,638","3,64E-06"
,"7,64","3,39E-06"
,"7,642","3,64E-06"
,"7,644","-1,90E-07"
,"7,646","-2,31E-06"
,"7,648","-1,80E-07"
,"7,65","1,16E-06"
,"7,652","-2,57E-06"
,"7,654","-5,00E-08"
,"7,656","3,98E-06"
,"7,658","3,27E-06"
,"7,66","4,79E-06"
,"7,662","4,39E-06"
,"7,664","3,75E-06"
,"7,666","4,21E-06"
,"7,668","1,71E-06"
,"7,67","2,07E-06"
,"7,672","2,34E-06"
,"7,674","2,97E-06"
,"7,676","3,00E-06"
,"7,678","3,30E-06"
,"7,68","3,78E-06"
,"7,682","6,55E-06"
,"7,684","2,08E-06"
,"7,686","2,56E-06"
,"7,688","1,43E-06"
,"7,69","2,00E-06"
,"7,692","-7,00E-08"
,"7,694","2,03E-06"
,"7,696","9,30E-07"
,"7,698","2,44E-06"
,"7,7","1,63E-06"
,"7,702","4,69E-06"
,"7,704","4,00E-08"
,"7,706","-2,97E-06"
,"7,708","-1,45E-06"
,"7,71","-2,90E-06"
,"7,712","-2,62E-06"
,"7,714","-1,55E-06"
,"7,716","-5,07E-06"
,"7,718","-1,97E-06"
,"7,72","-9,50E-07"
,"7,722","1,60E-07"
,"7,724","-1,28E-06"
,"7,726","-1,24E-06"
,"7,728","-3,16E-06"
,"7,73","-3,76E-06"
,"7,732","-3,37E-06"
,"7,734","-3,59E-06"
,"7,736","-2,31E-06"
,"7,738","-2,00E-08"
,"7,74","-5,00E-08"
,"7,742","-1,17E-06"
,"7,744","-8,60E-07"
,"7,746","-2,64E-06"
,"7,748","-7,40E-07"
,"7,75","-4,98E-06"
,"7,752","-2,72E-06"
,"7,754","-3,50E-07"
,"7,756","-1,67E-06"
,"7,758","2,01E-06"
,"7,76","2,06E-06"
,"7,762","-4,60E-07"
,"7,764","-2,46E-06"
,"7,766","-1,34E-06"
,"7,768","-4,69E-06"
,"7,77","-2,10E-06"
,"7,772","-5,25E-06"
,"7,774","-5,26E-06"
,"7,776","1,65E-06"
,"7,778","2,25E-06"
,"7,78","6,70E-07"
,"7,782","1,39E-06"
,"7,784","-1,53E-06"
,"7,786","2,00E-07"
,"7,788","-4,32E-06"
,"7,79","-2,79E-06"
,"7,792","-3,94E-06"
,"7,794","-2,83E-06"
,"7,796","-4,50E-07"
,"7,798","2,86E-06"
,"7,8","3,78E-06"
,"7,802","3,63E-06"
,"7,804","-1,01E-06"
,"7,806","-5,67E-06"
,"7,808","-8,50E-07"
,"7,81","-5,40E-07"
,"7,812","-2,47E-06"
,"7,814","-6,20E-07"
,"7,816","8,40E-07"
,"7,818","-6,40E-07"
,"7,82","5,89E-06"
,"7,822","2,57E-06"
,"7,824","2,58E-06"
,"7,826","1,10E-07"
,"7,828","2,40E-07"
,"7,83","-1,29E-06"
,"7,832","-7,70E-07"
,"7,834","4,50E-07"
,"7,836","2,16E-06"
,"7,838","3,71E-06"
,"7,84","3,05E-06"
,"7,842","2,22E-06"
,"7,844","4,35E-06"
,"7,846","2,62E-06"
,"7,848","2,33E-06"
,"7,85","-2,90E-07"
,"7,852","-1,73E-06"
,"7,854","-1,27E-06"
,"7,856","3,32E-06"
,"7,858","4,43E-06"
,"7,86","4,56E-06"
,"7,862","2,94E-06"
,"7,864","2,28E-06"
,"7,866","1,22E-06"
,"7,868","8,10E-07"
,"7,87","-2,12E-06"
,"7,872","-2,43E-06"
,"7,874","-5,60E-07"
,"7,876","3,54E-06"
,"7,878","5,49E-06"
,"7,88","5,93E-06"
,"7,882","6,00E-06"
,"7,884","4,22E-06"
,"7,886","2,60E-06"
,"7,888","7,50E-07"
,"7,89","-2,04E-06"
,"7,892","-3,31E-06"
,"7,894","-2,99E-06"
,"7,896","3,90E-07"
,"7,898","2,85E-06"
,"7,9","2,51E-06"
,"7,902","5,66E-06"
,"7,904","5,13E-06"
,"7,906","-2,90E-07"
,"7,908","5,30E-07"
,"7,91","-3,08E-06"
,"7,912","-6,80E-07"
,"7,914","-2,73E-06"
,"7,916","9,50E-07"
,"7,918","4,60E-07"
,"7,92","2,42E-06"
,"7,922","3,65E-06"
,"7,924","3,31E-06"
,"7,926","-5,70E-07"
,"7,928","2,20E-07"
,"7,93","-1,40E-06"
,"7,932","-2,49E-06"
,"7,934","5,00E-08"
,"7,936","8,10E-07"
,"7,938","3,50E-07"
,"7,94","5,50E-07"
,"7,942","1,20E-07"
,"7,944","-1,60E-07"
,"7,946","-1,64E-06"
,"7,948","-1,73E-06"
,"7,95","-4,42E-06"
,"7,952","-3,70E-06"
,"7,954","-3,14E-06"
,"7,956","-6,80E-07"
,"7,958","1,58E-06"
,"7,96","1,47E-06"
,"7,962","3,11E-06"
,"7,964","-5,60E-07"
,"7,966","5,40E-07"
,"7,968","-5,70E-07"
,"7,97","-3,40E-07"
,"7,972","-3,20E-07"
,"7,974","1,75E-06"
,"7,976","8,40E-07"
,"7,978","7,70E-07"
,"7,98","2,23E-06"
,"7,982","7,80E-07"
,"7,984","2,05E-06"
,"7,986","-1,13E-06"
,"7,988","-3,53E-06"
,"7,99","-1,02E-06"
,"7,992","-2,36E-06"
,"7,994","-2,23E-06"
,"7,996","2,07E-06"
,"7,998","1,68E-06"
,8,"5,31E-06"
,"8,002","7,82E-06"
,"8,004","4,69E-06"
,"8,006","6,66E-06"
,"8,008","3,73E-06"
,"8,01","1,72E-06"
,"8,012","9,00E-08"
,"8,014","-4,10E-07"
,"8,016","1,78E-06"
,"8,018","1,80E-07"
,"8,02","2,36E-06"
,"8,022","4,14E-06"
,"8,024","1,87E-06"
,"8,026","1,58E-06"
,"8,028","1,82E-06"
,"8,03","-3,70E-07"
,"8,032","-6,90E-07"
,"8,034","-4,00E-08"
,"8,036","-6,10E-07"
,"8,038","3,20E-06"
,"8,04","2,74E-06"
,"8,042","3,76E-06"
,"8,044","2,80E-06"
,"8,046","3,88E-06"
,"8,048","8,10E-07"
,"8,05","-3,34E-06"
,"8,052","-4,30E-07"
,"8,054","-1,53E-06"
,"8,056","-1,02E-06"
,"8,058","-5,80E-07"
,"8,06","2,93E-06"
,"8,062","1,72E-06"
,"8,064","-1,30E-07"
,"8,066","-4,80E-07"
,"8,068","-2,34E-06"
,"8,07","-1,30E-07"
,"8,072","-2,90E-06"
,"8,074","-3,36E-06"
,"8,076","-1,96E-06"
,"8,078","-1,90E-06"
,"8,08","-4,10E-07"
,"8,082","-6,00E-08"
,"8,084","2,32E-06"
,"8,086","2,03E-06"
,"8,088","7,70E-07"
,"8,09","-5,00E-07"
,"8,092","-1,52E-06"
,"8,094","-1,15E-06"
,"8,096","-3,00E-07"
,"8,098","-1,80E-06"
,"8,1","2,55E-06"
,"8,102","3,73E-06"
,"8,104","3,00E-06"
,"8,106","2,66E-06"
,"8,108","6,09E-06"
,"8,11","3,75E-06"
,"8,112","-2,42E-06"
,"8,114","-2,30E-06"
,"8,116","1,40E-07"
,"8,118","1,09E-06"
,"8,12","2,64E-06"
,"8,122","3,00E-06"
,"8,124","5,75E-06"
,"8,126","3,59E-06"
,"8,128","3,70E-06"
,"8,13","-1,20E-07"
,"8,132","-1,67E-06"
,"8,134","-3,00E-07"
,"8,136","-4,20E-07"
,"8,138","1,07E-06"
,"8,14","-8,30E-07"
,"8,142","2,41E-06"
,"8,144","2,77E-06"
,"8,146","2,79E-06"
,"8,148","-3,10E-06"
,"8,15","-3,79E-06"
,"8,152","-2,20E-06"
,"8,154","1,20E-07"
,"8,156","-1,26E-06"
,"8,158","1,91E-06"
,"8,16","1,69E-06"
,"8,162","1,69E-06"
,"8,164","2,06E-06"
,"8,166","9,00E-07"
,"8,168","7,00E-08"
,"8,17","7,00E-08"
,"8,172","-1,08E-06"
,"8,174","-3,08E-06"
,"8,176","-2,65E-06"
,"8,178","-9,50E-07"
,"8,18","-1,70E-07"
,"8,182","-9,70E-07"
,"8,184","3,29E-06"
,"8,186","2,75E-06"
,"8,188","-9,50E-07"
,"8,19","-4,32E-06"
,"8,192","-1,58E-06"
,"8,194","-2,14E-06"
,"8,196","-4,30E-07"
,"8,198","-3,61E-06"
,"8,2","-2,94E-06"
,"8,202","-1,06E-06"
,"8,204","2,49E-06"
,"8,206","4,23E-06"
,"8,208","-3,00E-08"
,"8,21","-7,80E-07"
,"8,212","-1,19E-06"
,"8,214","-1,58E-06"
,"8,216","-6,00E-07"
,"8,218","-2,60E-07"
,"8,22","5,70E-07"
,"8,222","3,48E-06"
,"8,224","2,70E-07"
,"8,226","8,30E-07"
,"8,228","2,37E-06"
,"8,23","-5,00E-08"
,"8,232","-2,60E-07"
,"8,234","-3,66E-06"
,"8,236","-2,63E-06"
,"8,238","-2,52E-06"
,"8,24","6,80E-07"
,"8,242","-2,40E-07"
,"8,244","3,40E-07"
,"8,246","1,20E-07"
,"8,248","-4,00E-08"
,"8,25","-2,29E-06"
,"8,252","-2,39E-06"
,"8,254","-2,35E-06"
,"8,256","-3,36E-06"
,"8,258","-6,70E-07"
,"8,26","-6,60E-07"
,"8,262","3,08E-06"
,"8,264","3,13E-06"
,"8,266","3,31E-06"
,"8,268","3,34E-06"
,"8,27","-5,20E-07"
,"8,272","6,60E-07"
,"8,274","3,06E-06"
,"8,276","8,40E-07"
,"8,278","3,15E-06"
,"8,28","4,95E-06"
,"8,282","1,02E-05"
,"8,284","7,78E-06"
,"8,286","5,30E-06"
,"8,288","2,45E-06"
,"8,29","1,20E-06"
,"8,292","4,30E-06"
,"8,294","3,20E-07"
,"8,296","3,26E-06"
,"8,298","2,26E-06"
,"8,3","5,52E-06"
,"8,302","1,09E-06"
,"8,304","3,28E-06"
,"8,306","5,43E-06"
,"8,308","1,41E-06"
,"8,31","1,52E-06"
,"8,312","-2,17E-06"
,"8,314","2,10E-07"
,"8,316","-1,55E-06"
,"8,318","2,50E-06"
,"8,32","-2,00E-07"
,"8,322","2,73E-06"
,"8,324","2,80E-06"
,"8,326","2,55E-06"
,"8,328","1,41E-06"
,"8,33","3,60E-07"
,"8,332","-4,60E-07"
,"8,334","-1,12E-06"
,"8,336","3,50E-07"
,"8,338","2,29E-06"
,"8,34","3,17E-06"
,"8,342","2,30E-06"
,"8,344","3,49E-06"
,"8,346","5,83E-06"
,"8,348","4,24E-06"
,"8,35","8,40E-07"
,"8,352","-2,90E-07"
,"8,354","2,14E-06"
,"8,356","-2,03E-06"
,"8,358","5,00E-07"
,"8,36","3,03E-06"
,"8,362","4,60E-06"
,"8,364","3,03E-06"
,"8,366","3,89E-06"
,"8,368","4,49E-06"
,"8,37","-1,50E-07"
,"8,372","3,20E-06"
,"8,374","8,40E-07"
,"8,376","-1,52E-06"
,"8,378","-2,40E-07"
,"8,38","1,80E-06"
,"8,382","5,58E-06"
,"8,384","3,89E-06"
,"8,386","3,76E-06"
,"8,388","2,13E-06"
,"8,39","3,64E-06"
,"8,392","3,30E-07"
,"8,394","1,85E-06"
,"8,396","7,20E-07"
,"8,398","1,39E-06"
,"8,4","4,38E-06"
,"8,402","6,14E-06"
,"8,404","5,52E-06"
,"8,406","2,38E-06"
,"8,408","1,05E-06"
,"8,41","3,54E-06"
,"8,412","-5,00E-07"
,"8,414","-2,30E-07"
,"8,416","2,92E-06"
,"8,418","5,14E-06"
,"8,42","3,24E-06"
,"8,422","6,40E-06"
,"8,424","3,33E-06"
,"8,426","2,59E-06"
,"8,428","6,10E-07"
,"8,43","3,00E-08"
,"8,432","9,60E-07"
,"8,434","-1,26E-06"
,"8,436","1,06E-06"
,"8,438","2,69E-06"
,"8,44","1,97E-06"
,"8,442","-1,40E-07"
,"8,444","3,42E-06"
,"8,446","2,03E-06"
,"8,448","1,75E-06"
,"8,45","1,84E-06"
,"8,452","1,34E-06"
,"8,454","8,10E-07"
,"8,456","1,77E-06"
,"8,458","4,72E-06"
,"8,46","2,88E-06"
,"8,462","5,27E-06"
,"8,464","7,25E-06"
,"8,466","3,16E-06"
,"8,468","2,39E-06"
,"8,47","-7,40E-07"
,"8,472","-9,70E-07"
,"8,474","-2,47E-06"
,"8,476","1,63E-06"
,"8,478","4,80E-07"
,"8,48","4,11E-06"
,"8,482","2,96E-06"
,"8,484","2,58E-06"
,"8,486","8,12E-06"
,"8,488","1,64E-06"
,"8,49","-2,20E-07"
,"8,492","-3,80E-06"
,"8,494","-4,05E-06"
,"8,496","1,40E-07"
,"8,498","3,80E-07"
,"8,5","3,08E-06"
,"8,502","1,56E-06"
,"8,504","5,44E-06"
,"8,506","1,90E-06"
,"8,508","2,32E-06"
,"8,51","-1,10E-07"
,"8,512","-1,64E-06"
,"8,514","1,70E-07"
,"8,516","-9,00E-07"
,"8,518","2,01E-06"
,"8,52","3,48E-06"
,"8,522","5,78E-06"
,"8,524","2,66E-06"
,"8,526","4,78E-06"
,"8,528","9,60E-07"
,"8,53","-2,19E-06"
,"8,532","-4,18E-06"
,"8,534","-5,21E-06"
,"8,536","-1,52E-06"
,"8,538","-5,50E-07"
,"8,54","3,48E-06"
,"8,542","3,59E-06"
,"8,544","3,12E-06"
,"8,546","5,10E-07"
,"8,548","-6,60E-07"
,"8,55","-3,10E-07"
,"8,552","-8,90E-07"
,"8,554","3,60E-07"
,"8,556","1,98E-06"
,"8,558","3,73E-06"
,"8,56","1,12E-06"
,"8,562","3,31E-06"
,"8,564","3,85E-06"
,"8,566","1,92E-06"
,"8,568","2,86E-06"
,"8,57","1,37E-06"
,"8,572","6,77E-06"
,"8,574","2,24E-06"
,"8,576","8,20E-07"
,"8,578","-1,32E-06"
,"8,58","2,17E-06"
,"8,582","3,19E-06"
,"8,584","5,59E-06"
,"8,586","2,71E-06"
,"8,588","2,85E-06"
,"8,59","1,76E-06"
,"8,592","1,00E-08"
,"8,594","-2,70E-06"
,"8,596","-5,44E-06"
,"8,598","-1,17E-06"
,"8,6","1,75E-06"
,"8,602","1,27E-06"
,"8,604","4,02E-06"
,"8,606","4,16E-06"
,"8,608","4,70E-06"
,"8,61","-6,20E-07"
,"8,612","4,00E-08"
,"8,614","-1,88E-06"
,"8,616","5,40E-07"
,"8,618","2,50E-07"
,"8,62","3,00E-06"
,"8,622","8,00E-07"
,"8,624","-2,21E-06"
,"8,626","6,40E-07"
,"8,628","-3,10E-07"
,"8,63","-9,00E-08"
,"8,632","-2,20E-07"
,"8,634","-3,74E-06"
,"8,636","1,50E-07"
,"8,638","2,58E-06"
,"8,64","3,72E-06"
,"8,642","2,27E-06"
,"8,644","5,89E-06"
,"8,646","2,79E-06"
,"8,648","3,16E-06"
,"8,65","3,74E-06"
,"8,652","-6,20E-07"
,"8,654","-4,70E-07"
,"8,656","1,30E-07"
,"8,658","2,47E-06"
,"8,66","-6,00E-07"
,"8,662","4,98E-06"
,"8,664","4,60E-06"
,"8,666","2,70E-07"
,"8,668","-5,00E-07"
,"8,67","-6,40E-07"
,"8,672","-1,06E-06"
,"8,674","-1,69E-06"
,"8,676","-2,80E-06"
,"8,678","2,50E-07"
,"8,68","1,95E-06"
,"8,682","-3,90E-07"
,"8,684","2,29E-06"
,"8,686","4,00E-07"
,"8,688","9,40E-07"
,"8,69","7,60E-07"
,"8,692","-2,46E-06"
,"8,694","-1,16E-06"
,"8,696","-3,80E-07"
,"8,698","2,99E-06"
,"8,7","1,46E-06"
,"8,702","-1,97E-06"
,"8,704","1,42E-06"
,"8,706","-8,90E-07"
,"8,708","1,17E-06"
,"8,71","-4,28E-06"
,"8,712","-9,50E-07"
,"8,714","-5,75E-06"
,"8,716","-6,77E-06"
,"8,718","-3,57E-06"
,"8,72","7,10E-07"
,"8,722","1,67E-06"
,"8,724","5,50E-07"
,"8,726","5,50E-07"
,"8,728","8,30E-07"
,"8,73","4,90E-07"
,"8,732","-2,40E-07"
,"8,734","-9,10E-07"
,"8,736","1,18E-06"
,"8,738","5,80E-07"
,"8,74","2,37E-06"
,"8,742","9,00E-08"
,"8,744","3,61E-06"
,"8,746","1,00E-07"
,"8,748","-1,30E-07"
,"8,75","-2,59E-06"
,"8,752","-3,40E-06"
,"8,754","-2,22E-06"
,"8,756","-2,54E-06"
,"8,758","3,10E-07"
,"8,76","1,65E-06"
,"8,762","4,99E-06"
,"8,764","2,39E-06"
,"8,766","3,80E-07"
,"8,768","2,32E-06"
,"8,77","-8,90E-07"
,"8,772","3,80E-07"
,"8,774","-6,10E-07"
,"8,776","1,22E-06"
,"8,778","2,56E-06"
,"8,78","3,60E-06"
,"8,782","1,00E-07"
,"8,784","2,29E-06"
,"8,786","3,14E-06"
,"8,788","-7,20E-07"
