,A(x),B(Y)
,"-58,636","2,75E-06"
,"-58,634","5,60E-07"
,"-58,632","6,70E-07"
,"-58,63","3,10E-07"
,"-58,628","1,00E-07"
,"-58,626","1,17E-06"
,"-58,624","-1,43E-06"
,"-58,622","1,04E-06"
,"-58,62","6,50E-07"
,"-58,618","3,60E-07"
,"-58,616","3,15E-06"
,"-58,614","-2,40E-07"
,"-58,612","-3,88E-06"
,"-58,61","-4,43E-06"
,"-58,608","-2,18E-06"
,"-58,606","-2,20E-06"
,"-58,604","-1,03E-06"
,"-58,602","-2,52E-06"
,"-58,6","1,33E-06"
,"-58,598","2,10E-06"
,"-58,596","-6,20E-07"
,"-58,594","1,55E-06"
,"-58,592","-2,61E-06"
,"-58,59","1,32E-06"
,"-58,588","-2,06E-06"
,"-58,586","-2,60E-06"
,"-58,584","-2,23E-06"
,"-58,582","7,10E-07"
,"-58,58","2,46E-06"
,"-58,578","-8,50E-07"
,"-58,576","8,90E-07"
,"-58,574","4,00E-08"
,"-58,572","-3,20E-06"
,"-58,57","-4,10E-06"
,"-58,568","-5,79E-06"
,"-58,566","-4,08E-06"
,"-58,564","-3,56E-06"
,"-58,562","-2,00E-08"
,"-58,56","1,51E-06"
,"-58,558","1,50E-06"
,"-58,556","-8,90E-07"
,"-58,554","-1,81E-06"
,"-58,552","-3,19E-06"
,"-58,55","-3,54E-06"
,"-58,548","-3,15E-06"
,"-58,546","-2,72E-06"
,"-58,544","-2,80E-07"
,"-58,542","2,30E-06"
,"-58,54","1,88E-06"
,"-58,538","2,08E-06"
,"-58,536","2,95E-06"
,"-58,534","-8,00E-07"
,"-58,532","-1,89E-06"
,"-58,53","2,30E-07"
,"-58,528","-2,07E-06"
,"-58,526","-1,99E-06"
,"-58,524","1,23E-06"
,"-58,522","3,77E-06"
,"-58,52","1,61E-06"
,"-58,518","2,41E-06"
,"-58,516","2,36E-06"
,"-58,514","1,77E-06"
,"-58,512","1,60E-07"
,"-58,51","-3,13E-06"
,"-58,508","-8,00E-07"
,"-58,506","-1,86E-06"
,"-58,504","-1,25E-06"
,"-58,502","3,60E-07"
,"-58,5","1,58E-06"
,"-58,498","-5,40E-07"
,"-58,496","-1,85E-06"
,"-58,494","-2,29E-06"
,"-58,492","-4,25E-06"
,"-58,49","-3,17E-06"
,"-58,488","-9,90E-07"
,"-58,486","-9,40E-07"
,"-58,484","8,90E-07"
,"-58,482","1,77E-06"
,"-58,48","2,93E-06"
,"-58,478","1,49E-06"
,"-58,476","3,54E-06"
,"-58,474","-1,27E-06"
,"-58,472","-2,38E-06"
,"-58,47","-5,04E-06"
,"-58,468","-1,36E-06"
,"-58,466","-1,60E-06"
,"-58,464","1,30E-06"
,"-58,462","1,92E-06"
,"-58,46","2,32E-06"
,"-58,458","1,25E-06"
,"-58,456","5,34E-06"
,"-58,454","1,88E-06"
,"-58,452","3,22E-06"
,"-58,45","1,49E-06"
,"-58,448","4,40E-07"
,"-58,446","1,95E-06"
,"-58,444","-8,60E-07"
,"-58,442","9,00E-07"
,"-58,44","7,10E-07"
,"-58,438","6,50E-07"
,"-58,436","1,99E-06"
,"-58,434","1,49E-06"
,"-58,432","1,72E-06"
,"-58,43","-1,45E-06"
,"-58,428","-2,98E-06"
,"-58,426","-1,60E-06"
,"-58,424","-3,42E-06"
,"-58,422","-1,00E-06"
,"-58,42","2,00E-08"
,"-58,418","4,36E-06"
,"-58,416","4,10E-07"
,"-58,414","3,58E-06"
,"-58,412","-4,00E-07"
,"-58,41","-8,60E-07"
,"-58,408","-3,31E-06"
,"-58,406","-9,30E-07"
,"-58,404","1,40E-07"
,"-58,402","3,36E-06"
,"-58,4","5,07E-06"
,"-58,398","1,08E-06"
,"-58,396","5,39E-06"
,"-58,394","4,84E-06"
,"-58,392","1,75E-06"
,"-58,39","1,40E-06"
,"-58,388","-1,23E-06"
,"-58,386","3,03E-06"
,"-58,384","-4,10E-07"
,"-58,382","1,07E-06"
,"-58,38","1,08E-06"
,"-58,378","1,91E-06"
,"-58,376","3,32E-06"
,"-58,374","1,22E-06"
,"-58,372","-2,82E-06"
,"-58,37","1,20E-06"
,"-58,368","1,44E-06"
,"-58,366","2,49E-06"
,"-58,364","2,13E-06"
,"-58,362","3,28E-06"
,"-58,36","4,37E-06"
,"-58,358","4,44E-06"
,"-58,356","5,22E-06"
,"-58,354","3,73E-06"
,"-58,352","7,60E-07"
,"-58,35","1,69E-06"
,"-58,348","1,70E-07"
,"-58,346","2,38E-06"
,"-58,344","1,93E-06"
,"-58,342","1,22E-06"
,"-58,34","5,04E-06"
,"-58,338","4,10E-06"
,"-58,336","4,77E-06"
,"-58,334","2,58E-06"
,"-58,332","6,50E-07"
,"-58,33","2,31E-06"
,"-58,328","2,50E-07"
,"-58,326","8,70E-07"
,"-58,324","-2,38E-06"
,"-58,322","-1,23E-06"
,"-58,32","3,90E-06"
,"-58,318","4,24E-06"
,"-58,316","4,45E-06"
,"-58,314","3,41E-06"
,"-58,312","-7,70E-07"
,"-58,31","8,60E-07"
,"-58,308","1,60E-07"
,"-58,306","2,20E-07"
,"-58,304","2,80E-07"
,"-58,302","3,52E-06"
,"-58,3","4,47E-06"
,"-58,298","2,43E-06"
,"-58,296","2,93E-06"
,"-58,294","1,45E-06"
,"-58,292","-1,96E-06"
,"-58,29","-1,60E-07"
,"-58,288","-3,07E-06"
,"-58,286","-3,89E-06"
,"-58,284","-2,31E-06"
,"-58,282","1,76E-06"
,"-58,28","3,32E-06"
,"-58,278","3,60E-06"
,"-58,276","2,57E-06"
,"-58,274","5,73E-06"
,"-58,272","1,51E-06"
,"-58,27","-2,50E-07"
,"-58,268","4,60E-07"
,"-58,266","-2,30E-07"
,"-58,264","-2,28E-06"
,"-58,262","-1,65E-06"
,"-58,26","3,42E-06"
,"-58,258","7,80E-07"
,"-58,256","4,90E-07"
,"-58,254","-5,40E-07"
,"-58,252","-3,83E-06"
,"-58,25","-6,30E-06"
,"-58,248","-4,58E-06"
,"-58,246","-1,72E-06"
,"-58,244","-4,13E-06"
,"-58,242","3,02E-06"
,"-58,24","2,75E-06"
,"-58,238","2,32E-06"
,"-58,236","2,80E-07"
,"-58,234","2,50E-07"
,"-58,232","-8,30E-07"
,"-58,23","-3,20E-07"
,"-58,228","8,00E-08"
,"-58,226","-2,78E-06"
,"-58,224","-2,46E-06"
,"-58,222","1,84E-06"
,"-58,22","-9,00E-08"
,"-58,218","2,76E-06"
,"-58,216","3,77E-06"
,"-58,214","1,76E-06"
,"-58,212","1,49E-06"
,"-58,21","-8,70E-07"
,"-58,208","5,40E-07"
,"-58,206","-4,70E-07"
,"-58,204","-1,30E-06"
,"-58,202","1,42E-06"
,"-58,2","3,04E-06"
,"-58,198","2,11E-06"
,"-58,196","-1,60E-07"
,"-58,194","1,39E-06"
,"-58,192","9,00E-07"
,"-58,19","-3,26E-06"
,"-58,188","-3,19E-06"
,"-58,186","4,60E-07"
,"-58,184","8,30E-07"
,"-58,182","1,97E-06"
,"-58,18","3,04E-06"
,"-58,178","1,48E-06"
,"-58,176","7,20E-07"
,"-58,174","2,28E-06"
,"-58,172","4,00E-08"
,"-58,17","-1,56E-06"
,"-58,168","2,12E-06"
,"-58,166","7,30E-07"
,"-58,164","-4,20E-07"
,"-58,162","-1,66E-06"
,"-58,16","4,29E-06"
,"-58,158","2,43E-06"
,"-58,156","5,80E-06"
,"-58,154","2,85E-06"
,"-58,152","1,67E-06"
,"-58,15","-4,80E-07"
,"-58,148","6,10E-07"
,"-58,146","-9,10E-07"
,"-58,144","5,90E-07"
,"-58,142","1,29E-06"
,"-58,14","3,19E-06"
,"-58,138","4,29E-06"
,"-58,136","2,82E-06"
,"-58,134","8,70E-07"
,"-58,132","-1,20E-07"
,"-58,13","-1,00E-07"
,"-58,128","-1,44E-06"
,"-58,126","1,03E-06"
,"-58,124","-2,03E-06"
,"-58,122","-3,30E-07"
,"-58,12","3,77E-06"
,"-58,118","8,00E-08"
,"-58,116","-1,84E-06"
,"-58,114","1,95E-06"
,"-58,112","-7,90E-07"
,"-58,11","-3,08E-06"
,"-58,108","-3,64E-06"
,"-58,106","1,89E-06"
,"-58,104","-8,30E-07"
,"-58,102","2,96E-06"
,"-58,1","1,75E-06"
,"-58,098","1,86E-06"
,"-58,096","6,50E-07"
,"-58,094","8,80E-07"
,"-58,092","-9,20E-07"
,"-58,09","-6,10E-07"
,"-58,088","-4,90E-07"
,"-58,086","-4,30E-07"
,"-58,084","2,56E-06"
,"-58,082","-8,10E-07"
,"-58,08","-4,90E-07"
,"-58,078","4,67E-06"
,"-58,076","-9,80E-07"
,"-58,074","2,49E-06"
,"-58,072","3,10E-07"
,"-58,07","7,00E-08"
,"-58,068","6,90E-07"
,"-58,066","2,14E-06"
,"-58,064","-1,15E-06"
,"-58,062","1,44E-06"
,"-58,06","1,79E-06"
,"-58,058","-3,00E-07"
,"-58,056","2,10E-06"
,"-58,054","2,35E-06"
,"-58,052","8,80E-07"
,"-58,05","1,35E-06"
,"-58,048","2,26E-06"
,"-58,046","1,91E-06"
,"-58,044","1,34E-06"
,"-58,042","6,60E-06"
,"-58,04","4,34E-06"
,"-58,038","4,78E-06"
,"-58,036","3,30E-07"
,"-58,034","3,45E-06"
,"-58,032","-4,90E-07"
,"-58,03","-1,09E-06"
,"-58,028","-2,66E-06"
,"-58,026","1,69E-06"
,"-58,024","3,09E-06"
,"-58,022","3,58E-06"
,"-58,02","3,34E-06"
,"-58,018","1,67E-06"
,"-58,016","-1,60E-07"
,"-58,014","-3,50E-07"
,"-58,012","-7,20E-07"
,"-58,01","-1,41E-06"
,"-58,008","-6,20E-07"
,"-58,006","2,70E-06"
,"-58,004","6,90E-07"
,"-58,002","3,92E-06"
,-58,"-1,15E-06"
,"-57,998","3,19E-06"
,"-57,996","2,33E-06"
,"-57,994","-1,00E-08"
,"-57,992","1,27E-06"
,"-57,99","-3,13E-06"
,"-57,988","-2,80E-06"
,"-57,986","-1,66E-06"
,"-57,984","-2,14E-06"
,"-57,982","-9,10E-07"
,"-57,98","-3,50E-07"
,"-57,978","1,90E-07"
,"-57,976","-2,20E-07"
,"-57,974","7,70E-07"
,"-57,972","7,40E-07"
,"-57,97","-3,58E-06"
,"-57,968","-2,86E-06"
,"-57,966","-2,68E-06"
,"-57,964","-2,65E-06"
,"-57,962","-2,33E-06"
,"-57,96","-2,26E-06"
,"-57,958","-1,39E-06"
,"-57,956","-1,25E-06"
,"-57,954","-9,00E-07"
,"-57,952","-2,60E-07"
,"-57,95","-5,40E-07"
,"-57,948","-4,00E-08"
,"-57,946","-1,13E-06"
,"-57,944","2,10E-07"
,"-57,942","-7,70E-07"
,"-57,94","-1,09E-06"
,"-57,938","-4,80E-07"
,"-57,936","1,59E-06"
,"-57,934","1,52E-06"
,"-57,932","5,85E-06"
,"-57,93","2,93E-06"
,"-57,928","1,67E-06"
,"-57,926","2,95E-06"
,"-57,924","-1,08E-06"
,"-57,922","6,30E-07"
,"-57,92","3,60E-07"
,"-57,918","4,24E-06"
,"-57,916","3,69E-06"
,"-57,914","3,99E-06"
,"-57,912","4,98E-06"
,"-57,91","2,66E-06"
,"-57,908","1,65E-06"
,"-57,906","2,72E-06"
,"-57,904","1,97E-06"
,"-57,902","3,08E-06"
,"-57,9","2,21E-06"
,"-57,898","4,33E-06"
,"-57,896","4,78E-06"
,"-57,894","3,58E-06"
,"-57,892","5,51E-06"
,"-57,89","3,45E-06"
,"-57,888","3,20E-07"
,"-57,886","2,76E-06"
,"-57,884","-1,55E-06"
,"-57,882","-2,30E-07"
,"-57,88","2,72E-06"
,"-57,878","1,85E-06"
,"-57,876","3,44E-06"
,"-57,874","1,89E-06"
,"-57,872","4,75E-06"
,"-57,87","-1,03E-06"
,"-57,868","4,01E-06"
,"-57,866","-4,00E-07"
,"-57,864","1,74E-06"
,"-57,862","3,69E-06"
,"-57,86","4,01E-06"
,"-57,858","4,32E-06"
,"-57,856","2,81E-06"
,"-57,854","3,76E-06"
,"-57,852","2,93E-06"
,"-57,85","5,88E-06"
,"-57,848","5,80E-07"
,"-57,846","1,21E-06"
,"-57,844","-7,90E-07"
,"-57,842",0
,"-57,84","9,60E-07"
,"-57,838","2,57E-06"
,"-57,836","2,37E-06"
,"-57,834","6,26E-06"
,"-57,832","1,79E-06"
,"-57,83","1,08E-06"
,"-57,828","7,70E-07"
,"-57,826","2,60E-07"
,"-57,824","-1,13E-06"
,"-57,822","1,90E-06"
,"-57,82","2,95E-06"
,"-57,818","2,69E-06"
,"-57,816","2,67E-06"
,"-57,814","4,52E-06"
,"-57,812","1,35E-06"
,"-57,81","1,01E-06"
,"-57,808","-3,71E-06"
,"-57,806","-2,56E-06"
,"-57,804","-9,20E-07"
,"-57,802","-2,06E-06"
,"-57,8","1,91E-06"
,"-57,798","1,79E-06"
,"-57,796","-3,60E-07"
,"-57,794","2,89E-06"
,"-57,792","1,77E-06"
,"-57,79","-4,30E-07"
,"-57,788","-6,80E-07"
,"-57,786","9,00E-08"
,"-57,784","-1,31E-06"
,"-57,782","-1,04E-06"
,"-57,78","4,10E-07"
,"-57,778","2,58E-06"
,"-57,776","1,38E-06"
,"-57,774","2,01E-06"
,"-57,772","3,00E-07"
,"-57,77","8,00E-08"
,"-57,768","2,80E-07"
,"-57,766","1,40E-06"
,"-57,764","-3,70E-07"
,"-57,762","8,00E-08"
,"-57,76","-1,32E-06"
,"-57,758","1,84E-06"
,"-57,756","3,71E-06"
,"-57,754","3,98E-06"
,"-57,752","5,30E-07"
,"-57,75","2,24E-06"
,"-57,748","1,42E-06"
,"-57,746","-3,60E-07"
,"-57,744","-2,88E-06"
,"-57,742","1,85E-06"
,"-57,74","2,50E-06"
,"-57,738","5,40E-07"
,"-57,736","3,60E-06"
,"-57,734","1,68E-06"
,"-57,732","2,31E-06"
,"-57,73","-1,57E-06"
,"-57,728","1,32E-06"
,"-57,726","9,50E-07"
,"-57,724","2,23E-06"
,"-57,722","2,27E-06"
,"-57,72","4,44E-06"
,"-57,718","6,30E-06"
,"-57,716","5,52E-06"
,"-57,714","6,27E-06"
,"-57,712","1,75E-06"
,"-57,71","3,52E-06"
,"-57,708","-1,42E-06"
,"-57,706","-3,30E-07"
,"-57,704","6,20E-07"
,"-57,702","-1,07E-06"
,"-57,7","5,11E-06"
,"-57,698","3,26E-06"
,"-57,696","4,37E-06"
,"-57,694","4,13E-06"
,"-57,692","4,01E-06"
,"-57,69","1,81E-06"
,"-57,688","7,40E-07"
,"-57,686","-1,10E-07"
,"-57,684","1,76E-06"
,"-57,682","3,00E-08"
,"-57,68","2,51E-06"
,"-57,678","3,59E-06"
,"-57,676","1,89E-06"
,"-57,674","3,97E-06"
,"-57,672","1,17E-06"
,"-57,67","5,70E-07"
,"-57,668","6,40E-07"
,"-57,666","2,33E-06"
,"-57,664","1,58E-06"
,"-57,662","2,27E-06"
,"-57,66","3,66E-06"
,"-57,658","2,98E-06"
,"-57,656","2,57E-06"
,"-57,654","6,30E-06"
,"-57,652","4,74E-06"
,"-57,65","1,17E-06"
,"-57,648","2,97E-06"
,"-57,646","1,27E-06"
,"-57,644","3,12E-06"
,"-57,642","2,20E-07"
,"-57,64","6,71E-06"
,"-57,638","6,89E-06"
,"-57,636","4,85E-06"
,"-57,634","3,36E-06"
,"-57,632","3,53E-06"
,"-57,63","4,26E-06"
,"-57,628","3,25E-06"
,"-57,626","1,08E-06"
,"-57,624","2,55E-06"
,"-57,622","9,60E-07"
,"-57,62","1,73E-06"
,"-57,618","3,46E-06"
,"-57,616","4,90E-06"
,"-57,614","4,33E-06"
,"-57,612","6,40E-06"
,"-57,61","2,30E-06"
,"-57,608","3,26E-06"
,"-57,606","2,21E-06"
,"-57,604","1,21E-06"
,"-57,602","1,29E-06"
,"-57,6","-1,35E-06"
,"-57,598","4,70E-06"
,"-57,596","4,02E-06"
,"-57,594","3,13E-06"
,"-57,592","3,33E-06"
,"-57,59","4,06E-06"
,"-57,588","9,00E-08"
,"-57,586","-2,51E-06"
,"-57,584","6,30E-07"
,"-57,582","2,05E-06"
,"-57,58","3,29E-06"
,"-57,578","3,42E-06"
,"-57,576","6,38E-06"
,"-57,574","3,89E-06"
,"-57,572","4,45E-06"
,"-57,57","9,70E-07"
,"-57,568","-2,41E-06"
,"-57,566","-1,35E-06"
,"-57,564","-1,90E-07"
,"-57,562","1,36E-06"
,"-57,56","2,81E-06"
,"-57,558","4,32E-06"
,"-57,556","7,86E-06"
,"-57,554","4,40E-06"
,"-57,552","3,34E-06"
,"-57,55","1,84E-06"
,"-57,548","3,20E-07"
,"-57,546","3,62E-06"
,"-57,544","2,31E-06"
,"-57,542","2,82E-06"
,"-57,54","4,49E-06"
,"-57,538","3,35E-06"
,"-57,536","3,73E-06"
,"-57,534","3,36E-06"
,"-57,532","3,46E-06"
,"-57,53","1,53E-06"
,"-57,528","3,20E-06"
,"-57,526","-5,80E-07"
,"-57,524","4,70E-07"
,"-57,522","-5,10E-07"
,"-57,52","5,99E-06"
,"-57,518","3,15E-06"
,"-57,516","3,91E-06"
,"-57,514","3,46E-06"
,"-57,512","2,52E-06"
,"-57,51","1,94E-06"
,"-57,508","-3,02E-06"
,"-57,506","2,69E-06"
,"-57,504","-9,00E-07"
,"-57,502","1,93E-06"
,"-57,5","1,20E-07"
,"-57,498","-9,40E-07"
,"-57,496","-2,32E-06"
,"-57,494","-2,03E-06"
,"-57,492","1,29E-06"
,"-57,49","-6,20E-07"
,"-57,488","-3,28E-06"
,"-57,486","-3,01E-06"
,"-57,484","-4,66E-06"
,"-57,482","-4,85E-06"
,"-57,48","3,00E-07"
,"-57,478","-9,30E-07"
,"-57,476","-2,03E-06"
,"-57,474","1,81E-06"
,"-57,472","4,20E-07"
,"-57,47","3,69E-06"
,"-57,468","-6,40E-07"
,"-57,466","-1,55E-06"
,"-57,464","-1,32E-06"
,"-57,462","1,20E-06"
,"-57,46","-3,30E-07"
,"-57,458","-2,20E-07"
,"-57,456","2,52E-06"
,"-57,454","-7,80E-07"
,"-57,452","-2,12E-06"
,"-57,45","3,50E-07"
,"-57,448","-2,61E-06"
,"-57,446","-2,85E-06"
,"-57,444","1,90E-07"
,"-57,442","7,50E-07"
,"-57,44","5,00E-08"
,"-57,438","3,59E-06"
,"-57,436","3,72E-06"
,"-57,434","2,57E-06"
,"-57,432","2,69E-06"
,"-57,43","1,50E-06"
,"-57,428","-2,60E-07"
,"-57,426","-2,04E-06"
,"-57,424","1,64E-06"
,"-57,422","1,68E-06"
,"-57,42","1,83E-06"
,"-57,418","1,18E-06"
,"-57,416","2,09E-06"
,"-57,414","2,53E-06"
,"-57,412","3,47E-06"
,"-57,41","-3,27E-06"
,"-57,408","9,30E-07"
,"-57,406","-1,73E-06"
,"-57,404","-3,50E-06"
,"-57,402","-1,90E-07"
,"-57,4","-1,27E-06"
,"-57,398","1,50E-06"
,"-57,396","-3,46E-06"
,"-57,394","2,18E-06"
,"-57,392","-9,80E-07"
,"-57,39","-3,64E-06"
,"-57,388","-2,51E-06"
,"-57,386","-4,27E-06"
,"-57,384","-5,50E-06"
,"-57,382","-2,84E-06"
,"-57,38","-1,00E-07"
,"-57,378","-1,51E-06"
,"-57,376","-1,90E-07"
,"-57,374","-3,24E-06"
,"-57,372","-3,33E-06"
,"-57,37","2,20E-07"
,"-57,368","-1,40E-06"
,"-57,366","-4,10E-06"
,"-57,364","-2,63E-06"
,"-57,362","-2,66E-06"
,"-57,36","-2,70E-07"
,"-57,358","-4,70E-07"
,"-57,356","1,05E-06"
,"-57,354","-8,00E-08"
,"-57,352","1,31E-06"
,"-57,35","1,10E-07"
,"-57,348","5,20E-07"
,"-57,346","-1,14E-06"
,"-57,344","-1,88E-06"
,"-57,342",0
,"-57,34","9,90E-07"
,"-57,338","2,90E-06"
,"-57,336","1,44E-06"
,"-57,334","3,66E-06"
,"-57,332","2,11E-06"
,"-57,33","2,86E-06"
,"-57,328","-9,80E-07"
,"-57,326","-1,31E-06"
,"-57,324","-2,45E-06"
,"-57,322","-6,10E-07"
,"-57,32","3,84E-06"
,"-57,318","3,32E-06"
,"-57,316","6,36E-06"
,"-57,314","3,43E-06"
,"-57,312","5,39E-06"
,"-57,31","3,73E-06"
,"-57,308","1,37E-06"
,"-57,306","-1,64E-06"
,"-57,304","-1,47E-06"
,"-57,302","1,36E-06"
,"-57,3","2,19E-06"
,"-57,298","3,86E-06"
,"-57,296","3,30E-07"
,"-57,294","2,58E-06"
,"-57,292","2,10E-06"
,"-57,29","9,00E-07"
,"-57,288","4,20E-07"
,"-57,286","-3,50E-07"
,"-57,284","-2,10E-06"
,"-57,282","4,10E-07"
,"-57,28","-1,20E-06"
,"-57,278","1,47E-06"
,"-57,276","9,70E-07"
,"-57,274","2,82E-06"
,"-57,272","-1,70E-07"
,"-57,27","-2,89E-06"
,"-57,268","-3,33E-06"
,"-57,266","-6,60E-07"
,"-57,264","-1,23E-06"
,"-57,262","2,71E-06"
,"-57,26","-2,09E-06"
,"-57,258","-5,90E-07"
,"-57,256","9,50E-07"
,"-57,254","-1,61E-06"
,"-57,252","6,70E-07"
,"-57,25","-4,77E-06"
,"-57,248","-4,32E-06"
,"-57,246","-3,02E-06"
,"-57,244","-2,74E-06"
,"-57,242","-4,90E-07"
,"-57,24","4,20E-07"
,"-57,238","-1,03E-06"
,"-57,236","-3,50E-07"
,"-57,234","3,18E-06"
,"-57,232","1,53E-06"
,"-57,23","-1,21E-06"
,"-57,228","-1,22E-06"
,"-57,226","1,10E-07"
,"-57,224","9,00E-08"
,"-57,222","-2,41E-06"
,"-57,22","-1,15E-06"
,"-57,218","8,20E-07"
,"-57,216","4,10E-07"
,"-57,214","2,30E-07"
,"-57,212","-3,45E-06"
,"-57,21","-3,22E-06"
,"-57,208","5,30E-07"
,"-57,206","-1,68E-06"
,"-57,204","-3,06E-06"
,"-57,202","-7,14E-06"
,"-57,2","-3,17E-06"
,"-57,198","-1,69E-06"
,"-57,196","1,50E-07"
,"-57,194","-6,90E-07"
,"-57,192","5,00E-07"
,"-57,19","3,30E-07"
,"-57,188","-1,46E-06"
,"-57,186","2,80E-07"
,"-57,184","-8,70E-07"
,"-57,182","-1,28E-06"
,"-57,18","-8,00E-08"
,"-57,178","5,00E-08"
,"-57,176","1,77E-06"
,"-57,174","-1,40E-07"
,"-57,172","3,38E-06"
,"-57,17","-1,63E-06"
,"-57,168","-3,35E-06"
,"-57,166","4,60E-07"
,"-57,164","-1,87E-06"
,"-57,162","2,05E-06"
,"-57,16","5,50E-07"
,"-57,158","1,74E-06"
,"-57,156","-6,70E-07"
,"-57,154","-3,00E-07"
,"-57,152","3,19E-06"
,"-57,15","-1,21E-06"
,"-57,148","-1,63E-06"
,"-57,146","-3,07E-06"
,"-57,144","-3,04E-06"
,"-57,142","-2,92E-06"
,"-57,14","-3,90E-07"
,"-57,138","-1,94E-06"
,"-57,136","-1,02E-06"
,"-57,134","2,51E-06"
,"-57,132","2,66E-06"
,"-57,13","4,30E-07"
,"-57,128","-1,06E-06"
,"-57,126","-5,20E-07"
,"-57,124","2,80E-07"
,"-57,122","1,65E-06"
,"-57,12","1,67E-06"
,"-57,118","3,41E-06"
,"-57,116","3,22E-06"
,"-57,114","3,43E-06"
,"-57,112","2,24E-06"
,"-57,11","-5,10E-07"
,"-57,108","2,75E-06"
,"-57,106","-5,90E-07"
,"-57,104","2,50E-07"
,"-57,102","-4,94E-06"
,"-57,1","5,70E-07"
,"-57,098","2,61E-06"
,"-57,096","1,70E-06"
,"-57,094","1,65E-06"
,"-57,092","-6,70E-07"
,"-57,09","-4,60E-07"
,"-57,088","-2,85E-06"
,"-57,086","-2,42E-06"
,"-57,084","-2,71E-06"
,"-57,082","-3,61E-06"
,"-57,08","-1,94E-06"
,"-57,078","-1,10E-06"
,"-57,076","-1,89E-06"
,"-57,074","1,80E-06"
,"-57,072","-5,20E-07"
,"-57,07","-1,10E-06"
,"-57,068","1,90E-07"
,"-57,066","6,20E-07"
,"-57,064","1,39E-06"
,"-57,062","-2,70E-07"
,"-57,06","5,50E-07"
,"-57,058","5,24E-06"
,"-57,056","2,49E-06"
,"-57,054","3,52E-06"
,"-57,052","1,46E-06"
,"-57,05","-2,89E-06"
,"-57,048","-1,62E-06"
,"-57,046","-5,08E-06"
,"-57,044","-4,23E-06"
,"-57,042","-4,48E-06"
,"-57,04","2,04E-06"
,"-57,038","1,96E-06"
,"-57,036","-2,15E-06"
,"-57,034","-3,30E-07"
,"-57,032","1,42E-06"
,"-57,03","3,20E-07"
,"-57,028","-4,22E-06"
,"-57,026","-1,71E-06"
,"-57,024","-1,38E-06"
,"-57,022","1,04E-06"
,"-57,02","-2,60E-07"
,"-57,018","2,20E-06"
,"-57,016","3,56E-06"
,"-57,014","-1,83E-06"
,"-57,012","3,85E-06"
,"-57,01","-2,31E-06"
,"-57,008","1,40E-06"
,"-57,006","-1,29E-06"
,"-57,004","8,20E-07"
,"-57,002","-7,30E-07"
,-57,"6,23E-06"
,"-56,998","3,44E-06"
,"-56,996","2,20E-06"
,"-56,994","-1,20E-07"
,"-56,992","2,09E-06"
,"-56,99","-2,20E-07"
,"-56,988","-2,36E-06"
,"-56,986","-1,94E-06"
,"-56,984","-1,04E-06"
,"-56,982","-1,10E-07"
,"-56,98","1,80E-06"
,"-56,978","3,40E-06"
,"-56,976","1,37E-06"
,"-56,974","2,36E-06"
,"-56,972","1,57E-06"
,"-56,97","-4,40E-07"
,"-56,968","-2,93E-06"
,"-56,966","-5,06E-06"
,"-56,964","-9,00E-07"
,"-56,962","1,17E-06"
,"-56,96","1,61E-06"
,"-56,958","4,11E-06"
,"-56,956","2,97E-06"
,"-56,954","5,31E-06"
,"-56,952","2,01E-06"
,"-56,95","2,49E-06"
,"-56,948","5,59E-06"
,"-56,946","3,60E-07"
,"-56,944","1,96E-06"
,"-56,942","8,00E-08"
,"-56,94","1,79E-06"
,"-56,938","1,07E-06"
,"-56,936","3,87E-06"
,"-56,934","-2,23E-06"
,"-56,932","3,60E-06"
,"-56,93","4,30E-07"
,"-56,928","-2,86E-06"
,"-56,926","-3,36E-06"
,"-56,924","-2,05E-06"
,"-56,922","2,91E-06"
,"-56,92","2,26E-06"
,"-56,918","1,97E-06"
,"-56,916","4,00E-08"
,"-56,914","2,18E-06"
,"-56,912","-2,13E-06"
,"-56,91","-3,10E-07"
,"-56,908","-4,34E-06"
,"-56,906","5,20E-07"
,"-56,904","-2,62E-06"
,"-56,902","2,19E-06"
,"-56,9","4,08E-06"
,"-56,898","3,85E-06"
,"-56,896","5,94E-06"
,"-56,894","2,29E-06"
,"-56,892","1,90E-07"
,"-56,89","-8,10E-07"
,"-56,888","-1,50E-06"
,"-56,886","-2,78E-06"
,"-56,884","-2,49E-06"
,"-56,882","-1,38E-06"
,"-56,88","-2,09E-06"
,"-56,878","1,53E-06"
,"-56,876","9,70E-07"
,"-56,874","-1,30E-07"
,"-56,872","-5,60E-07"
,"-56,87","-3,96E-06"
,"-56,868","-2,45E-06"
,"-56,866","-4,24E-06"
,"-56,864","-3,30E-06"
,"-56,862","-1,10E-06"
,"-56,86","1,06E-06"
,"-56,858","-3,09E-06"
,"-56,856","3,30E-07"
,"-56,854","3,01E-06"
,"-56,852","1,63E-06"
,"-56,85","-2,20E-07"
,"-56,848","-1,44E-06"
,"-56,846","-1,16E-06"
,"-56,844","-1,08E-06"
,"-56,842","3,55E-06"
,"-56,84","5,20E-07"
,"-56,838","-6,60E-07"
,"-56,836","1,63E-06"
,"-56,834","-1,03E-06"
,"-56,832","-1,23E-06"
,"-56,83","-1,94E-06"
,"-56,828","1,15E-06"
,"-56,826","-1,00E-07"
,"-56,824","-1,12E-06"
,"-56,822","7,50E-07"
,"-56,82","2,20E-06"
,"-56,818","3,44E-06"
